"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_isbn_formats_isbns_1_format","articles_isbn_formats_isbns_1_isbnType","articles_isbn_formats_isbns_1_value","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"We introduce a visual analytics environment for the support of remote-collaborative sense-making activities. Team members use their individual graphical interfaces to collect, organize and comprehend task-relevant information relative to their areas of expertise. A system of computational agents infers possible relationships among information items through the analysis of the spatial and temporal organization and collaborative use of information. The computational agents support the exchange of information among team members to converge their individual contributions. Our system allows users to navigate vast amounts of shared information effectively and remotely dispersed team members to work independently without diverting from common objectives as well as to minimize the necessary amount of verbal communication","https://ieeexplore.ieee.org/document/4035758/","LOCKED","4035758","Massachusetts Institute of Technology, Computer Science and Artificial Intelligence Laboratory, e-mail: keel@mit.edu","https://ieeexplore.ieee.org/author/37830092200","1","Paul E. Keel","37830092200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","0","31 Oct.-2 Nov. 2006","Baltimore, MD, USA","Conferences","10.1109/VAST.2006.261415","144","https://ieeexplore.ieee.org/document/4035758/","Visual analytics","Spatial information organization","Indirect human computer interaction","Indirect collaboration","Agents","Sense-making","H.3.3 [Information Search and Retrieval]: Information filtering, Relevance feedback, Selection process","H.4.1 [Office Automation]: Groupware","H.5.3 [Group and Organization Interfaces]: Collaborative computing, Computer-supported cooperative work","Collaboration","Visual analytics","Humans","Information analysis","Collaborative work","Data visualization","Information retrieval","Computer interfaces","Problem-solving","Computer science","4035730","1-4244-0592-0","CD","Historical","1-4244-0592-0","Print ISBN","Historical","1-4244-0591-2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4035758","31 Oct.-2 Nov. 2006","4035729","2006 IEEE Symposium On Visual Analytics Science And Technology","2006","IEEE","11","137","Collaborative Visual Analytics: Inferring from the Spatial Organization and Collaborative Use of Information"
"Finding patterns of events over time is important in searching patient histories, Web logs, news stories, and criminal activities. This paper presents PatternFinder, an integrated interface for query and result-set visualization for search and discovery of temporal patterns within multivariate and categorical data sets. We define temporal patterns as sequences of events with inter-event time spans. PatternFinder allows users to specify the attributes of events and time spans to produce powerful pattern queries that are difficult to express with other formalisms. We characterize the range of queries PatternFinder supports as users vary the specificity at which events and time spans are defined. Pattern Finder's query capabilities together with coupled ball-and-chain and tabular visualizations enable users to effectively query, explore and analyze event patterns both within and across data entities (e.g. patient histories, terrorist groups, Web logs, etc.)","https://ieeexplore.ieee.org/document/4035762/","LOCKED","4035762","Department of Computer Science & Human-Computer Interaction Lab, University of Maryland, A. V. Williams Building, College Park, Maryland 20742. fails@cs.umd.edu","https://ieeexplore.ieee.org/author/37830130000","1","Jerry Alan Fails","37830130000","Department of Computer Science & Human-Computer Interaction Lab, University of Maryland, A. V. Williams Building, College Park, Maryland 20742. akk@cs.umd.edu","https://ieeexplore.ieee.org/author/37590950600","2","Amy Karlson","37590950600","Department of Computer Science & Human-Computer Interaction Lab, University of Maryland, A. V. Williams Building, College Park, Maryland 20742. laylas@cs.umd.edu","https://ieeexplore.ieee.org/author/37565888100","3","Layla Shahamat","37565888100","Department of Computer Science & Human-Computer Interaction Lab, University of Maryland, A. V. Williams Building, College Park, Maryland 20742. ben@cs.umd.edu","https://ieeexplore.ieee.org/author/37283016400","4","Ben Shneiderman","37283016400","","","","","","","","","","","","","","","","60","3","31 Oct.-2 Nov. 2006","Baltimore, MD, USA","Conferences","10.1109/VAST.2006.261421","174","https://ieeexplore.ieee.org/document/4035762/","Temporal query","information visualization","user interface","","","","","","","History","Visual databases","Data visualization","Spatial databases","Computer science","User interfaces","Database languages","Medical treatment","Pattern analysis","Chromium","4035730","1-4244-0592-0","CD","Historical","1-4244-0592-0","Print ISBN","Historical","1-4244-0591-2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4035762","31 Oct.-2 Nov. 2006","4035729","2006 IEEE Symposium On Visual Analytics Science And Technology","2006","IEEE","12","167","A Visual Interface for Multivariate Temporal Data: Finding Patterns of Events across Multiple Histories"
"Real-world data is known to be imperfect, suffering from various forms of defects such as sensor variability, estimation errors, uncertainty, human errors in data entry, and gaps in data gathering. Analysis conducted on variable quality data can lead to inaccurate or incorrect results. An effective visualization system must make users aware of the quality of their data by explicitly conveying not only the actual data content, but also its quality attributes. While some research has been conducted on visualizing uncertainty in spatio-temporal data and univariate data, little work has been reported on extending this capability into multivariate data visualization. In this paper we describe our approach to the problem of visually exploring multivariate data with variable quality. As a foundation, we propose a general approach to defining quality measures for tabular data, in which data may experience quality problems at three granularities: individual data values, complete records, and specific dimensions. We then present two approaches to visual mapping of quality information into display space. In particular, one solution embeds the quality measures as explicit values into the original dataset by regarding value quality and record quality as new data dimensions. The other solution is to superimpose the quality information within the data visualizations using additional visual variables. We also report on user studies conducted to assess alternate mappings of quality attributes to visual variables for the second method. In addition, we describe case studies that expose some of the advantages and disadvantages of these two approaches","https://ieeexplore.ieee.org/document/4035764/","LOCKED","4035764","Computer Science Department, Worcester Polytechnic Institute, xiezx@cs.wpi.edu","https://ieeexplore.ieee.org/author/37829093300","1","Zaixian Xie","37829093300","Computer Science Department, Worcester Polytechnic Institute, shiping@cs.wpi.edu","https://ieeexplore.ieee.org/author/37557769100","2","Shiping Huang","37557769100","Computer Science Department, Worcester Polytechnic Institute, matt@cs.wpi.edu","https://ieeexplore.ieee.org/author/37268441700","3","Matthew O. Ward","37268441700","Computer Science Department, Worcester Polytechnic Institute, rundenst@cs.wpi.edu","https://ieeexplore.ieee.org/author/37279217900","4","Elke A. Rundensteiner","37279217900","","","","","","","","","","","","","","","","17","1","31 Oct.-2 Nov. 2006","Baltimore, MD, USA","Conferences","10.1109/VAST.2006.261424","190","https://ieeexplore.ieee.org/document/4035764/","Uncertainty visualization","multivariate visualization","data quality","H.5.2 [Information Interfaces and Presentation]: User Interfaces¿Graphical user interfaces","","","","","","Data visualization","Uncertainty","Humans","Data mining","Information analysis","Computer science","Estimation error","Computer errors","Spatiotemporal phenomena","Displays","4035730","1-4244-0592-0","CD","Historical","1-4244-0592-0","Print ISBN","Historical","1-4244-0591-2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4035764","31 Oct.-2 Nov. 2006","4035729","2006 IEEE Symposium On Visual Analytics Science And Technology","2006","IEEE","13","183","Exploratory Visualization of Multivariate Data with Variable Quality"
"During the last two decades a wide variety of advanced methods for the visual exploration of large data sets have been proposed. For most of these techniques user interaction has become a crucial element, since there are many situations in which a user or an analyst has to select the right parameter settings from among many or select a subset of the available attribute space for the visualization process, in order to construct valuable visualizations that provide insight, into the data and reveal interesting patterns. The right choice of input parameters is often essential, since suboptimal parameter settings or the investigation of irrelevant data dimensions make the exploration process more time consuming and may result in wrong conclusions. In this paper we propose a novel method for automatically determining meaningful parameter- and attribute settings based on the information content of the resulting visualizations. Our technique called Pixnostics, in analogy to Scagnostics (Wilkinson et al., 2005), automatically analyses pixel images resulting from diverse parameter mappings and ranks them according to the potential value for the user. This allows a more effective and more efficient visual data analysis process, since the attribute/parameter space is reduced to meaningful selections and thus the analyst obtains faster insight into the data. Real world applications are provided to show the benefit of the proposed approach","https://ieeexplore.ieee.org/document/4035766/","LOCKED","4035766","University of Konstanz, Germany. schneide@inf.uni-konstanz.de","https://ieeexplore.ieee.org/author/37669961800","1","Jorn Schneidewind","37669961800","Stanford University, USA. ms@pixelmap.org","https://ieeexplore.ieee.org/author/37827860500","2","Mike Sips","37827860500","University of Konstanz, Germany. keim@inf.uni-konstanz.de","https://ieeexplore.ieee.org/author/37283138700","3","Daniel A. Keim","37283138700","","","","","","","","","","","","","","","","","","","","","25","0","31 Oct.-2 Nov. 2006","Baltimore, MD, USA","Conferences","10.1109/VAST.2006.261423","206","https://ieeexplore.ieee.org/document/4035766/","Visual Data Exploration","Visualization technique","Visual Analytics","1.6.9 [Visualization]: Information Visualization¿Visualization Techniques and Methodologies","","","","","","Data visualization","Visual analytics","Color","Space technology","USA Councils","Pattern analysis","Image analysis","Pixel","Data analysis","Humans","4035730","1-4244-0592-0","CD","Historical","1-4244-0592-0","Print ISBN","Historical","1-4244-0591-2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4035766","31 Oct.-2 Nov. 2006","4035729","2006 IEEE Symposium On Visual Analytics Science And Technology","2006","IEEE","14","199","Pixnostics: Towards Measuring the Value of Visualization"
"Intelligence analysis often involves the task of gathering information about an organization. Knowledge about individuals in an organization and their relationships, often represented as a hierarchical organization chart, is crucial for understanding the organization. However, it is difficult for intelligence analysts to follow all individuals in an organization. Existing hierarchy visualizations have largely focused on the visualization of fixed structures and can not effectively depict the evolution of a hierarchy over time. We introduce TimeTree, a novel visualization tool designed to enable exploration of a changing hierarchy. TimeTree enables analysts to navigate the history of an organization, identify events associated with a specific entity (visualized on a TimeSlider), and explore an aggregate view of an individual's career path (a CareerTree). We demonstrate the utility of TimeTree by investigating a set of scenarios developed by an expert intelligence analyst. The scenarios are evaluated using a real dataset composed of eighteen thousand career events from more than eight thousand individuals. Insights gained from this analysis are presented","https://ieeexplore.ieee.org/document/4035741/","LOCKED","4035741","Palo Alto Research Center, 3333 Coyote Hill Road Palo Alto, CA 94304. E-mail: card@parc.com","https://ieeexplore.ieee.org/author/37444594200","1","Stuart K. Card","37444594200","Palo Alto Research Center, 3333 Coyote Hill Road Palo Alto, CA 94304. E-mail: suh@parc.com","https://ieeexplore.ieee.org/author/37823184000","2","Bongwon Suh","37823184000","Palo Alto Research Center, 3333 Coyote Hill Road Palo Alto, CA 94304. E-mail: bpendlet@parc.com","https://ieeexplore.ieee.org/author/37830268500","3","Bryan A. Pendleton","37830268500","University of California at Berkeley, jheer@cs.berkeley.edu","https://ieeexplore.ieee.org/author/37550791300","4","Jeffrey Heer","37550791300","SAIC, john.w.bodnar@saic.com","https://ieeexplore.ieee.org/author/37830251400","5","John W. Bodnar","37830251400","","","","","","","","","","","17","0","31 Oct.-2 Nov. 2006","Baltimore, MD, USA","Conferences","10.1109/VAST.2006.261450","10","https://ieeexplore.ieee.org/document/4035741/","TimeTree","DOI Tree","tree visualization","organizational chart","timeseries data","visual analytics","","","","Tree graphs","Visual analytics","Data visualization","Information analysis","Organization Charts","Engineering profession","Navigation","History","Aggregates","Chromium","4035730","1-4244-0592-0","CD","Historical","1-4244-0592-0","Print ISBN","Historical","1-4244-0591-2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4035741","31 Oct.-2 Nov. 2006","4035729","2006 IEEE Symposium On Visual Analytics Science And Technology","2006","IEEE","15","3","Time Tree: Exploring Time Changing Hierarchies"
"Decade scale oceanic phenomena like El Nino are correlated with weather anomalies all over the globe. Only by understanding the events that produced the climatic conditions in the past will it be possible to forecast abrupt climate changes and prevent disastrous consequences for human beings and their environment. Paleoceanography research is a collaborative effort that requires the analysis of paleo time-series, which are obtained from a number of independent techniques and instruments and produced by a variety of different researchers and/or laboratories. The complexity of these phenomena that consist of massive, dynamic and often conflicting data can only be faced by means of analytical reasoning supported by a highly interactive visual interface. This paper presents an interactive visual analysis environment for paleoceanography that permits to gain insight into the paleodata and allow the control and steering of the analytical methods involved in the reconstruction of the climatic conditions of the past","https://ieeexplore.ieee.org/document/4035743/","LOCKED","4035743","Departamento de Informática y Automática, Universidad de Salamanca, e-mail: theron@usal.es","https://ieeexplore.ieee.org/author/37265587000","1","Roberto Theron","37265587000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","0","31 Oct.-2 Nov. 2006","Baltimore, MD, USA","Conferences","10.1109/VAST.2006.261452","26","https://ieeexplore.ieee.org/document/4035743/","Infovis","parallel coordinates","multiple linked views","exploratory analysis","H.1.2 [User/Machine Systems]: Human information processing¿Visual Analytics","J.2 [Physical Sciences and Engineering]: Earth and atmospheric sciences¿Applications","","","","Visual analytics","Ocean temperature","Image reconstruction","History","Weather forecasting","Humans","Time series analysis","Laboratories","Geology","Hurricanes","4035730","1-4244-0592-0","CD","Historical","1-4244-0592-0","Print ISBN","Historical","1-4244-0591-2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4035743","31 Oct.-2 Nov. 2006","4035729","2006 IEEE Symposium On Visual Analytics Science And Technology","2006","IEEE","16","19","Visual Analytics of Paleoceanographic Conditions"
"Understanding the space and time characteristics of human interaction in complex social networks is a critical component of visual tools for intelligence analysis, consumer behavior analysis, and human geography. Visual identification and comparison of patterns of recurring events is an essential feature of such tools. In this paper, we describe a tool for exploring hotel visitation patterns in and around Rebersburg, Pennsylvania from 1898-1900. The tool uses a wrapping spreadsheet technique, called reruns, to display cyclic patterns of geographic events in multiple overlapping natural and artificial calendars. Implemented as an improvise visualization, the tool is in active development through a iterative process of data collection, hypothesis, design, discovery, and evaluation in close collaboration with historical geographers. Several discoveries have inspired ongoing data collection and plans to expand exploration to include historic weather records and railroad schedules. Distributed online evaluations of usability and usefulness have resulted in numerous feature and design recommendations","https://ieeexplore.ieee.org/document/4035745/","LOCKED","4035745","The GeoVISTA Center and Department of Geography, The Pennsylvania State University, e-mail: cweaver@psu.edu","https://ieeexplore.ieee.org/author/37564883300","1","Chris Weaver","37564883300","The GeoVISTA Center and Department of Geography, The Pennsylvania State University, e-mail: dfyfe@psu.edu","https://ieeexplore.ieee.org/author/37830097900","2","David Fyfe","37830097900","The GeoVISTA Center and Department of Geography, The Pennsylvania State University, e-mail: arobinson@psu.edu","https://ieeexplore.ieee.org/author/37829187900","3","Anthony Robinson","37829187900","The GeoVISTA Center and Department of Geography, The Pennsylvania State University, e-mail: dwh6@ems.psu.edu","https://ieeexplore.ieee.org/author/37838441900","4","Deryck Holdsworth","37838441900","The GeoVISTA Center and Department of Geography, The Pennsylvania State University, e-mail: peuquet@psu.edu","https://ieeexplore.ieee.org/author/37830095400","5","Donna Peuquet","37830095400","The GeoVISTA Center and Department of Geography, The Pennsylvania State University, e-mail: maceachren@psu.edu","https://ieeexplore.ieee.org/author/37374699000","6","Alan M. MacEachren","37374699000","","","","","","9","0","31 Oct.-2 Nov. 2006","Baltimore, MD, USA","Conferences","10.1109/VAST.2006.261428","42","https://ieeexplore.ieee.org/document/4035745/","Geovisualization","exploratory visualization","historical geography","coordinated multiple views","travel pattern analysis","D.2.2 [Software Engineering]: Design Tools and Techniques¿User Interfaces","H.5.2 [Information Systems]: Information Interfaces and Presentation¿User Interfaces","","","Pattern analysis","Humans","Social network services","Intelligent networks","Consumer behavior","Geography","Wrapping","Displays","Calendars","Data visualization","4035730","1-4244-0592-0","CD","Historical","1-4244-0592-0","Print ISBN","Historical","1-4244-0591-2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4035745","31 Oct.-2 Nov. 2006","4035729","2006 IEEE Symposium On Visual Analytics Science And Technology","2006","IEEE","17","35","Visual Analysis of Historic Hotel Visitation Patterns"
"A visual investigation involves both the examination of existing information and the synthesis of new analytic knowledge. This is a progressive process in which newly synthesized knowledge becomes the foundation for future discovery. In this paper, we present a novel system supporting interactive, progressive synthesis of analytic knowledge. Here we use the term ""analytic knowledge"" to refer to concepts that a user derives from existing data along with the evidence supporting such concepts. Unlike existing visual analytic-tools, which typically support only exploration of existing information, our system offers two unique features. First, we support user-system cooperative visual synthesis of analytic knowledge from existing data. Specifically, users can visually define new concepts by annotating existing information, and refine partially formed concepts by linking additional evidence or manipulating related concepts. In response to user actions, our system can automatically manage the evolving corpus of synthesized knowledge and its corresponding evidence. Second, we support progressive visual analysis of synthesized knowledge. This feature allows analysts to visually explore both existing knowledge and synthesized knowledge, dynamically incorporating earlier analytic conclusions into the ensuing discovery process. We have applied our system to two complex but very different analytic applications. Our preliminary evaluation shows the promise of our work","https://ieeexplore.ieee.org/document/4035747/","LOCKED","4035747","IBM T.J. Watson Research Center, e-mail: dgotz@us.ibm.com","https://ieeexplore.ieee.org/author/37601397400","1","David Gotz","37601397400","IBM T.J. Watson Research Center, e-mail: mzhou@us.ibm.com","https://ieeexplore.ieee.org/author/37399569300","2","Michelle X. Zhou","37399569300","IBM T.J. Watson Research Center, email: vikram@us.ibm.com","https://ieeexplore.ieee.org/author/37567125300","3","Vikram Aggarwal","37567125300","","","","","","","","","","","","","","","","","","","","","26","5","31 Oct.-2 Nov. 2006","Baltimore, MD, USA","Conferences","10.1109/VAST.2006.261430","58","https://ieeexplore.ieee.org/document/4035747/","Visual Analytics","Intelligence analysis","Problem-solving solving environments","Visual Knowledge Discovery","H.1.2 [Information Systems]: Models and Principles¿User/Machine Systems H.5.1 [Information Systems]:","","","","","Information analysis","Visual analytics","Information systems","Calendars","Joining processes","Knowledge management","Network synthesis","Performance analysis","Data visualization","Context","4035730","1-4244-0592-0","CD","Historical","1-4244-0592-0","Print ISBN","Historical","1-4244-0591-2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4035747","31 Oct.-2 Nov. 2006","4035729","2006 IEEE Symposium On Visual Analytics Science And Technology","2006","IEEE","18","51","Interactive Visual Synthesis of Analytic Knowledge"
"Mobile devices are rapidly gaining popularity due to their small size and their wide range of functionality. With the constant improvement in wireless network access, they are an attractive option not only for day to day use. but also for in-field analytics by first responders in widespread areas. However, their limited processing, display, graphics and power resources pose a major challenge in developing effective applications. Nevertheless, they are vital for rapid decision making in emergencies when combined with appropriate analysis tools. In this paper, we present an efficient, interactive visual analytic system using a PDA to visualize network information from Purdue's Ross-Ade Stadium during football games as an example of in-held data analytics combined with text and video analysis. With our system, we can monitor the distribution of attendees with mobile devices throughout the stadium through their access of information and association/disassociation from wireless access points, enabling the detection of crowd movement and event activity. Through correlative visualization and analysis of synchronized video (instant replay video) and text information (play statistics) with the network activity, we can provide insightful information to network monitoring personnel, safety personnel and analysts. This work provides a demonstration and testbed for mobile sensor analytics that will help to improve network performance and provide safety personnel with information for better emergency planning and guidance","https://ieeexplore.ieee.org/document/4035751/","LOCKED","4035751","Purdue University Regional Visualization and Analytics Center (PURVAC), Purdue University, West Lafayette, IN. e-mail: apattath@purdue.edu","https://ieeexplore.ieee.org/author/37296890200","1","Avin Pattath","37296890200","Purdue University Regional Visualization and Analytics Center (PURVAC), Purdue University, West Lafayette, IN. e-mail: bbue@purdue.edu","https://ieeexplore.ieee.org/author/37296901100","2","Brian Bue","37296901100","Purdue University Regional Visualization and Analytics Center (PURVAC), Purdue University, West Lafayette, IN. e-mail: jangy@purdue.edu","https://ieeexplore.ieee.org/author/37557344300","3","Yun Jang","37557344300","Purdue University Regional Visualization and Analytics Center (PURVAC), Purdue University, West Lafayette, IN. e-mail: ebertd@purdue.edu","https://ieeexplore.ieee.org/author/37282598900","4","David Ebert","37282598900","Center for Wireless Systems and Applications (CWSA), Purdue University, West Lafayette, IN. e-mail: zhongx@purdue.edu","https://ieeexplore.ieee.org/author/37290193000","5","Xuan Zhong","37290193000","Center for Wireless Systems and Applications (CWSA), Purdue University, West Lafayette, IN. e-mail: aultac@purdue.edu","https://ieeexplore.ieee.org/author/37830267200","6","Aaron Ault","37830267200","Center for Wireless Systems and Applications (CWSA), Purdue University, West Lafayette, IN. e-mail: coyle@purdue.edu","https://ieeexplore.ieee.org/author/37273340400","7","Edward Coyle","37273340400","11","3","31 Oct.-2 Nov. 2006","Baltimore, MD, USA","Conferences","10.1109/VAST.2006.261434","90","https://ieeexplore.ieee.org/document/4035751/","mobile visualization","network visualization","visual analytics","I.3.2 [Computer Graphics]: Graphics Systems¿Network Graphics","I.3.8 [Computer Graphics]: Applications¿Visual Analytics","","","","","Data visualization","Information analysis","Personnel","Monitoring","Safety","Displays","Graphics","Decision making","Visual analytics","Game theory","4035730","1-4244-0592-0","CD","Historical","1-4244-0592-0","Print ISBN","Historical","1-4244-0591-2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4035751","31 Oct.-2 Nov. 2006","4035729","2006 IEEE Symposium On Visual Analytics Science And Technology","2006","IEEE","19","83","Interactive Visualization and Analysis of Network and Sensor Data on Mobile Devices"
"A semantic graph is a network of heterogeneous nodes and links annotated with a domain ontology. In intelligence analysis, investigators use semantic graphs to organize concepts and relationships as graph nodes and links in hopes of discovering key trends, patterns, and insights. However, as new information continues to arrive from a multitude of sources, the size and complexity of the semantic graphs will soon overwhelm an investigator's cognitive capacity to carry out significant analyses. We introduce a powerful visual analytics framework designed to enhance investigators' natural analytical capabilities to comprehend and analyze large semantic graphs. The paper describes the overall framework design, presents major development accomplishments to date, and discusses future directions of a new visual analytics system known as Have Green","https://ieeexplore.ieee.org/document/4035749/","LOCKED","4035749","Pacific Northwest National Laboratory, Email: pak.wong@pnl.gov","https://ieeexplore.ieee.org/author/38193849400","1","Pak Chung Wong","38193849400","Pacific Northwest National Laboratory, Email: george.chin@pnl.gov","https://ieeexplore.ieee.org/author/37284824700","2","George Chin","37284824700","Pacific Northwest National Laboratory, Email: harlan.foote@pnl.gov","https://ieeexplore.ieee.org/author/37372586800","3","Harlan Foote","37372586800","Pacific Northwest National Laboratory, Email: patrick.mackey@pnl.gov","https://ieeexplore.ieee.org/author/37550755900","4","Patrick Mackey","37550755900","Pacific Northwest National Laboratory, Email: jim.thomas@pnl.gov","https://ieeexplore.ieee.org/author/37273308900","5","Jim Thomas","37273308900","","","","","","","","","","","12","2","31 Oct.-2 Nov. 2006","Baltimore, MD, USA","Conferences","10.1109/VAST.2006.261432","74","https://ieeexplore.ieee.org/document/4035749/","Visual Analytics","Graph and Network Visualization","Information Analytics","Information Visualization","1.6.9 [Visualization] - Information Visualization, Visualization Systems and Software, Visualization Techniques Methodologies","","","","","Visual analytics","Visualization","Information analysis","Ontologies","Computer displays","Pattern analysis","Fuses","Performance analysis","Laboratories","Software systems","4035730","1-4244-0592-0","CD","Historical","1-4244-0592-0","Print ISBN","Historical","1-4244-0591-2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4035749","31 Oct.-2 Nov. 2006","4035729","2006 IEEE Symposium On Visual Analytics Science And Technology","2006","IEEE","20","67","Have Green - A Visual Analytics Framework for Large Semantic Graphs"
"Wormhole attacks in wireless networks can severely deteriorate the network performance and compromise the security through spoiling the routing protocols and weakening the security enhancements. This paper develops an approach, interactive visualization of wormholes (IVoW), to monitor and detect such attacks in large scale wireless networks in real time. We characterize the topology features of a network under wormhole attacks through the node position changes and visualize the information at dynamically adjusted scales. We integrate an automatic detection algorithm with appropriate user interactions to handle complicated scenarios that include a large number of moving nodes and multiple worm-hole attackers. Various visual forms have been adopted to assist the understanding and analysis of the reconstructed network topology and improve the detection accuracy. Extended simulation has demonstrated that the proposed approach can effectively locate the fake neighbor connections without introducing many false alarms. IVoW does not require the wireless nodes to be equipped with any special hardware, thus avoiding any additional cost. The proposed approach demonstrates that interactive visualization can be successfully combined with network security mechanisms to greatly improve the intrusion detection capabilities","https://ieeexplore.ieee.org/document/4035753/","LOCKED","4035753","University of Kansas, e-mail: weichaow@eecs.ku.edu","https://ieeexplore.ieee.org/author/37538916500","1","Weichao Wang","37538916500","University of North Carolina at Charlotte, e-mail: alul1@uncc.edu","https://ieeexplore.ieee.org/author/37545504600","2","Aidong Lu","37545504600","","","","","","","","","","","","","","","","","","","","","","","","","","6","0","31 Oct.-2 Nov. 2006","Baltimore, MD, USA","Conferences","10.1109/VAST.2006.261435","106","https://ieeexplore.ieee.org/document/4035753/","Interactive Detection","Wormhole Attacks","Visualization on Network Security","Wireless Networks","Topology Visualization","C.2.0 [Computer-Communication Networks]: General¿Security and protection","H.5.2 [Information Systems]: Information Interfaces and Presentation¿User interfaces","","","Large-scale systems","Wireless networks","Visualization","Network topology","Routing protocols","Information security","Monitoring","Detection algorithms","Communication system security","Hardware","4035730","1-4244-0592-0","CD","Historical","1-4244-0592-0","Print ISBN","Historical","1-4244-0591-2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4035753","31 Oct.-2 Nov. 2006","4035729","2006 IEEE Symposium On Visual Analytics Science And Technology","2006","IEEE","21","99","Interactive Wormhole Detection in Large Scale Wireless Networks"
