"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_10_affiliation","articles_authors_authors_10_authorUrl","articles_authors_authors_10_author_order","articles_authors_authors_10_full_name","articles_authors_authors_10_id","articles_authors_authors_11_affiliation","articles_authors_authors_11_authorUrl","articles_authors_authors_11_author_order","articles_authors_authors_11_full_name","articles_authors_authors_11_id","articles_authors_authors_12_affiliation","articles_authors_authors_12_authorUrl","articles_authors_authors_12_author_order","articles_authors_authors_12_full_name","articles_authors_authors_12_id","articles_authors_authors_13_affiliation","articles_authors_authors_13_authorUrl","articles_authors_authors_13_author_order","articles_authors_authors_13_full_name","articles_authors_authors_13_id","articles_authors_authors_14_affiliation","articles_authors_authors_14_authorUrl","articles_authors_authors_14_author_order","articles_authors_authors_14_full_name","articles_authors_authors_14_id","articles_authors_authors_15_affiliation","articles_authors_authors_15_authorUrl","articles_authors_authors_15_author_order","articles_authors_authors_15_full_name","articles_authors_authors_15_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_affiliation","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title" 
"Given vehicle tracking data, loyalty and credit card logs of employees from a fictitious company, GAStech, participants of VAST 2014 mini challenge 2 were tasked to extract the common daily routine of employees and identify any suspicious activities that may be present in the data. In this paper, we reflect on our analysis procedure focusing on each step of the process that contributed to problem solving. Accordingly, we describe the features incorporated into our software at each stage of the process and justify the design decisions that were made. Inspired by DiBiase's approach to visual analysis [1], our procedure consists of three stages (Fig. 1). With off-the-shelf software, such as R and QGIS, we conducted exploratory data analysis [2] to generate a diverse range of insights. The insights were evaluated based on their relevance to the given task. They were used to formulate hypotheses and data task abstraction [3] resulting in a set of complementary tools comprising of an origin-destination map, a timeline and a flow diagram that we developed in processing. These tools were not designed to function as an integrated software package but were treated as rapid prototypes that would afford more flexibility in the design and development cycle [4].","https://ieeexplore.ieee.org/document/7042560/","LOCKED","7042560","Datavis Lab, University of Leuven, Belgium","https://ieeexplore.ieee.org/author/37085372051","1","Alvin Chua","37085372051","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Datavis Lab, University of Leuven, Belgium","https://ieeexplore.ieee.org/author/37085379580","2","Ryo Sakai","37085379580","Datavis Lab, University of Leuven, Belgium","https://ieeexplore.ieee.org/author/37085389683","3","Jan Aerts","37085389683","Datavis Lab, University of Leuven, Belgium","https://ieeexplore.ieee.org/author/37283186600","4","Andrew Vande Moere","37283186600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","25-31 Oct. 2014","Paris, France","Conferences","10.1109/VAST.2014.7042560","350","https://ieeexplore.ieee.org/document/7042560/","","","","","","","","","Data visualization","Credit cards","Electronic mail","Splines (mathematics)","Software","Visualization","Employment","7042473","978-1-4799-6227-3","Electronic ISBN","New-2005","978-1-4799-6227-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7042560","25-31 Oct. 2014","7027279","2014 IEEE Conference on Visual Analytics Science and Technology (VAST)","2014","IEEE","29","349","A three step process to design visualisations for GeoTemporal analysis (VAST 2014 Mini Challenge 2)"
"Stance in human communication is a linguistic concept relating to expressions of subjectivity such as the speakers' attitudes and emotions. Taking stance is crucial for the social construction of meaning and can be useful for many application fields such as business intelligence, security analytics, or social media monitoring. In order to process large amounts of text data for stance analyses, linguists need interactive tools to explore the textual sources as well as the results of computational linguistics techniques. Both aspects are important for refining the analyses iteratively. In this work, we present a visual analytics tool for online social media text data and corresponding time-series that can be used to investigate stance phenomena and to refine the so-called stance markers collection.","https://ieeexplore.ieee.org/document/7042519/","LOCKED","7042519","Linnaeus University, Sweden","https://ieeexplore.ieee.org/author/37085483907","1","Kostiantyn Kucher","37085483907","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Linnaeus University, Sweden","https://ieeexplore.ieee.org/author/37282717800","2","Andreas Kerren","37282717800","Lund University, Sweden","https://ieeexplore.ieee.org/author/37887982700","3","Carita Paradis","37887982700","Gavagai AB, Sweden","https://ieeexplore.ieee.org/author/37085500246","4","Magnus Sahlgren","37085500246","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","25-31 Oct. 2014","Paris, France","Conferences","10.1109/VAST.2014.7042519","260","https://ieeexplore.ieee.org/document/7042519/","Visualization","text visualization","interaction","time-series","stance analysis","sentiment analysis","NLP","text analytics","Media","Data visualization","Observers","Sentiment analysis","Pragmatics","Electronic mail","","7042473","978-1-4799-6227-3","Electronic ISBN","New-2005","978-1-4799-6227-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7042519","25-31 Oct. 2014","7027279","2014 IEEE Conference on Visual Analytics Science and Technology (VAST)","2014","IEEE","30","259","Visual analysis of stance markers in online social media"
"A method for the visualization of datasets of curves has been implemented in ParaView. The method is based on performing a PCA (Principal Component Analysis) of the curves; then quantiles and outliers are estimated in the plane defined by the two more relevant components of the PCA; finally this information is reprojected in the original curves space. We have created 3 new Para View views, 3 filters and modified the existing PCA filter to also perform a robust PCA. Results of the analysis of curves coming from the nuclear industry are shown.","https://ieeexplore.ieee.org/document/7042523/","LOCKED","7042523","EDF R&D","https://ieeexplore.ieee.org/author/38098748900","1","Alejandro Ribés","38098748900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kitware SAS","https://ieeexplore.ieee.org/author/37947468100","2","Joachim Pouderoux","37947468100","EDF R&D","https://ieeexplore.ieee.org/author/37085392294","3","Anne-Laure Popelin","37085392294","EDF R&D","https://ieeexplore.ieee.org/author/37085377318","4","Bertrand Iooss","37085377318","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","25-31 Oct. 2014","Paris, France","Conferences","10.1109/VAST.2014.7042523","268","https://ieeexplore.ieee.org/document/7042523/","Curve visualization","Uncertainty and sensitivity analysis","Para View","Robust PCA","","","","","Visual analytics","Erbium","Decision support systems","","","","","7042473","978-1-4799-6227-3","Electronic ISBN","New-2005","978-1-4799-6227-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7042523","25-31 Oct. 2014","7027279","2014 IEEE Conference on Visual Analytics Science and Technology (VAST)","2014","IEEE","31","267","Visualizing statistical analysis of curve datasets in ParaView"
"We propose MovementFinder, a multi-filter visual analytics system for movement data investigation. Our system integrates movement information from different datasets. Then with various visualizations and multiple filters, it is able to summarize the general movement patterns of a group of people, and help analysts detect abnormal events. Case studies demonstrate its effectiveness in a fictious analysis scenario.","https://ieeexplore.ieee.org/document/7042558/","LOCKED","7042558","Peking University","https://ieeexplore.ieee.org/author/37085387892","1","Siming Chen","37085387892","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Peking University","https://ieeexplore.ieee.org/author/37404943000","2","Zuchao Wang","37404943000","Peking University","https://ieeexplore.ieee.org/author/37085385091","3","Zipeng Liu","37085385091","Peking University","https://ieeexplore.ieee.org/author/37085375437","4","Zhenhuang Wang","37085375437","Peking University","https://ieeexplore.ieee.org/author/37085387989","5","Chenglong Wang","37085387989","Peking University","https://ieeexplore.ieee.org/author/37085388249","6","Zhengjie Miao","37085388249","Peking University","https://ieeexplore.ieee.org/author/37403856700","7","Xiaoru Yuan","37403856700","","","","","","","","","","","","","","","","1","0","25-31 Oct. 2014","Paris, France","Conferences","10.1109/VAST.2014.7042558","346","https://ieeexplore.ieee.org/document/7042558/","","","","","","","","","Global Positioning System","Tracking","Visual analytics","Data visualization","Credit cards","Data mining","","7042473","978-1-4799-6227-3","Electronic ISBN","New-2005","978-1-4799-6227-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7042558","25-31 Oct. 2014","7027279","2014 IEEE Conference on Visual Analytics Science and Technology (VAST)","2014","IEEE","32","345","MovementFinder: A multi-filter visual analytics design for movement data investigation"
"Dodeca-Rings Map is the visual analytics system we designed to analyze geo-temporal traffic problems. The system is organized by three kinds of visualizations: dodecagons that show events on the map (Fig. 1 A & B), activity temporal charts (Fig. 1 C), and a social relationship matrix (Fig. 1D). We used it to solve the VAST 2014 Mini-Challenge 2 and then the Grand Challenge. The given data sets include two weeks of vehicle GPS tracking data, credit and loyalty card transaction data, as well as vehicle assignments data. The challenge requires us to describe common daily routines for the car drivers, identify unusual events, and address the uncertainties and conflicts inherent in this data.","https://ieeexplore.ieee.org/document/7042562/","LOCKED","7042562","Computer Graphics Technology","https://ieeexplore.ieee.org/author/37085422417","1","Chen Guo","37085422417","Electrical and Computer Engineering, Purdue University","https://ieeexplore.ieee.org/author/37282598900","11","David Ebert","37282598900","","","","","","","","","","","","","","","","","","","","","","","","","","Interaction Design","https://ieeexplore.ieee.org/author/37085410070","2","Shang Xu","37085410070","Computer Graphics Technology","https://ieeexplore.ieee.org/author/37085411828","3","Jim Yu","37085411828","New Media Technology and Art, Harbin Institute of Technology","https://ieeexplore.ieee.org/author/37085414061","4","Hanxing Zhang","37085414061","New Media Technology and Art, Harbin Institute of Technology","https://ieeexplore.ieee.org/author/37085407976","5","Qian Wang","37085407976","State Key Lab of CAD & CG, Zhejiang University","https://ieeexplore.ieee.org/author/37085405113","6","Jing Xia","37085405113","Electrical and Computer Engineering, Purdue University","https://ieeexplore.ieee.org/author/37085404512","7","Jiawei Zhang","37085404512","Computer Graphics Technology","https://ieeexplore.ieee.org/author/38241087200","8","Yingjie Victor Chen","38241087200","Interaction Design","https://ieeexplore.ieee.org/author/38238364000","9","Zhenyu Cheryl Qian","38238364000","New Media Technology and Art, Harbin Institute of Technology","https://ieeexplore.ieee.org/author/37085426720","10","Chen Wang","37085426720","5","0","25-31 Oct. 2014","Paris, France","Conferences","10.1109/VAST.2014.7042562","354","https://ieeexplore.ieee.org/document/7042562/","[Human-centered computing]: visual analytics","geographic visualization","information visualization","[Information Systems]","spatial-temporal systems","","","","Automobiles","Data visualization","Credit cards","Visual analytics","Image color analysis","Global Positioning System","","7042473","978-1-4799-6227-3","Electronic ISBN","New-2005","978-1-4799-6227-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7042562","25-31 Oct. 2014","7027279","2014 IEEE Conference on Visual Analytics Science and Technology (VAST)","2014","IEEE","33","353","Dodeca-rings map: Interactively finding patterns and events in large geo-temporal data"
"The purpose of this ongoing work is to motivate public policy making as an application area for information visualization and visual analytics. Through our expertise gathered in several policy making-related projects, we identified parallels between the benefits of visualization and the needs of evidence-based public policy making. In the following, we will share our previous work consisting of the conceptual introduction of information visualization and visual analytics into the application field of public policy making. Moreover, we will show two real-world cases applying this concept. Finally, we will share identified challenges to be addressed by the information visualization and visual analytics domains in the future.","https://ieeexplore.ieee.org/document/7042525/","LOCKED","7042525","Fraunhofer Institute for Computer Graphics Research","https://ieeexplore.ieee.org/author/37593423500","1","Tobias Ruppert","37593423500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Fraunhofer Institute for Computer Graphics Research","https://ieeexplore.ieee.org/author/37606179600","2","Jürgen Bernard","37606179600","Fraunhofer Institute for Computer Graphics Research","https://ieeexplore.ieee.org/author/37085437439","3","Hendrik Lücke-Tieke","37085437439","Fraunhofer Institute for Computer Graphics Research & GRIS, TU Darmstadt","https://ieeexplore.ieee.org/author/37449689200","4","Jörn Kohlhammer","37449689200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","25-31 Oct. 2014","Paris, France","Conferences","10.1109/VAST.2014.7042525","272","https://ieeexplore.ieee.org/document/7042525/","","","","","","","","","Visual analytics","Public policy","Analytical models","Computational modeling","Decision making","Collaboration","","7042473","978-1-4799-6227-3","Electronic ISBN","New-2005","978-1-4799-6227-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7042525","25-31 Oct. 2014","7027279","2014 IEEE Conference on Visual Analytics Science and Technology (VAST)","2014","IEEE","34","271","Towards a tighter coupling of visualization and public policy making"
"The ability to discover illicit behavior in complex, heterogeneous data is a daunting problem. In the VAST 2014 competition, one of the challenges involves identifying for local law enforcement which employees are involved and where they should be concentrating their efforts. One approach to handling this problem is a graph-based approach. In this paper, we present a graph-based anomaly detection approach for discovering suspicious employees and geographic locations.","https://ieeexplore.ieee.org/document/7042564/","LOCKED","7042564","Tennessee Tech University","https://ieeexplore.ieee.org/author/37085525443","1","Lenin Mookiah","37085525443","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Tennessee Tech University","https://ieeexplore.ieee.org/author/37573606300","2","William Eberle","37573606300","Washington State University","https://ieeexplore.ieee.org/author/37347302800","3","Lawrence Holder","37347302800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","0","25-31 Oct. 2014","Paris, France","Conferences","10.1109/VAST.2014.7042564","358","https://ieeexplore.ieee.org/document/7042564/","graph-based anomaly detection","knowledge discovery","","","","","","","Global Positioning System","Clustering algorithms","Law enforcement","Probabilistic logic","Knowledge discovery","Indexes","","7042473","978-1-4799-6227-3","Electronic ISBN","New-2005","978-1-4799-6227-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7042564","25-31 Oct. 2014","7027279","2014 IEEE Conference on Visual Analytics Science and Technology (VAST)","2014","IEEE","35","357","Detecting suspicious behavior using a graph-based approach"
"We present the design and implementation of mailVis, an interactive visual interface for email boxes that facilitates re-finding of emails. Email re-finding tasks can be challenging, involving scanning of many emails and modifying the query as the search progresses. We designed mailVis for such tasks in which the user would benefit from having memory clues and multiple options to direct the search. During the design process, we devised a novel interaction technique, filter swipe, that combines filtering and selection into one action for rapidly skimming individual items in a data set.","https://ieeexplore.ieee.org/document/7042527/","LOCKED","7042527","Helsinki Institute for Information Technology HIIT, Department of Computer Science, University of Helsinki","https://ieeexplore.ieee.org/author/37085573191","1","Banş Serim","37085573191","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Helsinki Institute for Information Technology HIIT, Department of Computer Science, University of Helsinki","https://ieeexplore.ieee.org/author/37085575312","2","Vuong Thanh Tung","37085575312","Helsinki Institute for Information Technology HIIT, Aalto University","https://ieeexplore.ieee.org/author/37705108800","3","Tuukka Ruotsalo","37705108800","Helsinki Institute for Information Technology HIIT, Aalto University","https://ieeexplore.ieee.org/author/38490161300","4","Luana Micallef","38490161300","Helsinki Institute for Information Technology HIIT, Department of Computer Science, University of Helsinki","https://ieeexplore.ieee.org/author/37586709000","5","Giulio Jacucci","37586709000","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","25-31 Oct. 2014","Paris, France","Conferences","10.1109/VAST.2014.7042527","276","https://ieeexplore.ieee.org/document/7042527/","Email","Interactive Visualization","Input Techniques","Selection","Faceted Search","","","","Electronic mail","Visualization","Filtering","Presses","Data visualization","Educational institutions","Navigation","7042473","978-1-4799-6227-3","Electronic ISBN","New-2005","978-1-4799-6227-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7042527","25-31 Oct. 2014","7027279","2014 IEEE Conference on Visual Analytics Science and Technology (VAST)","2014","IEEE","36","275","mailVis: Visualizing emailbox for re-finding emails"
"IST-110 is the North Atlantic Treaty Organization (NATO) Research Task Group on visualization for analysis. The Group works to promote the research and deployment of visual analytics techniques among the NATO member nations and partner nations. The Group promotes collaboration and research in a broad range of NATO application areas. This poster describes an exploration of the Royal Netherlands Air Force (RNLAF) Wildlife Strike Database: it outlines the initial stages of a Visual Analytics approach to understanding, exploring, visualizing and analysing the raw data. The aim of the research is to address the management of wildlife strikes in and around airports by considering the `5 W questions', i.e., `where' and `when' do `which species', in `what number', collide with aircraft, and `why are wildlife at the airport'?","https://ieeexplore.ieee.org/document/7042531/","LOCKED","7042531","Seetru Ltd","https://ieeexplore.ieee.org/author/37085553186","1","Margaret Varga","37085553186","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","The Netherlands Military Aviation Authority","https://ieeexplore.ieee.org/author/37085561213","2","Albert de Hoon","37085561213","DTRA, Cambridge University","https://ieeexplore.ieee.org/author/37085558571","3","Richard May","37085558571","DTRA, Cambridge University","https://ieeexplore.ieee.org/author/37085548714","4","Caroline Varga","37085548714","Royal Netherlands Air Force","https://ieeexplore.ieee.org/author/37085561421","5","Hans van Gasteren","37085561421","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","25-31 Oct. 2014","Paris, France","Conferences","10.1109/VAST.2014.7042531","284","https://ieeexplore.ieee.org/document/7042531/","Aviation Safety","NATO","wildlife / bird strikes","visual analytics","","","","","Wildlife","Military aircraft","Aircraft","Airports","Visual analytics","Safety","Birds","7042473","978-1-4799-6227-3","Electronic ISBN","New-2005","978-1-4799-6227-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7042531","25-31 Oct. 2014","7027279","2014 IEEE Conference on Visual Analytics Science and Technology (VAST)","2014","IEEE","37","283","Application of visual analytics to aviation safety — Wildlife strikes — The ‘5 W Questions’"
"In this work we present a short description of data mining methods & techniques we apply to create a visual framework for VAST Mini Challenge 2 (VAST-MC2). We provide a brief description of the problem, followed by our approach to arriving on a visual framework. From our framework, post visual mining for patterns; we list some of our key findings.","https://ieeexplore.ieee.org/document/7042566/","LOCKED","7042566","Gl/PJ-DM, Robert Bosch Engineering & Business Solutions Ltd, Bangalore, India","https://ieeexplore.ieee.org/author/37085446318","1","Manik Singhal","37085446318","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Gl/PJ-DM, Robert Bosch Engineering & Business Solutions Ltd, Bangalore, India","https://ieeexplore.ieee.org/author/37085435443","2","Prakash Lekkala","37085435443","Gl/PJ-DM, Robert Bosch Engineering & Business Solutions Ltd, Bangalore, India","","3","M R Shivashankar","","Gl/PJ-DM, Robert Bosch Engineering & Business Solutions Ltd, Bangalore, India","https://ieeexplore.ieee.org/author/37085431885","4","Parameshwaran S Iyer","37085431885","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","25-31 Oct. 2014","Paris, France","Conferences","10.1109/VAST.2014.7042566","362","https://ieeexplore.ieee.org/document/7042566/","Spatial Temporal clustering","Markov Cluster Algorithm","Event-Information Framework Ripley-L factor","","","","","","Visualization","Data mining","Clustering algorithms","Global Positioning System","Monitoring","Markov processes","Real-time systems","7042473","978-1-4799-6227-3","Electronic ISBN","New-2005","978-1-4799-6227-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7042566","25-31 Oct. 2014","7027279","2014 IEEE Conference on Visual Analytics Science and Technology (VAST)","2014","IEEE","38","361","Data mining driven visual pattern discovery: RBEI-IYER-MC2"
"VAST 2014 Mini Challenge 2 was a rolling challenge where the contestants were asked to submit, the daily routines and unusual patterns among the employees of GASTech employees which would in turn fetch information for investigation of GASTech dissapearences. Participants were given access to geospatial data related to vehicles and the personal/ business credit/debit card transactions for the local GAStech employees spanning two weeks prior to the kidnapping. In this summary paper, we show how we used applications of Geotools, QGIS and D3.js for the visualizations necessary to address the mini-challenge.","https://ieeexplore.ieee.org/document/7042570/","LOCKED","7042570","IIIT-H","https://ieeexplore.ieee.org/author/37085481733","1","P Yashaswi","37085481733","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IIIT-H","https://ieeexplore.ieee.org/author/37085497410","2","Yarrabelly Navya","37085497410","IIIT-H","https://ieeexplore.ieee.org/author/37085499960","3","Veera Raghavendra Chikka","37085499960","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","25-31 Oct. 2014","Paris, France","Conferences","10.1109/VAST.2014.7042570","370","https://ieeexplore.ieee.org/document/7042570/","","","","","","","","","Data visualization","Geospatial analysis","Credit cards","Automobiles","Companies","Data mining","Standards","7042473","978-1-4799-6227-3","Electronic ISBN","New-2005","978-1-4799-6227-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7042570","25-31 Oct. 2014","7027279","2014 IEEE Conference on Visual Analytics Science and Technology (VAST)","2014","IEEE","39","369","Regular and unusual data visualization IIIT-H"
"Visual analytic tools, combined with social networks and mobile platforms, make it possible to create multi-dimensional, holistic pictures of people's health care and condition and expand the scope of information addressed in medical records. The Care and Condition Monitor (CCM) is a tablet-based, networked visual analytics tool for collecting, structuring and analyzing informal and qualitative healthcare data and visualizing it in a circular format. It illustrates how social communication within teams of caregivers enables capturing of longitudinal informal data that can (a) result in rich and meaningful information visualizations, (b) improve comprehension of healthcare data and changes in condition over time, and (c) support medical decision making.","https://ieeexplore.ieee.org/document/7042529/","LOCKED","7042529","OCAD University","https://ieeexplore.ieee.org/author/37085567005","1","Anne Stevens","37085567005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","OCAD University","https://ieeexplore.ieee.org/author/37085582005","2","Hudson Pridham","37085582005","OCAD University","https://ieeexplore.ieee.org/author/37085580710","3","Steve Szigeti","37085580710","OCAD University","https://ieeexplore.ieee.org/author/37085576252","4","Sara Diamond","37085576252","OCAD University","https://ieeexplore.ieee.org/author/37085584497","5","Bhuvaneswari Arunchalan","37085584497","","","","","","","","","","","","","","","","","","","","","","","","","","2","0","25-31 Oct. 2014","Paris, France","Conferences","10.1109/VAST.2014.7042529","280","https://ieeexplore.ieee.org/document/7042529/","Health informatics","informal data","long term care","mobile platforms","qualitative data","visual analytics","","","Data visualization","Measurement","Medical services","Image color analysis","Context","Visual analytics","Educational institutions","7042473","978-1-4799-6227-3","Electronic ISBN","New-2005","978-1-4799-6227-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7042529","25-31 Oct. 2014","7027279","2014 IEEE Conference on Visual Analytics Science and Technology (VAST)","2014","IEEE","40","279","The care and condition monitor: Designing a tablet based tool for visualizing informal qualitative healthcare data"
"Sports are highly competitive, fast-paced, and teamwork-based. In this article, we introduce a novel approach in analyzing competitive sports based on music metaphor. Our proposed framework MatchVis extracts match information from raw webcast dataset about NBA and incorporates historical models into the investigation, providing a more compact and understandable visual representation of the details and patterns of match, which can consequently aid analysts in performing specific tasks and decision-making.","https://ieeexplore.ieee.org/document/7042533/","LOCKED","7042533","School of Computer Software, Tianjin University, China","https://ieeexplore.ieee.org/author/37085373272","1","Wentao Wang","37085373272","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","School of Computer Software, Tianjin University, China","https://ieeexplore.ieee.org/author/37281468400","2","Jiawan Zhang","37281468400","Electronic and Information Engineering, Beihang University, China","","3","Tianshi Liu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","25-31 Oct. 2014","Paris, France","Conferences","10.1109/VAST.2014.7042533","288","https://ieeexplore.ieee.org/document/7042533/","competitive team sports","multi-scale analysis","multidimensional scaling","visualization framework","","","","","Visualization","Pattern matching","Educational institutions","Teamwork","Heating","Software","Ports (Computers)","7042473","978-1-4799-6227-3","Electronic ISBN","New-2005","978-1-4799-6227-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7042533","25-31 Oct. 2014","7027279","2014 IEEE Conference on Visual Analytics Science and Technology (VAST)","2014","IEEE","41","287","MatchVis: A generalized visual multi-scale analysis framework for competitive sports"
"Storyline visualizations are useful to let people explore works of literature. It was first introduced in XKCD's Movie Narrative Charts as a hand-drawn illustration [1]. Tanahashi and Ma proposed some considerations on the design of the storyline visualization and automation became meaningful because of its aesthetic and clear representation style [2]. Shixia Liu and Yingcai Wu's StoryFlow had become the next step in storyline visualization [3]. With the efficient optimization approach on automation, representation of the complex stories became efficient and enabled users to track and understand the story easier. In all cases before generating the visualizations, an input file must be created manually. In this work we propose a semi-automatic exploratory visual tool for preparation of such input files.","https://ieeexplore.ieee.org/document/7042497/","LOCKED","7042497","Sabanci University","https://ieeexplore.ieee.org/author/37085349268","1","Erk Ediz Akyiğit","37085349268","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sabanci University","https://ieeexplore.ieee.org/author/37085357713","2","Tuğkan Cengiz","37085357713","Sabanci University","https://ieeexplore.ieee.org/author/37085345987","3","Onur Burak Yildirim","37085345987","Sabanci University","https://ieeexplore.ieee.org/author/37371657600","4","Selim Balcisoy","37371657600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","25-31 Oct. 2014","Paris, France","Conferences","10.1109/VAST.2014.7042497","216","https://ieeexplore.ieee.org/document/7042497/","","","","","","","","","Databases","Visualization","Educational institutions","Motion pictures","Automation","Tag clouds","Context","7042473","978-1-4799-6227-3","Electronic ISBN","New-2005","978-1-4799-6227-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7042497","25-31 Oct. 2014","7027279","2014 IEEE Conference on Visual Analytics Science and Technology (VAST)","2014","IEEE","42","215","Visual exploratory tool for storyline generation"
