"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_10_affiliation","articles_authors_authors_10_authorUrl","articles_authors_authors_10_author_order","articles_authors_authors_10_full_name","articles_authors_authors_10_id","articles_authors_authors_11_affiliation","articles_authors_authors_11_authorUrl","articles_authors_authors_11_author_order","articles_authors_authors_11_full_name","articles_authors_authors_11_id","articles_authors_authors_12_affiliation","articles_authors_authors_12_authorUrl","articles_authors_authors_12_author_order","articles_authors_authors_12_full_name","articles_authors_authors_12_id","articles_authors_authors_13_affiliation","articles_authors_authors_13_authorUrl","articles_authors_authors_13_author_order","articles_authors_authors_13_full_name","articles_authors_authors_13_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_affiliation","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_10","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_author_terms_terms_9","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_is_number","articles_issn","articles_issue","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title","articles_volume" 
"Space-filling techniques seek to use as much as possible the visual space to represent a dataset, splitting it into regions that represent the data elements. Amongst those techniques, Treemaps have received wide attention due to its simplicity, reduced visual complexity, and compact use of the available space. Several different Treemap algorithms have been proposed, however the core idea is the same, to divide the visual space into rectangles with areas proportional to some data attribute or weight. Although pleasant layouts can be effectively produced by the existing techniques, most of them do not take into account relationships that might exist between different data elements when partitioning the visual space. This violates the distance-similarity metaphor, that is, close rectangles do not necessarily represent similar data elements. In this paper, we propose a novel approach, called Neighborhood Treemap (Nmap), that seeks to solve this limitation by employing a slice and scale strategy where the visual space is successively bisected on the horizontal or vertical directions and the bisections are scaled until one rectangle is defined per data element. Compared to the current techniques with the same similarity preservation goal, our approach presents the best results while being two to three orders of magnitude faster. The usefulness of Nmap is shown by two applications involving the organization of document collections and the construction of cartograms illustrating its effectiveness on different scenarios.","https://ieeexplore.ieee.org/document/6876012/","LOCKED","6876012","Institute of Mathematics and Computer Science, São Carlos, Sp, Brazil","https://ieeexplore.ieee.org/author/37085516218","1","Felipe S. L. G. Duarte","37085516218","","","","","","","","","","","","","","","","","","","","","Institute of Mathematics and Computer Science, São Carlos, Sp, Brazil","https://ieeexplore.ieee.org/author/37085503631","2","Fabio Sikansi","37085503631","Institute of Mathematics and Computer Science, São Carlos, Sp, Brazil","https://ieeexplore.ieee.org/author/37085502099","3","Francisco M. Fatore","37085502099","Institute of Mathematics and Computer Science, São Carlos, Sp, Brazil","https://ieeexplore.ieee.org/author/37085517711","4","Samuel G. Fadel","37085517711","Institute of Mathematics and Computer Science, São Carlos, Sp, Brazil","https://ieeexplore.ieee.org/author/37590969400","5","Fernando V. Paulovich","37590969400","","","","","","","","","","","","","","","","","","","","","","","","","","17","0","Journals","10.1109/TVCG.2014.2346276","2071","https://ieeexplore.ieee.org/document/6876012/","Space-filling techniques","treemaps","","distance-similarity preservation","","","","","","","","Terrain mapping","Shape analysis","Image color analysis","Algorithm design and analysis","Cartography","","","","6935054","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6876012","31 Dec. 2014","2945","IEEE Transactions on Visualization and Computer Graphics","2014","IEEE","32","2063","Nmap: A Novel Neighborhood Preservation Space-filling Algorithm","20"
"Temporal event sequence data is increasingly commonplace, with applications ranging from electronic medical records to financial transactions to social media activity. Previously developed techniques have focused on low-dimensional datasets (e.g., with less than 20 distinct event types). Real-world datasets are often far more complex. This paper describes DecisionFlow, a visual analysis technique designed to support the analysis of high-dimensional temporal event sequence data (e.g., thousands of event types). DecisionFlow combines a scalable and dynamic temporal event data structure with interactive multi-view visualizations and ad hoc statistical analytics. We provide a detailed review of our methods, and present the results from a 12-person user study. The study results demonstrate that DecisionFlow enables the quick and accurate completion of a range of sequence analysis tasks for datasets containing thousands of event types and millions of individual events.","https://ieeexplore.ieee.org/document/6875996/","LOCKED","6875996","University of North Carolina at Chapel Hill","https://ieeexplore.ieee.org/author/37601397400","1","David Gotz","37601397400","","","","","","","","","","","","","","","","","","","","","IBM T.J. Watson Research Center","https://ieeexplore.ieee.org/author/37644768800","2","Harry Stavropoulos","37644768800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74","0","Journals","10.1109/TVCG.2014.2346682","1792","https://ieeexplore.ieee.org/document/6875996/","Information Visualization","Temporal Event Sequences","","Visual Analytics","Flow Diagrams","Medical Informatics","","","","","","Data visualization","Event detection","Medical diagnostic imaging","Data structures","Aggregates","Sequential analysis","","","6935054","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6875996","31 Dec. 2014","2945","IEEE Transactions on Visualization and Computer Graphics","2014","IEEE","33","1783","DecisionFlow: Visual Analytics for High-Dimensional Temporal Event Sequence Data","20"
"Predictive modeling techniques are increasingly being used by data scientists to understand the probability of predicted outcomes. However, for data that is high-dimensional, a critical step in predictive modeling is determining which features should be included in the models. Feature selection algorithms are often used to remove non-informative features from models. However, there are many different classes of feature selection algorithms. Deciding which one to use is problematic as the algorithmic output is often not amenable to user interpretation. This limits the ability for users to utilize their domain expertise during the modeling process. To improve on this limitation, we developed INFUSE, a novel visual analytics system designed to help analysts understand how predictive features are being ranked across feature selection algorithms, cross-validation folds, and classifiers. We demonstrate how our system can lead to important insights in a case study involving clinical researchers predicting patient outcomes from electronic medical records.","https://ieeexplore.ieee.org/document/6876047/","LOCKED","6876047","NYU Polytechnic School of Engineering","https://ieeexplore.ieee.org/author/37085594931","1","Josua Krause","37085594931","","","","","","","","","","","","","","","","","","","","","IBM T.J. Watson Research Center","https://ieeexplore.ieee.org/author/37294938400","2","Adam Perer","37294938400","NYU Polytechnic School of Engineering","https://ieeexplore.ieee.org/author/38267713800","3","Enrico Bertini","38267713800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63","0","Journals","10.1109/TVCG.2014.2346482","1623","https://ieeexplore.ieee.org/document/6876047/","Predictive modeling","feature selection","","classification","visual analytics","high-dimensional data","","","","","","Predictive models","Data visualization","Prediction algorithms","Algorithm design and analysis","Data models","Feature extraction","","","6935054","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6876047","31 Dec. 2014","2945","IEEE Transactions on Visualization and Computer Graphics","2014","IEEE","34","1614","INFUSE: Interactive Feature Selection for Predictive Modeling of High Dimensional Data","20"
"The most popular molecular surface in molecular visualization is the solvent excluded surface (SES). It provides information about the accessibility of a biomolecule for a solvent molecule that is geometrically approximated by a sphere. During a period of almost four decades, the SES has served for many purposes - including visualization, analysis of molecular interactions and the study of cavities in molecular structures. However, if one is interested in the surface that is accessible to a molecule whose shape differs significantly from a sphere, a different concept is necessary. To address this problem, we generalize the definition of the SES by replacing the probe sphere with the full geometry of the ligand defined by the arrangement of its van der Waals spheres. We call the new surface ligand excluded surface (LES) and present an efficient, grid-based algorithm for its computation. Furthermore, we show that this algorithm can also be used to compute molecular cavities that could host the ligand molecule. We provide a detailed description of its implementation on CPU and GPU. Furthermore, we present a performance and convergence analysis and compare the LES for several molecules, using as ligands either water or small organic molecules.","https://ieeexplore.ieee.org/document/6876051/","LOCKED","6876051","Zuse Institute Berlin","https://ieeexplore.ieee.org/author/38017029700","1","Norbert Lindow","38017029700","","","","","","","","","","","","","","","","","","","","","Zuse Institute Berlin","https://ieeexplore.ieee.org/author/38182750200","2","Daniel Baum","38182750200","Zuse Institute Berlin","https://ieeexplore.ieee.org/author/37282272000","3","Hans-Christian Hege","37282272000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","0","Journals","10.1109/TVCG.2014.2346404","2495","https://ieeexplore.ieee.org/document/6876051/","Molecular visualization","solvent excluded surface","","ligand excluded surface","cavity analysis","","","","","","","Cavity resonators","Atomic measurements","Solvents","Approximation algorithms","Data visualization","Molecular imaging","","","6935054","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6876051","31 Dec. 2014","2945","IEEE Transactions on Visualization and Computer Graphics","2014","IEEE","35","2486","Ligand Excluded Surface: A New Type of Molecular Surface","20"
"A regular map is a symmetric tiling of a closed surface, in the sense that all faces, vertices, and edges are topologically indistinguishable. Platonic solids are prime examples, but also for surfaces with higher genus such regular maps exist. We present a new method to visualize regular maps. Space models are produced by matching regular maps with target shapes in the hyperbolic plane. The approach is an extension of our earlier work. Here a wider variety of target shapes is considered, obtained by duplicating spherical and toroidal regular maps, merging triangles, punching holes, and gluing the edges. The method produces about 45 new examples, including the genus 7 Hurwitz surface.","https://ieeexplore.ieee.org/document/6887357/","LOCKED","6887357","Eindhoven University of Technology","https://ieeexplore.ieee.org/author/37267249200","1","Jarke J. van Wijk","37267249200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","Journals","10.1109/TVCG.2014.2352952","2623","https://ieeexplore.ieee.org/document/6887357/","regular maps","tiling","","tessellation","surface topology","mathematical visualization","","","","","","Data visualization","Shape analysis","Terrain mapping","Solid modeling","Three-dimensional displays","Surface treatment","Image color analysis","","6935054","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6887357","31 Dec. 2014","2945","IEEE Transactions on Visualization and Computer Graphics","2014","IEEE","36","2614","Visualization of Regular Maps: The Chase Continues","20"
"Interactive visualization provides valuable support for exploring, analyzing, and understanding textual documents. Certain tasks, however, require that insights derived from visual abstractions are verified by a human expert perusing the source text. So far, this problem is typically solved by offering overview-detail techniques, which present different views with different levels of abstractions. This often leads to problems with visual continuity. Focus-context techniques, on the other hand, succeed in accentuating interesting subsections of large text documents but are normally not suited for integrating visual abstractions. With VarifocalReader we present a technique that helps to solve some of these approaches' problems by combining characteristics from both. In particular, our method simplifies working with large and potentially complex text documents by simultaneously offering abstract representations of varying detail, based on the inherent structure of the document, and access to the text itself. In addition, VarifocalReader supports intra-document exploration through advanced navigation concepts and facilitates visual analysis tasks. The approach enables users to apply machine learning techniques and search mechanisms as well as to assess and adapt these techniques. This helps to extract entities, concepts and other artifacts from texts. In combination with the automatic generation of intermediate text levels through topic segmentation for thematic orientation, users can test hypotheses or develop interesting new research questions. To illustrate the advantages of our approach, we provide usage examples from literature studies.","https://ieeexplore.ieee.org/document/6875959/","LOCKED","6875959","Institute of Visualization and Interactive Systems (VIS)","https://ieeexplore.ieee.org/author/37593029700","1","Steffen Koch","37593029700","","","","","","","","","","","","","","","","","","","","","Institute of Visualization and Interactive Systems (VIS)","https://ieeexplore.ieee.org/author/37085484719","2","Markus John","37085484719","Institute of Visualization and Interactive Systems (VIS)","https://ieeexplore.ieee.org/author/37667957300","3","Michael Wörner","37667957300","Institute for Natural Language Processing (IMS)","https://ieeexplore.ieee.org/author/37288909400","4","Andreas Müller","37288909400","Institute of Visualization and Interactive Systems (VIS)","https://ieeexplore.ieee.org/author/37268023800","5","Thomas Ertl","37268023800","","","","","","","","","","","","","","","","","","","","","","","","","","25","0","Journals","10.1109/TVCG.2014.2346677","1732","https://ieeexplore.ieee.org/document/6875959/","visual analytics","document analysis","","literary analysis","natural language processing","text mining","machine learning","distant reading","","","","Data visualization","Interactive systems","Navigation","Tag clouds","Natural language processing","Text mining","Document handling","Data mining","6935054","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6875959","31 Dec. 2014","2945","IEEE Transactions on Visualization and Computer Graphics","2014","IEEE","37","1723","VarifocalReader — In-Depth Visual Analysis of Large Text Documents","20"
"Topological and structural analysis of multivariate data is aimed at improving the understanding and usage of such data through identification of intrinsic features and structural relationships among multiple variables. We present two novel methods for simplifying so-called Pareto sets that describe such structural relationships. Such simplification is a precondition for meaningful visualization of structurally rich or noisy data. As a framework for simplification operations, we introduce a decomposition of the data domain into regions of equivalent structural behavior and the reachability graph that describes global connectivity of Pareto extrema. Simplification is then performed as a sequence of edge collapses in this graph; to determine a suitable sequence of such operations, we describe and utilize a comparison measure that reflects the changes to the data that each operation represents. We demonstrate and evaluate our methods on synthetic and real-world examples.","https://ieeexplore.ieee.org/document/6875963/","LOCKED","6875963","TU Kaiserslautern","https://ieeexplore.ieee.org/author/37085438249","1","Lars Huettenberger","37085438249","","","","","","","","","","","","","","","","","","","","","ETH Zurich","https://ieeexplore.ieee.org/author/37410427900","2","Christian Heine","37410427900","TU Kaiserslautern","https://ieeexplore.ieee.org/author/37282573700","3","Christoph Garth","37282573700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","0","Journals","10.1109/TVCG.2014.2346447","2693","https://ieeexplore.ieee.org/document/6875963/","Multivariate Topology","Pareto Set","","Simplification","Decomposition","Multivariate Topology","Pareto Set","Simplification","Decomposition","","","Data visualization","Jacobian matrices","Image edge detection","Image color analysis","Pareto analysis","","","","6935054","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6875963","31 Dec. 2014","2945","IEEE Transactions on Visualization and Computer Graphics","2014","IEEE","38","2684","Decomposition and Simplification of Multivariate Data using Pareto Sets","20"
"In this paper, we present a visual analysis system to explore sparse traffic trajectory data recorded by transportation cells. Such data contains the movements of nearly all moving vehicles on the major roads of a city. Therefore it is very suitable for macro-traffic analysis. However, the vehicle movements are recorded only when they pass through the cells. The exact tracks between two consecutive cells are unknown. To deal with such uncertainties, we first design a local animation, showing the vehicle movements only in the vicinity of cells. Besides, we ignore the micro-behaviors of individual vehicles, and focus on the macro-traffic patterns. We apply existing trajectory aggregation techniques to the dataset, studying cell status pattern and inter-cell flow pattern. Beyond that, we propose to study the correlation between these two patterns with dynamic graph visualization techniques. It allows us to check how traffic congestion on one cell is correlated with traffic flows on neighbouring links, and with route selection in its neighbourhood. Case studies show the effectiveness of our system.","https://ieeexplore.ieee.org/document/6876014/","LOCKED","6876014","Peking University","https://ieeexplore.ieee.org/author/37404943000","1","Zuchao Wang","37404943000","","","","","","","","","","","","","","","","","","","","","Peking University","https://ieeexplore.ieee.org/author/37085582100","2","Tangzhi Ye","37085582100","Peking University","https://ieeexplore.ieee.org/author/38238228600","3","Min Lu","38238228600","Peking University","https://ieeexplore.ieee.org/author/37403856700","4","Xiaoru Yuan","37403856700","Hong Kong University of Science and Technology","https://ieeexplore.ieee.org/author/37272637300","5","Huamin Qu","37272637300","Nanjing Intelligent Transportation Systems Co., Ltd","https://ieeexplore.ieee.org/author/37085583261","6","Jacky Yuan","37085583261","Nanjing Intelligent Transportation Systems Co., Ltd","https://ieeexplore.ieee.org/author/37085575933","7","Qianliang Wu","37085575933","","","","","","","","","","","","","","","","64","0","Journals","10.1109/TVCG.2014.2346746","1822","https://ieeexplore.ieee.org/document/6876014/","Sparse Traffic Trajectory","Traffic Visualization","","Dynamic Graph Visualization","Traffic Congestion","","","","","","","Trajectory","Visual analytics","Data visualization","Aircraft navigation","","","","","6935054","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6876014","31 Dec. 2014","2945","IEEE Transactions on Visualization and Computer Graphics","2014","IEEE","39","1813","Visual Exploration of Sparse Traffic Trajectory Data","20"
"Star coordinates is a well-known multivariate visualization method that produces linear dimensionality reduction mappings through a set of radial axes defined by vectors in an observable space. One of its main drawbacks concerns the difficulty to recover attributes of data samples accurately, which typically lie in the [0], [1] interval, given the locations of the low-dimensional embeddings and the vectors. In this paper we show that centering the data can considerably increase attribute estimation accuracy, where data values can be read off approximately by projecting embedded points onto calibrated (i.e., labeled) axes, similarly to classical statistical biplots. In addition, this idea can be coupled with a recently developed orthonormalization process on the axis vectors that prevents unnecessary distortions. We demonstrate that the combination of both approaches not only enhances the estimates, but also provides more faithful representations of the data.","https://ieeexplore.ieee.org/document/6875998/","LOCKED","6875998","URJC","https://ieeexplore.ieee.org/author/37085558323","1","Manuel Rubio-Sánchez","37085558323","","","","","","","","","","","","","","","","","","","","","URJC","https://ieeexplore.ieee.org/author/37270045700","2","Alberto Sanchez","37270045700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","0","Journals","10.1109/TVCG.2014.2346258","2022","https://ieeexplore.ieee.org/document/6875998/","Star Coordinates","RadViz","","Biplots","Axis calibration","Attribute value estimation","Data centering","Orthographic projection","","","","Calibration","Estimation error","Linear systems","Data visualization","Multivariate regression","","","","6935054","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6875998","31 Dec. 2014","2945","IEEE Transactions on Visualization and Computer Graphics","2014","IEEE","40","2013","Axis Calibration for Improving Data Attribute Estimation in Star Coordinates Plots","20"
"We present VASA, a visual analytics platform consisting of a desktop application, a component model, and a suite of distributed simulation components for modeling the impact of societal threats such as weather, food contamination, and traffic on critical infrastructure such as supply chains, road networks, and power grids. Each component encapsulates a high-fidelity simulation model that together form an asynchronous simulation pipeline: a system of systems of individual simulations with a common data and parameter exchange format. At the heart of VASA is the Workbench, a visual analytics application providing three distinct features: (1) low-fidelity approximations of the distributed simulation components using local simulation proxies to enable analysts to interactively configure a simulation run; (2) computational steering mechanisms to manage the execution of individual simulation components; and (3) spatiotemporal and interactive methods to explore the combined results of a simulation run. We showcase the utility of the platform using examples involving supply chains during a hurricane as well as food contamination in a fast food restaurant chain.","https://ieeexplore.ieee.org/document/6875926/","LOCKED","6875926","Purdue University in West Lafayette, IN, USA","https://ieeexplore.ieee.org/author/37853300200","1","Sungahn Ko","37853300200","University of Minnesota in Minneapolis, MN, USA","https://ieeexplore.ieee.org/author/37085468492","11","Shaun Kennedy","37085468492","University of North Carolina at Charlotte in Charlotte, NC, USA","https://ieeexplore.ieee.org/author/37085413847","12","William Tolone","37085413847","University of North Carolina at Charlotte in Charlotte, NC, USA","https://ieeexplore.ieee.org/author/37300425000","13","William Ribarsky","37300425000","Purdue University in West Lafayette, IN, USA","https://ieeexplore.ieee.org/author/37282598900","14","David S. Ebert","37282598900","Purdue University in West Lafayette, IN, USA","https://ieeexplore.ieee.org/author/37085454267","2","Jieqiong Zhao","37085454267","State Key Lab of CAD&CG, China","https://ieeexplore.ieee.org/author/37085405113","3","Jing Xia","37085405113","Purdue University in West Lafayette, IN, USA","https://ieeexplore.ieee.org/author/37601862300","4","Shehzad Afzal","37601862300","University of North Carolina at Charlotte in Charlotte, NC, USA","https://ieeexplore.ieee.org/author/37601069300","5","Xiaoyu Wang","37601069300","University of Texas at Austin in Austin, TX, USA","https://ieeexplore.ieee.org/author/37378534500","6","Greg Abram","37378534500","Purdue University in West Lafayette, IN, USA","https://ieeexplore.ieee.org/author/37295438200","7","Niklas Elmqvist","37295438200","University of Minnesota in Minneapolis, MN, USA","https://ieeexplore.ieee.org/author/37085470062","8","Len Kne","37085470062","University of Minnesota in Minneapolis, MN, USA","https://ieeexplore.ieee.org/author/37085469079","9","David Van Riper","37085469079","University of Texas at Austin in Austin, TX, USA","https://ieeexplore.ieee.org/author/37282571800","10","Kelly Gaither","37282571800","8","0","Journals","10.1109/TVCG.2014.2346911","1862","https://ieeexplore.ieee.org/document/6875926/","Computational steering","visual analytics","","critical infrastructure","homeland security","","","","","","","Computational modeling","Analytical models","Data models","Meteorology","Visual analytics","Supply chains","Emergency serivces","","6935054","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6875926","31 Dec. 2014","2945","IEEE Transactions on Visualization and Computer Graphics","2014","IEEE","41","1853","VASA: Interactive Computational Steering of Large Asynchronous Simulation Pipelines for Societal Infrastructure","20"
"As datasets grow and analytic algorithms become more complex, the typical workflow of analysts launching an analytic, waiting for it to complete, inspecting the results, and then re-Iaunching the computation with adjusted parameters is not realistic for many real-world tasks. This paper presents an alternative workflow, progressive visual analytics, which enables an analyst to inspect partial results of an algorithm as they become available and interact with the algorithm to prioritize subspaces of interest. Progressive visual analytics depends on adapting analytical algorithms to produce meaningful partial results and enable analyst intervention without sacrificing computational speed. The paradigm also depends on adapting information visualization techniques to incorporate the constantly refining results without overwhelming analysts and provide interactions to support an analyst directing the analytic. The contributions of this paper include: a description of the progressive visual analytics paradigm; design goals for both the algorithms and visualizations in progressive visual analytics systems; an example progressive visual analytics system (Progressive Insights) for analyzing common patterns in a collection of event sequences; and an evaluation of Progressive Insights and the progressive visual analytics paradigm by clinical researchers analyzing electronic medical records.","https://ieeexplore.ieee.org/document/6876049/","LOCKED","6876049","School of Interactive Computing, Georgia Institute of Technology","https://ieeexplore.ieee.org/author/38490190000","1","Charles D. Stolper","38490190000","","","","","","","","","","","","","","","","","","","","","IBM T.J. Watson Research Center","https://ieeexplore.ieee.org/author/37294938400","2","Adam Perer","37294938400","University of North Carolina at Chapel Hill","https://ieeexplore.ieee.org/author/37601397400","3","David Gotz","37601397400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85","0","Journals","10.1109/TVCG.2014.2346574","1662","https://ieeexplore.ieee.org/document/6876049/","Progressive visual analytics","information visualization","","interactive machine learning","electronic medical records","","","","","","","Algorithm design and analysis","Visual analytics","Data visualization","Unsolicited electronic mail","Heuristic algorithms","","","","6935054","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6876049","31 Dec. 2014","2945","IEEE Transactions on Visualization and Computer Graphics","2014","IEEE","42","1653","Progressive Visual Analytics: User-Driven Visual Exploration of In-Progress Analytics","20"
"We present a model of visualization design based on algebraic considerations of the visualization process. The model helps characterize visual encodings, guide their design, evaluate their effectiveness, and highlight their shortcomings. The model has three components: the underlying mathematical structure of the data or object being visualized, the concrete representation of the data in a computer, and (to the extent possible) a mathematical description of how humans perceive the visualization. Because we believe the value of our model lies in its practical application, we propose three general principles for good visualization design. We work through a collection of examples where our model helps explain the known properties of existing visualizations methods, both good and not-so-good, as well as suggesting some novel methods. We describe how to use the model alongside experimental user studies, since it can help frame experiment outcomes in an actionable manner. Exploring the implications and applications of our model and its design principles should provide many directions for future visualization research.","https://ieeexplore.ieee.org/document/6875930/","LOCKED","6875930","University of Chicago","https://ieeexplore.ieee.org/author/37282742400","1","Gordon Kindlmann","37282742400","","","","","","","","","","","","","","","","","","","","","University of Arizona","https://ieeexplore.ieee.org/author/37550809300","2","Carlos Scheidegger","37550809300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41","0","Journals","10.1109/TVCG.2014.2346325","2190","https://ieeexplore.ieee.org/document/6875930/","Visualization Design","Symmetries","","Visualization Theory","","","","","","","","Data visualization","Algebra","Image color analysis","Mathematical model","Design methodology","Data models","","","6935054","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6875930","31 Dec. 2014","2945","IEEE Transactions on Visualization and Computer Graphics","2014","IEEE","43","2181","An Algebraic Process for Visualization Design","20"
"Parallel vectors (PV), the loci where two vector fields are parallel, are commonly used to represent curvilinear features in 3D for data visualization. Methods for extracting PV usually operate on a 3D grid and start with detecting seed points on a cell face. We propose, to the best of our knowledge, the first provably correct test that determines the parity of the number of PV points on a cell face. The test only needs to sample along the face boundary and works for any choice of the two vector fields. A discretization of the test is described, validated, and compared with existing tests that are also based on boundary sampling. The test can guide PV-extraction algorithms to ensure closed curves wherever the input fields are continuous, which we exemplify in extracting ridges and valleys of scalar functions.","https://ieeexplore.ieee.org/document/6875965/","LOCKED","6875965","Washington University in St. Louis","https://ieeexplore.ieee.org/author/37301429600","1","Tao Ju","37301429600","","","","","","","","","","","","","","","","","","","","","University of Missouri at Columbia","https://ieeexplore.ieee.org/author/37085461738","2","Minxin Cheng","37085461738","University of Missouri at Columbia","https://ieeexplore.ieee.org/author/37085460525","3","Xu Wang","37085460525","University of Missouri at Columbia","https://ieeexplore.ieee.org/author/37562226200","4","Ye Duan","37562226200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","0","Journals","10.1109/TVCG.2014.2346412","2534","https://ieeexplore.ieee.org/document/6875965/","Parallel vectors","feature curve extraction","","ridges and valleys","parity test","","","","","","","Parity check codes","Parallel processing","Vectors","Algorithm design and analysis","Three-dimensional displays","","","","6935054","2160-9306","12","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6875965","31 Dec. 2014","2945","IEEE Transactions on Visualization and Computer Graphics","2014","IEEE","44","2526","A Robust Parity Test for Extracting Parallel Vectors in 3D","20"
