"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorAffiliations_authorAffiliation_0","articles_authors_authors_0_authorAffiliations_authorAffiliation_1","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_10_affiliation","articles_authors_authors_10_authorAffiliations_authorAffiliation_0","articles_authors_authors_10_authorUrl","articles_authors_authors_10_author_order","articles_authors_authors_10_full_name","articles_authors_authors_10_id","articles_authors_authors_11_affiliation","articles_authors_authors_11_authorAffiliations_authorAffiliation_0","articles_authors_authors_11_authorUrl","articles_authors_authors_11_author_order","articles_authors_authors_11_full_name","articles_authors_authors_11_id","articles_authors_authors_12_affiliation","articles_authors_authors_12_authorAffiliations_authorAffiliation_0","articles_authors_authors_12_authorUrl","articles_authors_authors_12_author_order","articles_authors_authors_12_full_name","articles_authors_authors_12_id","articles_authors_authors_13_affiliation","articles_authors_authors_13_authorAffiliations_authorAffiliation_0","articles_authors_authors_13_authorUrl","articles_authors_authors_13_author_order","articles_authors_authors_13_full_name","articles_authors_authors_13_id","articles_authors_authors_14_affiliation","articles_authors_authors_14_authorAffiliations_authorAffiliation_0","articles_authors_authors_14_authorUrl","articles_authors_authors_14_author_order","articles_authors_authors_14_full_name","articles_authors_authors_14_id","articles_authors_authors_15_affiliation","articles_authors_authors_15_authorAffiliations_authorAffiliation_0","articles_authors_authors_15_authorUrl","articles_authors_authors_15_author_order","articles_authors_authors_15_full_name","articles_authors_authors_15_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorAffiliations_authorAffiliation_0","articles_authors_authors_1_authorAffiliations_authorAffiliation_1","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorAffiliations_authorAffiliation_0","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorAffiliations_authorAffiliation_0","articles_authors_authors_3_authorAffiliations_authorAffiliation_1","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorAffiliations_authorAffiliation","articles_authors_authors_4_authorAffiliations_authorAffiliation_0","articles_authors_authors_4_authorAffiliations_authorAffiliation_1","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorAffiliations_authorAffiliation_0","articles_authors_authors_5_authorAffiliations_authorAffiliation_1","articles_authors_authors_5_authorAffiliations_authorAffiliation_2","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorAffiliations_authorAffiliation_0","articles_authors_authors_6_authorAffiliations_authorAffiliation_1","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorAffiliations_authorAffiliation_0","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorAffiliations_authorAffiliation_0","articles_authors_authors_8_authorAffiliations_authorAffiliation_1","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_affiliation","articles_authors_authors_9_authorAffiliations_authorAffiliation_0","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_content_type","articles_doi","articles_download_count","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_insert_date","articles_is_number","articles_issn","articles_issue","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title","articles_volume" 
"User behaviour analytics (UBA) systems offer sophisticated models that capture users' behaviour over time with an aim to identify fraudulent activities that do not match their profiles. Motivated by the challenges in the interpretation of UBA models, this paper presents a visual analytics approach to help analysts gain a comprehensive understanding of user behaviour at multiple levels, namely individual and group level. We take a user-centred approach to design a visual analytics framework supporting the analysis of collections of users and the numerous sessions of activities they conduct within digital applications. The framework is centred around the concept of hierarchical user profiles that are built based on features derived from sessions, as well as on user tasks extracted using a topic modelling approach to summarise and stratify user behaviour. We externalise a series of analysis goals and tasks, and evaluate our methods through use cases conducted with experts. We observe that with the aid of interactive visual hierarchical user profiles, analysts are able to conduct exploratory and investigative analysis effectively, and able to understand the characteristics of user behaviour to make informed decisions whilst evaluating suspicious users and activities.","https://ieeexplore.ieee.org/document/8807354/","LOCKED","8807354","City, University of London","City, University of London","","https://ieeexplore.ieee.org/author/38490354300","1","Phong H. Nguyen","38490354300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","City, University of London","City, University of London","","https://ieeexplore.ieee.org/author/37085536876","2","Rafael Henkin","37085536876","Fraunhofer IAIS","Fraunhofer IAIS","https://ieeexplore.ieee.org/author/37085387892","3","Siming Chen","37085387892","Fraunhofer IAIS, City, University of London","Fraunhofer IAIS, City, University of London","","https://ieeexplore.ieee.org/author/37283047700","4","Natalia Andrienko","37283047700","Fraunhofer IAIS, City, University of London","","Fraunhofer IAIS, City, University of London","","https://ieeexplore.ieee.org/author/37283047100","5","Gennady Andrienko","37283047100","Amadeus, France","Amadeus, France","","","https://ieeexplore.ieee.org/author/37661822100","6","Olivier Thonnard","37661822100","City, University of London","City, University of London","","https://ieeexplore.ieee.org/author/37567685600","7","Cagatay Turkay","37567685600","","","","","","","","","","","","","","","","","","","","23","0","Journals","10.1109/TVCG.2019.2934609","1364","86","https://ieeexplore.ieee.org/document/8807354/","hierarchical user profiles","user behaviour analytics","visual analytics","cybersecurity","","","","","","Task analysis","Data visualization","Feature extraction","Visual analytics","Analytical models","Buildings","","20190820","8911289","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8807354","Jan. 2020","2945","IEEE Transactions on Visualization and Computer Graphics","2020","IEEE","24","77","VASABI: Hierarchical User Profiles for Interactive Visual User Behaviour Analytics","26"
"Different layouts can characterize different aspects of the same graph. Finding a “good” layout of a graph is thus an important task for graph visualization. In practice, users often visualize a graph in multiple layouts by using different methods and varying parameter settings until they find a layout that best suits the purpose of the visualization. However, this trial-and-error process is often haphazard and time-consuming. To provide users with an intuitive way to navigate the layout design space, we present a technique to systematically visualize a graph in diverse layouts using deep generative models. We design an encoder-decoder architecture to learn a model from a collection of example layouts, where the encoder represents training examples in a latent space and the decoder produces layouts from the latent space. In particular, we train the model to construct a two-dimensional latent space for users to easily explore and generate various layouts. We demonstrate our approach through quantitative and qualitative evaluations of the generated layouts. The results of our evaluations show that our model is capable of learning and generalizing abstract concepts of graph layouts, not just memorizing the training examples. In summary, this paper presents a fundamentally new approach to graph visualization where a machine learning model learns to visualize a graph from examples without manually-defined heuristics.","https://ieeexplore.ieee.org/document/8805452/","LOCKED","8805452","University of California, Davis","University of California, Davis","","https://ieeexplore.ieee.org/author/37085484504","1","Oh-Hyun Kwon","37085484504","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of California, Davis","University of California, Davis","","https://ieeexplore.ieee.org/author/37275869400","2","Kwan-Liu Ma","37275869400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","0","Journals","10.1109/TVCG.2019.2934396","1463","675","https://ieeexplore.ieee.org/document/8805452/","Graph","network","visualization","layout","machine learning","deep learning","neural network","generative model","autoencoder","Layout","Training","Visualization","Task analysis","Data visualization","Machine learning","Data models","20190819","8911289","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8805452","Jan. 2020","2945","IEEE Transactions on Visualization and Computer Graphics","2020","IEEE","25","665","A Deep Generative Model for Graph Layout","26"
"Visualizations often encode numeric data using sequential and diverging color ramps. Effective ramps use colors that are sufficiently discriminable, align well with the data, and are aesthetically pleasing. Designers rely on years of experience to create high-quality color ramps. However, it is challenging for novice visualization developers that lack this experience to craft effective ramps as most guidelines for constructing ramps are loosely defined qualitative heuristics that are often difficult to apply. Our goal is to enable visualization developers to readily create effective color encodings using a single seed color. We do this using an algorithmic approach that models designer practices by analyzing patterns in the structure of designer-crafted color ramps. We construct these models from a corpus of 222 expert-designed color ramps, and use the results to automatically generate ramps that mimic designer practices. We evaluate our approach through an empirical study comparing the outputs of our approach with designer-crafted color ramps. Our models produce ramps that support accurate and aesthetically pleasing visualizations at least as well as designer ramps and that outperform conventional mathematical approaches.","https://ieeexplore.ieee.org/document/8805429/","LOCKED","8805429","University of Colorado Boulder","University of Colorado Boulder","","https://ieeexplore.ieee.org/author/37086260072","1","Stephen Smart","37086260072","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Colorado Boulder","University of Colorado Boulder","","https://ieeexplore.ieee.org/author/37087101096","2","Keke Wu","37087101096","University of Colorado Boulder","University of Colorado Boulder","https://ieeexplore.ieee.org/author/37085770068","3","Danielle Albers Szafir","37085770068","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","0","Journals","10.1109/TVCG.2019.2934284","839","1225","https://ieeexplore.ieee.org/document/8805429/","Visualization","Aesthetics in Visualization","Color Perception","Visual Design","Design Mining","","","","","Image color analysis","Data visualization","Encoding","Tools","Guidelines","Interpolation","Visualization","20190819","8911289","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8805429","Jan. 2020","2945","IEEE Transactions on Visualization and Computer Graphics","2020","IEEE","26","1215","Color Crafting: Automating the Construction of Designer Quality Color Ramps","26"
"While previous work exists on how to conduct and disseminate insights from problem-driven visualization projects and design studies, the literature does not address how to accomplish these goals in transdisciplinary teams in ways that advance all disciplines involved. In this paper we introduce and define a new methodological paradigm we call design by immersion, which provides an alternative perspective on problem-driven visualization work. Design by immersion embeds transdisciplinary experiences at the center of the visualization process by having visualization researchers participate in the work of the target domain (or domain experts participate in visualization research). Based on our own combined experiences of working on cross-disciplinary, problem-driven visualization projects, we present six case studies that expose the opportunities that design by immersion enables, including (1) exploring new domain-inspired visualization design spaces, (2) enriching domain understanding through personal experiences, and (3) building strong transdisciplinary relationships. Furthermore, we illustrate how the process of design by immersion opens up a diverse set of design activities that can be combined in different ways depending on the type of collaboration, project, and goals. Finally, we discuss the challenges and potential pitfalls of design by immersion.","https://ieeexplore.ieee.org/document/8812684/","LOCKED","8812684","Temple University, Philadelphia, USA","Temple University, Philadelphia, USA","","https://ieeexplore.ieee.org/author/37085607701","1","Kyle Wm. Hall","37085607701","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Ontario Tech University, Oshawa, Canada","Ontario Tech University, Oshawa, Canada","","https://ieeexplore.ieee.org/author/37086594683","2","Adam J. Bradley","37086594683","University of St Andrews, Fife, United Kingdom","University of St Andrews, Fife, United Kingdom","https://ieeexplore.ieee.org/author/37869968000","3","Uta Hinrichs","37869968000","Télécom Paristech, Université Paris-Saclay, Paris, France","Télécom Paristech, Université Paris-Saclay, Paris, France","","https://ieeexplore.ieee.org/author/37077910700","4","Samuel Huron","37077910700","University of London, London, United Kingdom","","University of London, London, United Kingdom","","https://ieeexplore.ieee.org/author/37399045100","5","Jo Wood","37399045100","Ontario Tech University, Oshawa, Canada","Ontario Tech University, Oshawa, Canada","","","https://ieeexplore.ieee.org/author/37669874100","6","Christopher Collins","37669874100","University of Calgary, Calgary, Canada","University of Calgary, Calgary, Canada","Simon Fraser University, Burnaby, Canada","https://ieeexplore.ieee.org/author/37285000100","7","Sheelagh Carpendale","37285000100","","","","","","","","","","","","","","","","","","","","22","0","Journals","10.1109/TVCG.2019.2934790","1125","118","https://ieeexplore.ieee.org/document/8812684/","Visualization","problem-driven","design studies","collaboration","methodology","framework","","","","Visualization","Collaboration","Cultural differences","Data visualization","Buildings","Global communication","","20190826","8911289","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8812684","Jan. 2020","2945","IEEE Transactions on Visualization and Computer Graphics","2020","IEEE","27","109","Design by Immersion: A Transdisciplinary Approach to Problem-Driven Visualizations","26"
"We propose InSituNet, a deep learning based surrogate model to support parameter space exploration for ensemble simulations that are visualized in situ. In situ visualization, generating visualizations at simulation time, is becoming prevalent in handling large-scale simulations because of the I/O and storage constraints. However, in situ visualization approaches limit the flexibility of post-hoc exploration because the raw simulation data are no longer available. Although multiple image-based approaches have been proposed to mitigate this limitation, those approaches lack the ability to explore the simulation parameters. Our approach allows flexible exploration of parameter space for large-scale ensemble simulations by taking advantage of the recent advances in deep learning. Specifically, we design InSituNet as a convolutional regression model to learn the mapping from the simulation and visualization parameters to the visualization results. With the trained model, users can generate new images for different simulation parameters under various visualization settings, which enables in-depth analysis of the underlying ensemble simulations. We demonstrate the effectiveness of InSituNet in combustion, cosmology, and ocean simulations through quantitative and qualitative evaluations.","https://ieeexplore.ieee.org/document/8805426/","LOCKED","8805426","Department of Computer Science and Engineering, The Ohio State University","Department of Computer Science and Engineering, The Ohio State University","","https://ieeexplore.ieee.org/author/37085433063","1","Wenbin He","37085433063","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Department of Computer Science and Engineering, The Ohio State University","Department of Computer Science and Engineering, The Ohio State University","","https://ieeexplore.ieee.org/author/37085897852","2","Junpeng Wang","37085897852","Mathematics and Computer Science Division, Argonne National Laboratory","Mathematics and Computer Science Division, Argonne National Laboratory","https://ieeexplore.ieee.org/author/37085681553","3","Hanqi Guo","37085681553","Department of Computer Science and Engineering, The Ohio State University","Department of Computer Science and Engineering, The Ohio State University","","https://ieeexplore.ieee.org/author/37086057389","4","Ko-Chih Wang","37086057389","Department of Computer Science and Engineering, The Ohio State University","","Department of Computer Science and Engineering, The Ohio State University","","https://ieeexplore.ieee.org/author/37279493500","5","Han-Wei Shen","37279493500","Mathematics and Computer Science Division, Argonne National Laboratory","Mathematics and Computer Science Division, Argonne National Laboratory","","","https://ieeexplore.ieee.org/author/37085807335","6","Mukund Raj","37085807335","Mathematics and Computer Science Division, Argonne National Laboratory","Mathematics and Computer Science Division, Argonne National Laboratory","","https://ieeexplore.ieee.org/author/38546786000","7","Youssef S. G. Nashed","38546786000","Mathematics and Computer Science Division, Argonne National Laboratory","Mathematics and Computer Science Division, Argonne National Laboratory","https://ieeexplore.ieee.org/author/37295026400","8","Tom Peterka","37295026400","","","","","","","","","","","","","","22","0","Journals","10.1109/TVCG.2019.2934312","1505","33","https://ieeexplore.ieee.org/document/8805426/","In situ visualization","ensemble visualization","parameter space exploration","deep learning","image synthesis","","","","","Data visualization","Data models","Visualization","Analytical models","Space exploration","Deep learning","Image synthesis","20190819","8911289","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8805426","Jan. 2020","2945","IEEE Transactions on Visualization and Computer Graphics","2020","IEEE","28","23","InSituNet: Deep Image Synthesis for Parameter Space Exploration of Ensemble Simulations","26"
"Students who eat breakfast more frequently tend to have a higher grade point average. From this data, many people might confidently state that a before-school breakfast program would lead to higher grades. This is a reasoning error, because correlation does not necessarily indicate causation - X and Y can be correlated without one directly causing the other. While this error is pervasive, its prevalence might be amplified or mitigated by the way that the data is presented to a viewer. Across three crowdsourced experiments, we examined whether how simple data relations are presented would mitigate this reasoning error. The first experiment tested examples similar to the breakfast-GPA relation, varying in the plausibility of the causal link. We asked participants to rate their level of agreement that the relation was correlated, which they rated appropriately as high. However, participants also expressed high agreement with a causal interpretation of the data. Levels of support for the causal interpretation were not equally strong across visualization types: causality ratings were highest for text descriptions and bar graphs, but weaker for scatter plots. But is this effect driven by bar graphs aggregating data into two groups or by the visual encoding type? We isolated data aggregation versus visual encoding type and examined their individual effect on perceived causality. Overall, different visualization designs afford different cognitive reasoning affordances across the same data. High levels of data aggregation by graphs tend to be associated with higher perceived causality in data. Participants perceived line and dot visual encodings as more causal than bar encodings. Our results demonstrate how some visualization designs trigger stronger causal links while choosing others can help mitigate unwarranted perceptions of causality.","https://ieeexplore.ieee.org/document/8805448/","LOCKED","8805448","Northwestern University","Northwestern University","","https://ieeexplore.ieee.org/author/37087102197","1","Cindy Xiong","37087102197","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Northwestern University, Kellogg School of Management","Northwestern University, Kellogg School of Management","","https://ieeexplore.ieee.org/author/37087102511","2","Joel Shapiro","37087102511","Northwestern University","Northwestern University","https://ieeexplore.ieee.org/author/38016234500","3","Jessica Hullman","38016234500","Northwestern University","Northwestern University","","https://ieeexplore.ieee.org/author/37077249100","4","Steven Franconeri","37077249100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","0","Journals","10.1109/TVCG.2019.2934399","1200","862","https://ieeexplore.ieee.org/document/8805448/","Information Visualization","Correlation and Causation","Visualization Design","Reasoning Affordance","","","","","","Correlation","Data visualization","Bars","Task analysis","Visualization","Cognition","Encoding","20190819","8911289","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8805448","Jan. 2020","2945","IEEE Transactions on Visualization and Computer Graphics","2020","IEEE","29","853","Illusion of Causality in Visualized Data","26"
"The performance of deep learning models is dependent on the precise configuration of many layers and parameters. However, there are currently few systematic guidelines for how to configure a successful model. This means model builders often have to experiment with different configurations by manually programming different architectures (which is tedious and time consuming) or rely on purely automated approaches to generate and train the architectures (which is expensive). In this paper, we present Rapid Exploration of Model Architectures and Parameters, or REMAP, a visual analytics tool that allows a model builder to discover a deep learning model quickly via exploration and rapid experimentation of neural network architectures. In REMAP, the user explores the large and complex parameter space for neural network architectures using a combination of global inspection and local experimentation. Through a visual overview of a set of models, the user identifies interesting clusters of architectures. Based on their findings, the user can run ablation and variation experiments to identify the effects of adding, removing, or replacing layers in a given architecture and generate new models accordingly. They can also handcraft new models using a simple graphical interface. As a result, a model builder can build deep learning models quickly, efficiently, and without manual programming. We inform the design of REMAP through a design study with four deep learning model builders. Through a use case, we demonstrate that REMAP allows users to discover performant neural network architectures efficiently using visual exploration and user-defined semi-automated searches through the model space.","https://ieeexplore.ieee.org/document/8827593/","LOCKED","8827593","Tufts University, USA","Tufts University, USA","","https://ieeexplore.ieee.org/author/37086047966","1","Dylan Cashman","37086047966","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Carnegie Mellon University, USA","Carnegie Mellon University, USA","","https://ieeexplore.ieee.org/author/37294938400","2","Adam Perer","37294938400","Tufts University, USA","Tufts University, USA","https://ieeexplore.ieee.org/author/37592409400","3","Remco Chang","37592409400","MIT IBM Watson AI Lab, USA","MIT IBM Watson AI Lab, USA","","https://ieeexplore.ieee.org/author/38108845300","4","Hendrik Strobelt","38108845300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","0","Journals","10.1109/TVCG.2019.2934261","675","873","https://ieeexplore.ieee.org/document/8827593/","visual analytics","neural networks","parameter space exploration","","","","","","","Neural networks","Computer architecture","Tools","Training","Visual analytics","Machine learning","","20190909","8911289","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8827593","Jan. 2020","2945","IEEE Transactions on Visualization and Computer Graphics","2020","IEEE","30","863","Ablate, Variate, and Contemplate: Visual Analytics for Discovering Neural Architectures","26"
"Perceptual tasks in visualizations often involve comparisons. Of two sets of values depicted in two charts, which set had values that were the highest overall? Which had the widest range? Prior empirical work found that the performance on different visual comparison tasks (e.g., “biggest delta”, “biggest correlation”) varied widely across different combinations of marks and spatial arrangements. In this paper, we expand upon these combinations in an empirical evaluation of two new comparison tasks: the “biggest mean” and “biggest range” between two sets of values. We used a staircase procedure to titrate the difficulty of the data comparison to assess which arrangements produced the most precise comparisons for each task. We find visual comparisons of biggest mean and biggest range are supported by some chart arrangements more than others, and that this pattern is substantially different from the pattern for other tasks. To synthesize these dissonant findings, we argue that we must understand which features of a visualization are actually used by the human visual system to solve a given task. We call these perceptual proxies. For example, when comparing the means of two bar charts, the visual system might use a “Mean length” proxy that isolates the actual lengths of the bars and then constructs a true average across these lengths. Alternatively, it might use a “Hull Area” proxy that perceives an implied hull bounded by the bars of each chart and then compares the areas of these hulls. We propose a series of potential proxies across different tasks, marks, and spatial arrangements. Simple models of these proxies can be empirically evaluated for their explanatory power by matching their performance to human performance across these marks, arrangements, and tasks. We use this process to highlight candidates for perceptual proxies that might scale more broadly to explain performance in visual comparison.","https://ieeexplore.ieee.org/document/8807320/","LOCKED","8807320","Cook County Assessor's Office, Northwestern University, Chicago","Cook County Assessor's Office, Northwestern University, Chicago","","https://ieeexplore.ieee.org/author/37086544428","1","Nicole Jardine","37086544428","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","National Institutes of Health, Bethesda, USA","National Institutes of Health, Bethesda, USA","University of Maryland, College Park, USA","https://ieeexplore.ieee.org/author/37086545518","2","Brian D. Ondov","37086545518","University of Maryland, College Park, USA","University of Maryland, College Park, USA","https://ieeexplore.ieee.org/author/37295438200","3","Niklas Elmqvist","37295438200","Cook County Assessor's Office, Northwestern University, Evanston, USA","Cook County Assessor's Office, Northwestern University, Evanston, USA","","https://ieeexplore.ieee.org/author/37077249100","4","Steven Franconeri","37077249100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","0","Journals","10.1109/TVCG.2019.2934786","982","1021","https://ieeexplore.ieee.org/document/8807320/","Graphical perception","visual perception","visual comparison","crowdsourced evaluation","","","","","","Visualization","Task analysis","Bars","Correlation","Data visualization","Visual systems","Animation","20190820","8911289","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8807320","Jan. 2020","2945","IEEE Transactions on Visualization and Computer Graphics","2020","IEEE","31","1012","The Perceptual Proxies of Visual Comparison","26"
"The topological analysis of unsteady vector fields remains to this day one of the largest challenges in flow visualization. We build up on recent work on vortex extraction to define a time-dependent vector field topology for 2D and 3D flows. In our work, we split the vector field into two components: a vector field in which the flow becomes steady, and the remaining ambient flow that describes the motion of topological elements (such as sinks, sources and saddles) and feature curves (vortex corelines and bifurcation lines). To this end, we expand on recent local optimization approaches by modeling spatially-varying deformations through displacement transformations from continuum mechanics. We compare and discuss the relationships with existing local and integration-based topology extraction methods, showing for instance that separatrices seeded from saddles in the optimal frame align with the integration-based streakline vector field topology. In contrast to the streakline-based approach, our method gives a complete picture of the topology for every time slice, including the steps near the temporal domain boundaries. With our work it now becomes possible to extract topological information even when only few time slices are available. We demonstrate the method in several analytical and numerically-simulated flows and discuss practical aspects, limitations and opportunities for future work.","https://ieeexplore.ieee.org/document/8805446/","LOCKED","8805446","Computer Graphics Laboratory, ETH Zürich","Computer Graphics Laboratory, ETH Zürich","","https://ieeexplore.ieee.org/author/37086993394","1","Irene Baeza Rojo","37086993394","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Computer Graphics Laboratory, ETH Zürich","Computer Graphics Laboratory, ETH Zürich","","https://ieeexplore.ieee.org/author/37085416142","2","Tobias Günther","37085416142","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","0","Journals","10.1109/TVCG.2019.2934375","666","290","https://ieeexplore.ieee.org/document/8805446/","Scientific visualization","unsteady flow","vector field topology","reference frame optimization","","","","","","Topology","Feature extraction","Optimization","Bifurcation","Three-dimensional displays","Extraterrestrial measurements","Two dimensional displays","20190819","8911289","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8805446","Jan. 2020","2945","IEEE Transactions on Visualization and Computer Graphics","2020","IEEE","32","280","Vector Field Topology of Time-Dependent Flows in a Steady Reference Frame","26"
"Data workers are people who perform data analysis activities as a part of their daily work but do not formally identify as data scientists. They come from various domains and often need to explore diverse sets of hypotheses and theories, a variety of data sources, algorithms, methods, tools, and visual designs. Taken together, we call these alternatives. To better understand and characterize the role of alternatives in their analyses, we conducted semi-structured interviews with 12 data workers with different types of expertise. We conducted four types of analyses to understand 1) why data workers explore alternatives; 2) the different notions of alternatives and how they fit into the sensemaking process; 3) the high-level processes around alternatives; and 4) their strategies to generate, explore, and manage those alternatives. We find that participants' diverse levels of domain and computational expertise, experience with different tools, and collaboration within their broader context play an important role in how they explore these alternatives. These findings call out the need for more attention towards a deeper understanding of alternatives and the need for better tools to facilitate the exploration, interpretation, and management of alternatives. Drawing upon these analyses and findings, we present a framework based on participants' 1) degree of attention, 2) abstraction level, and 3) analytic processes. We show how this framework can help understand how data workers consider such alternatives in their analyses and how tool designers might create tools to better support them.","https://ieeexplore.ieee.org/document/8805460/","LOCKED","8805460","LTCI, Télécom Paris, Institut Polytechnique de Paris","LTCI, Télécom Paris, Institut Polytechnique de Paris","","https://ieeexplore.ieee.org/author/37087101208","1","Jiali Liu","37087101208","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","INRA, Université Paris-Saclay","INRA, Université Paris-Saclay","","https://ieeexplore.ieee.org/author/37325862800","2","Nadia Boukhelifa","37325862800","LTCI, Télécom Paris, Institut Polytechnique de Paris","LTCI, Télécom Paris, Institut Polytechnique de Paris","https://ieeexplore.ieee.org/author/37550755100","3","James R. Eagan","37550755100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","0","Journals","10.1109/TVCG.2019.2934593","912","76","https://ieeexplore.ieee.org/document/8805460/","alternatives","data workers","data analysis","data science","sensemaking","qualitative study","","","","Tools","Data analysis","Analytical models","Computational modeling","Interviews","Task analysis","Data models","20190819","8911289","2160-9306","1","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8805460","Jan. 2020","2945","IEEE Transactions on Visualization and Computer Graphics","2020","IEEE","33","66","Understanding the Role of Alternatives in Data Analysis Practices","26"
