"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_10","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_author_terms_terms_9","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_isbn_formats_isbns_1_format","articles_isbn_formats_isbns_1_isbnType","articles_isbn_formats_isbns_1_value","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"Disasters demand a quick response based on incomplete information. For the Saint Himark dataset, part of the 2019 VAST Challenge, we focused on delivering a visualization which accurately conveyed that uncertainty. While our analysis was done offline, we chose techniques and algorithms which could easily be applied to real-time usage. Our visualization for the second mini-challenge was two separate screens for two separate tasks: a broad overview of radiation levels, and a detailed look at specific sensors.","https://ieeexplore.ieee.org/document/8986936/","LOCKED","8986936","University of Calgary","https://ieeexplore.ieee.org/author/37087499760","1","Haysn Hornbeck","37087499760","University of Calgary","https://ieeexplore.ieee.org/author/37085906267","2","Usman Alim","37085906267","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","20-25 Oct. 2019","Vancouver, BC, Canada","Conferences","10.1109/VAST47406.2019.8986936","129","https://ieeexplore.ieee.org/document/8986936/","Human-centered computing","Visualization","Mathematics and statistics","Visualization techniques","Graph drawings","Computing methodologies","Modeling and simulation","Simulation types and techniques","Uncertainty quantification","Applied computing","Physical sciences and engineering","","","","","","","","8986897","978-1-7281-2285-4","Print on Demand(PoD) ISBN","New-2005","978-1-7281-2285-4","Electronic ISBN","New-2005","978-1-7281-2284-7","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8986936","20-25 Oct. 2019","8966971","2019 IEEE Conference on Visual Analytics Science and Technology (VAST)","2019","IEEE","11","128","UofC-Bayes: A Bayesian Approach to Visualizing Uncertainty in Radiation Data"
"The effective analysis of data collected by mobile sensors and static sensors deployed in cities is a great challenge, due to the spatiotemporal characteristics and uncertainty. To meet the challenge of VAST 2019 Mini-Challenge 2, SUA, an interactive visual analysis tool with a novel uncertainty glyph is designed. The tool provides a clear understanding of conditions in the city by visualizing the trajectories, the measurements, as well as the uncertainty of the sensors, and supports an overview-to-detail visual reasoning process. The rich data encodings and interactions help users solve the questions effectively.","https://ieeexplore.ieee.org/document/8986938/","LOCKED","8986938","Northeast Normal University","https://ieeexplore.ieee.org/author/37087501593","1","Shaobin Xu","37087501593","Northeast Normal University","https://ieeexplore.ieee.org/author/37087502134","2","Yiming Lin","37087502134","Northeast Normal University","https://ieeexplore.ieee.org/author/37085842222","3","Dezhan Qu","37085842222","Northeast Normal University","https://ieeexplore.ieee.org/author/37087502271","4","Ke Ren","37087502271","Northeast Normal University","https://ieeexplore.ieee.org/author/37087502912","5","Huijie Zhang","37087502912","","","","","","","","","","","","","","","","","","","","","0","0","20-25 Oct. 2019","Vancouver, BC, Canada","Conferences","10.1109/VAST47406.2019.8986938","117","https://ieeexplore.ieee.org/document/8986938/","Uncertainty","visual analysis","","sensors","radiation measurements","","","","","","","Uncertainty","Pollution measurement","Measurement uncertainty","Visualization","Time measurement","Tools","Urban areas","8986897","978-1-7281-2285-4","Print on Demand(PoD) ISBN","New-2005","978-1-7281-2285-4","Electronic ISBN","New-2005","978-1-7281-2284-7","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8986938","20-25 Oct. 2019","8966971","2019 IEEE Conference on Visual Analytics Science and Technology (VAST)","2019","IEEE","12","116","MC2 - SUA: A Sensor Uncertainty Analysis Tool of Radiation Measurement Data (VAST Challenge 2019 Award - Integrated Tool with Rich Data Encodings)"
"Social media registers millions of messages per second. This paper aims to develop a visual analysis that allows identifying events of particular interest and the time intervals in which they occur. This analysis uses text mining techniques and sentiment analysis.","https://ieeexplore.ieee.org/document/8986911/","LOCKED","8986911","Universidad de Buenos Aires","https://ieeexplore.ieee.org/author/37087500623","1","Martin Pustilnik","37087500623","Universidad de Buenos Aires","https://ieeexplore.ieee.org/author/37087502347","2","Mariano Besio","37087502347","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","20-25 Oct. 2019","Vancouver, BC, Canada","Conferences","10.1109/VAST47406.2019.8986911","145","https://ieeexplore.ieee.org/document/8986911/","Human-centered computing","Visualization","","Visualization techniques","dynamic text stream","Social media","visual analytic","text mining","event identification","","","","","","","","","","8986897","978-1-7281-2285-4","Print on Demand(PoD) ISBN","New-2005","978-1-7281-2285-4","Electronic ISBN","New-2005","978-1-7281-2284-7","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8986911","20-25 Oct. 2019","8966971","2019 IEEE Conference on Visual Analytics Science and Technology (VAST)","2019","IEEE","13","144","Social Media Text Streaming Visualization"
"Social media is a valuable source for emergency workers and first-responders due to its wide use. Unfortunately, the number of posts poses a challenge to quickly find relevant and trustworthy information. We propose a text pattern-based approach to gain insights from large micro-document collections, including temporal and semantic relationships. In this work, we apply our method to the fictional data set of the VAST 2019 Mini-Challenge 3 that deals with the aftermath of an earthquake. We present major findings we could deduct using our visual analytics approach.","https://ieeexplore.ieee.org/document/8986950/","LOCKED","8986950","Institute of Visualization and Interactive Systems, University of Stuttgart","https://ieeexplore.ieee.org/author/37087498883","1","Johannes Knittel","37087498883","Institute of Visualization and Interactive Systems, University of Stuttgart","https://ieeexplore.ieee.org/author/37593029700","2","Steffen Koch","37593029700","Institute of Visualization and Interactive Systems, University of Stuttgart","https://ieeexplore.ieee.org/author/37268023800","3","Thomas Ertl","37268023800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","20-25 Oct. 2019","Vancouver, BC, Canada","Conferences","10.1109/VAST47406.2019.8986950","135","https://ieeexplore.ieee.org/document/8986950/","Human-centered computing","Visualization","","Visualization application domains","Visual Analytics","","","","","","","","","","","","","","8986897","978-1-7281-2285-4","Print on Demand(PoD) ISBN","New-2005","978-1-7281-2285-4","Electronic ISBN","New-2005","978-1-7281-2284-7","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8986950","20-25 Oct. 2019","8966971","2019 IEEE Conference on Visual Analytics Science and Technology (VAST)","2019","IEEE","14","134","Pattern-Based Semantic and Temporal Exploration of Social Media Messages"
"This paper presents our tool for the Vast Challenge 2019 Mini Challenge 1 (MC1). It will give an overview of the approach of data preprocessing techniques used for the given dataset and it will introduce our application which is built considering the requirements and questions to be answered for the MC1. This application consists of Machine Learning techniques and Information Visualization techniques such as Integrated Spatial Uncertainty Visualization as shown in this paper [1] to convey the needed information to the end users. To show the usefulness of this application we give examples of analysis.","https://ieeexplore.ieee.org/document/8986915/","LOCKED","8986915","University of Konstanz,Germany","https://ieeexplore.ieee.org/author/37087500863","1","Arjun Majumdar","37087500863","University of Konstanz,Germany","https://ieeexplore.ieee.org/author/37087500553","2","Gent Ymeri","37087500553","University of Konstanz,Germany","https://ieeexplore.ieee.org/author/37087500971","3","Sebastian Strumbelj","37087500971","University of Konstanz,Germany","https://ieeexplore.ieee.org/author/38233607000","4","Juri Buchmüller","38233607000","University of Konstanz,Germany","https://ieeexplore.ieee.org/author/37086560746","5","Udo Schlegel","37086560746","University of Konstanz,Germany","https://ieeexplore.ieee.org/author/37085433386","6","Daniel A. Keim","37085433386","","","","","","","","","","","","","","","","0","0","20-25 Oct. 2019","Vancouver, BC, Canada","Conferences","10.1109/VAST47406.2019.8986915","137","https://ieeexplore.ieee.org/document/8986915/","Machine Learning","Visual Analytics","","","","","","","","","","","","","","","","","8986897","978-1-7281-2285-4","Print on Demand(PoD) ISBN","New-2005","978-1-7281-2285-4","Electronic ISBN","New-2005","978-1-7281-2284-7","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8986915","20-25 Oct. 2019","8966971","2019 IEEE Conference on Visual Analytics Science and Technology (VAST)","2019","IEEE","15","136","Earthquake Investigation and Visual Cognizance of Multivariate Temporal Tabular Data Using Machine Learning"
"This paper presents IDUVis, an interactive visualization tool for the analysis of the VAST 2019 Mini-Challenge 1 dataset. Four connected visualizations compose the tool: a timeline for temporal overview tasks, choropleth maps for spatial overview tasks, horizon-histograms for comparing data distributions and uncertainties, and steamgraphs for details on-demand on how distributions change over time. The timeline allows selecting specific time ranges for analysis, while maps and histograms allow selecting locations and categories to visualize their distribution over time with steamgraphs.","https://ieeexplore.ieee.org/document/8986919/","LOCKED","8986919","LABVIS - Laboratory of Visualization, Interaction, and Intelligent Systems, Federal University of Pará","https://ieeexplore.ieee.org/author/37087078351","1","Rodrigo Santos do Amor Divino Lima","37087078351","LABVIS - Laboratory of Visualization, Interaction, and Intelligent Systems, Federal University of Pará","https://ieeexplore.ieee.org/author/37085636239","2","Carlos Gustavo Resque dos Santos","37085636239","LABVIS - Laboratory of Visualization, Interaction, and Intelligent Systems, Federal University of Pará","https://ieeexplore.ieee.org/author/37888000400","3","Bianchi Serique Meiguins","37888000400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","20-25 Oct. 2019","Vancouver, BC, Canada","Conferences","10.1109/VAST47406.2019.8986919","111","https://ieeexplore.ieee.org/document/8986919/","Human-centered computing","Visualization","","Visualization application domains","Information visualization","Human-centered computing","Visualization","Visualization systems and tools","","","","","","","","","","","8986897","978-1-7281-2285-4","Print on Demand(PoD) ISBN","New-2005","978-1-7281-2285-4","Electronic ISBN","New-2005","978-1-7281-2284-7","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8986919","20-25 Oct. 2019","8966971","2019 IEEE Conference on Visual Analytics Science and Technology (VAST)","2019","IEEE","16","110","IDUVis: An Interactive Dashboard for Uncertainty Visualization and Analysis - Vast Challenge 2019 MC1 Award for Supporting Situation Awareness and Anomaly Detection"
"Deployment of radiation sensor networks provides crucial information to ensure the safety of nuclear power plants. Due to the inherent uncertainty of spatio-temporal data from multi-types of sensors, it is equally important to evaluate both the radiation information and data confidence. This paper summarizes a visual analytics approach to analyze radiation levels and various types of uncertainty from interfaces representing either single aspects or integrated information.","https://ieeexplore.ieee.org/document/8986925/","LOCKED","8986925","Central South University","https://ieeexplore.ieee.org/author/37087503364","1","Haojin Jiang","37087503364","Central South University","https://ieeexplore.ieee.org/author/37087503421","2","Kui Yang","37087503421","Central South University","https://ieeexplore.ieee.org/author/37087503289","3","Yaqi Qin","37087503289","Central South University","https://ieeexplore.ieee.org/author/37087503366","4","Yifei Yang","37087503366","Central South University","https://ieeexplore.ieee.org/author/37087503385","5","Ying Zhao","37087503385","Central South University","https://ieeexplore.ieee.org/author/37085399108","6","Fangfang Zhou","37085399108","","","","","","","","","","","","","","","","0","0","20-25 Oct. 2019","Vancouver, BC, Canada","Conferences","10.1109/VAST47406.2019.8986925","133","https://ieeexplore.ieee.org/document/8986925/","Visual Analytics","Spatio-Temporal Uncertainty","","Radiation Monitoring","","","","","","","","Uncertainty","Data visualization","Market research","Automobiles","Visual analytics","Interpolation","Image color analysis","8986897","978-1-7281-2285-4","Print on Demand(PoD) ISBN","New-2005","978-1-7281-2285-4","Electronic ISBN","New-2005","978-1-7281-2284-7","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8986925","20-25 Oct. 2019","8966971","2019 IEEE Conference on Visual Analytics Science and Technology (VAST)","2019","IEEE","17","132","Visual Analytics of Spatio-Temporal Uncertainties for Radiation Monitoring in a Nuclear Leakage Crisis"
"In this paper, we propose EathquakeAware, a visual analytics system for social media visualization. Our system supports analyzing geo-tagged messages from different perspectives, including location, keyword, account. It can summarize the evolution patterns of topics and reveal the discussing trend of different keywords to help evaluate situations in different regions. We take VAST Challenge 2019 Mini Challenge 3 as case studies to demonstrate its effectiveness in a fictitious analysis scenario.","https://ieeexplore.ieee.org/document/8986931/","LOCKED","8986931","Key Laboratory of Machine Perception, Ministry of Education, School of EECS, Peking University","https://ieeexplore.ieee.org/author/37086146756","1","Shuai Chen","37086146756","Key Laboratory of Machine Perception, Ministry of Education, School of EECS, Peking University","https://ieeexplore.ieee.org/author/37087099711","2","Sihang Li","37087099711","Key Laboratory of Machine Perception, Ministry of Education, School of EECS, Peking University","https://ieeexplore.ieee.org/author/37086945923","3","Liwenhan Xie","37086945923","Key Laboratory of Machine Perception, Ministry of Education, School of EECS, Peking University","https://ieeexplore.ieee.org/author/37087500651","4","Yi Zhong","37087500651","Key Laboratory of Machine Perception, Ministry of Education, School of EECS, Peking University","https://ieeexplore.ieee.org/author/37087498613","5","Yun Han","37087498613","National Engineering Laboratory for Big Data Analysis and Application, Peking University","https://ieeexplore.ieee.org/author/37403856700","6","Xiaoru Yuan","37403856700","","","","","","","","","","","","","","","","0","0","20-25 Oct. 2019","Vancouver, BC, Canada","Conferences","10.1109/VAST47406.2019.8986931","123","https://ieeexplore.ieee.org/document/8986931/","Human-centered computing","Visualization","","Visualization application domains","Visual analytics","","","","","","","","","","","","","","8986897","978-1-7281-2285-4","Print on Demand(PoD) ISBN","New-2005","978-1-7281-2285-4","Electronic ISBN","New-2005","978-1-7281-2284-7","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8986931","20-25 Oct. 2019","8966971","2019 IEEE Conference on Visual Analytics Science and Technology (VAST)","2019","IEEE","18","122","EarthquakeAware: Visual Analytics for Understanding Human Impacts of Earthquakes from Social Media Data"
"The following topics are dealt with: data visualisation; data analysis; emergency management; social networking (online); interactive systems; disasters; learning (artificial intelligence); text analysis; graph theory; time series.","https://ieeexplore.ieee.org/document/8986929/","LOCKED","8986929","Imperial College London","https://ieeexplore.ieee.org/author/37087502231","1","James Scott-Brown","37087502231","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","20-25 Oct. 2019","Vancouver, BC, Canada","Conferences","10.1109/VAST47406.2019.8986929","147","https://ieeexplore.ieee.org/document/8986929/","","","","","","","","","","","","Tools","Image color analysis","Visual analytics","Earthquakes","Uncertainty","Benchmark testing","Switches","8986897","978-1-7281-2285-4","Print on Demand(PoD) ISBN","New-2005","978-1-7281-2285-4","Electronic ISBN","New-2005","978-1-7281-2284-7","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8986929","20-25 Oct. 2019","8966971","2019 IEEE Conference on Visual Analytics Science and Technology (VAST)","2019","IEEE","19","146","Visualization of Spatial-Temporal Distribution of Damage Reports"
"We present N.E.A.T. - a Visual Analytics approach to the collaborative management of large-scale emergencies. N.E.A.T. unifies the analysis and annotation of heterogeneous, uncertainty-afflicted data sources in a single, adjustable screen. Stakeholders can create individual or shared workspaces providing configurable views tailored to the needs of different emergency responders. Within each workspace, annotated findings are automatically shared in real-time for effective collaboration. We illustrate the functionality of the tool and showcase exemplary findings on the St. Himark incident.","https://ieeexplore.ieee.org/document/8986900/","LOCKED","8986900","University of Konstanz","https://ieeexplore.ieee.org/author/37086560996","1","Wolfgang Jentner","37086560996","University of Konstanz","https://ieeexplore.ieee.org/author/38233607000","2","Juri Buchmüller","38233607000","University of Konstanz","https://ieeexplore.ieee.org/author/37086245203","3","Fabian Sperrle","37086245203","University of Konstanz","https://ieeexplore.ieee.org/author/37086240969","4","Rita Sevastjanova","37086240969","University of Konstanz","https://ieeexplore.ieee.org/author/37087101607","5","Thilo Spinner","37087101607","University of Konstanz","https://ieeexplore.ieee.org/author/37086560746","6","Udo Schlegel","37086560746","University of Konstanz","https://ieeexplore.ieee.org/author/37085610904","7","Dirk Streeb","37085610904","University of Konstanz","https://ieeexplore.ieee.org/author/37087102286","8","Hanna Schäfer","37087102286","","","","","","0","0","20-25 Oct. 2019","Vancouver, BC, Canada","Conferences","10.1109/VAST47406.2019.8986900","105","https://ieeexplore.ieee.org/document/8986900/","","","","","","","","","","","","","","","","","","","8986897","978-1-7281-2285-4","Print on Demand(PoD) ISBN","New-2005","978-1-7281-2285-4","Electronic ISBN","New-2005","978-1-7281-2284-7","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8986900","20-25 Oct. 2019","8966971","2019 IEEE Conference on Visual Analytics Science and Technology (VAST)","2019","IEEE","20","104","N.E.A.T. - Novel Emergency Analysis Tool"
"Disasters demand a quick response based on incomplete information. For the Saint Himark dataset, part of the 2019 VAST Challenge, we focused on delivering a visualization which accurately conveyed that uncertainty. While our analysis was done offline, we chose techniques and algorithms which could easily be applied to realtime usage. Our visualization for the first mini-challenge was a one-screen dashboard that summarized citizen feedback.","https://ieeexplore.ieee.org/document/8986935/","LOCKED","8986935","University of Calgary","https://ieeexplore.ieee.org/author/37087499760","1","Haysn Hornbeck","37087499760","University of Calgary","https://ieeexplore.ieee.org/author/37085906267","2","Usman Alim","37085906267","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","20-25 Oct. 2019","Vancouver, BC, Canada","Conferences","10.1109/VAST47406.2019.8986935","131","https://ieeexplore.ieee.org/document/8986935/","Human-centered computing","Visualization","Mathematics and statistics","Visualization techniques","Graph drawings","Computing methodologies","Modeling and simulation","Simulation types and techniques","Uncertainty quantification","Applied computing","Physical sciences and engineering","Measurement","Earthquakes","Uncertainty","Visualization","Maintenance engineering","Bayes methods","Real-time systems","8986897","978-1-7281-2285-4","Print on Demand(PoD) ISBN","New-2005","978-1-7281-2285-4","Electronic ISBN","New-2005","978-1-7281-2284-7","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8986935","20-25 Oct. 2019","8966971","2019 IEEE Conference on Visual Analytics Science and Technology (VAST)","2019","IEEE","21","130","UofC-Bayes: A Bayesian Approach to Visualizing Uncertainty in Likert Scales"
"This paper presents our visualization tool developed to address Mini Challenge 2 of the 2019 VAST Challenge [1]. This tool provides a number of linked interactive views of the provided data. The insights obtained using it are described separately in our main competition entry, which will be archived in the Visual Analytics Benchmark Repository [2].","https://ieeexplore.ieee.org/document/8986899/","LOCKED","8986899","Imperial College London","https://ieeexplore.ieee.org/author/37087502231","1","James Scott-Brown","37087502231","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","20-25 Oct. 2019","Vancouver, BC, Canada","Conferences","10.1109/VAST47406.2019.8986899","149","https://ieeexplore.ieee.org/document/8986899/","","","","","","","","","","","","","","","","","","","8986897","978-1-7281-2285-4","Print on Demand(PoD) ISBN","New-2005","978-1-7281-2285-4","Electronic ISBN","New-2005","978-1-7281-2284-7","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8986899","20-25 Oct. 2019","8966971","2019 IEEE Conference on Visual Analytics Science and Technology (VAST)","2019","IEEE","22","148","Visualization of Spatial-Temporal Distribution of Radioactivity Measurements"
"The goal of the VAST challenge 2019 Mini Challenge 2 was to visualize radioactive contaminations measured by mobile and static sensors and their changes over time, allowing city officials to determine the severity of the leakage at the city's nuclear power plant. We propose cpmViz, a web-based tool that allows for interactive data exploration of the sensor readings in both of the spatial and temporal dimensions. The tool consists out of three views that are connected via linking and scrolling. We visualize static sensor uncertainty by introducing Voronoi cells to illustrate how much space is covered by an individual measurement unit. For mobile sensors, we showcase their activity periods and introduce the concept of sensor streaks as periods of uninterrupted recordings as a temporal uncertainty measure. As for spatial uncertainty, we color individual districts based on the amount of data that was recorded inside the user's selected time window. Using our system, we were able to easily spot major events like the city's initial earthquake in the sensor readings. Certain southern districts are clearly visible as areas of concern that we consider in need of more static sensors. Furthermore, we were also able to identify static as well as moving contaminations.","https://ieeexplore.ieee.org/document/8986941/","LOCKED","8986941","Data Analysis and Visualization Group, University of Konstanz,Germany","https://ieeexplore.ieee.org/author/37070275500","1","Fabian Nagel","37070275500","Data Analysis and Visualization Group, University of Konstanz,Germany","https://ieeexplore.ieee.org/author/37087499183","2","Giuliano Castiglia","37087499183","Data Analysis and Visualization Group, University of Konstanz,Germany","https://ieeexplore.ieee.org/author/37087498764","3","Gemza Ademaj","37087498764","Data Analysis and Visualization Group, University of Konstanz,Germany","https://ieeexplore.ieee.org/author/37087501767","4","Juri Buchmller","37087501767","Data Analysis and Visualization Group, University of Konstanz,Germany","https://ieeexplore.ieee.org/author/37086560746","5","Udo Schlegel","37086560746","Data Analysis and Visualization Group, University of Konstanz,Germany","https://ieeexplore.ieee.org/author/37283138700","6","Daniel A. Keim","37283138700","","","","","","","","","","","","","","","","0","0","20-25 Oct. 2019","Vancouver, BC, Canada","Conferences","10.1109/VAST47406.2019.8986941","141","https://ieeexplore.ieee.org/document/8986941/","Human-centered computing","Visualization","","Visualization application domains","Visual Analytics","","","","","","","Sensors","Pollution measurement","Contamination","Uncertainty","Urban areas","Data visualization","Measurement uncertainty","8986897","978-1-7281-2285-4","Print on Demand(PoD) ISBN","New-2005","978-1-7281-2285-4","Electronic ISBN","New-2005","978-1-7281-2284-7","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8986941","20-25 Oct. 2019","8966971","2019 IEEE Conference on Visual Analytics Science and Technology (VAST)","2019","IEEE","23","140","cpmViz: A Web-Based Visualization Tool for Uncertain Spatiotemporal Data"
"In this paper, we develop a visual analysis method for interactively improving the quality of labeled data, which is essential to the success of supervised and semi-supervised learning. The quality improvement is achieved through the use of user-selected trusted items. We employ a bi-level optimization model to accurately match the labels of the trusted items and to minimize the training loss. Based on this model, a scalable data correction algorithm is developed to handle tens of thousands of labeled data efficiently. The selection of the trusted items is facilitated by an incremental tSNE with improved computational efficiency and layout stability to ensure a smooth transition between different levels. We evaluated our method on real-world datasets through quantitative evaluation and case studies, and the results were generally favorable.","https://ieeexplore.ieee.org/document/8986943/","LOCKED","8986943","School of Software, BNRist, Tsinghua University","https://ieeexplore.ieee.org/author/37087500773","1","Shouxing Xiang","37087500773","School of Software, BNRist, Tsinghua University","https://ieeexplore.ieee.org/author/37087499275","2","Xi Ye","37087499275","School of Computer Science and Engineering, Central South University","https://ieeexplore.ieee.org/author/37087498581","3","Jiazhi Xia","37087498581","School of Computer Science and Informatics, Cardiff University","https://ieeexplore.ieee.org/author/37087502305","4","Jing Wu","37087502305","School of Software, BNRist, Tsinghua University","https://ieeexplore.ieee.org/author/37087502906","5","Yang Chen","37087502906","School of Software, BNRist, Tsinghua University","https://ieeexplore.ieee.org/author/37406039100","6","Shixia Liu","37406039100","","","","","","","","","","","","","","","","4","0","20-25 Oct. 2019","Vancouver, BC, Canada","Conferences","10.1109/VAST47406.2019.8986943","68","https://ieeexplore.ieee.org/document/8986943/","Labeled data debugging","trusted item","","tSNE","","","","","","","","","","","","","","","8986897","978-1-7281-2285-4","Print on Demand(PoD) ISBN","New-2005","978-1-7281-2285-4","Electronic ISBN","New-2005","978-1-7281-2284-7","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8986943","20-25 Oct. 2019","8966971","2019 IEEE Conference on Visual Analytics Science and Technology (VAST)","2019","IEEE","24","57","Interactive Correction of Mislabeled Training Data"
"Natural language can be a useful modality for creating and interacting with visualizations but users often have unrealistic expectations about the intelligence of natural language systems. The gulf between user expectations and system capabilities may lead to a disappointing user experience. So - if we want to engineer a natural language system, what are the requirements around system intelligence? This work takes a retrospective look at how we answered this question in the design of Ask Data, a natural language interaction feature for Tableau. We examine two factors contributing to perceived system intelligence: the system's ability to understand the analytic intent behind an input utterance and the ability to interpret an utterance contextually (i.e. taking into account the current visualization state and recent actions). Our aim was to understand the ways in which a system would need to support these two aspects of intelligence to enable a positive user experience. We first describe a pre-design Wizard of Oz study that offered insight into this question and narrowed the space of designs under consideration. We then reflect on the impact of this study on system development, examining how design implications from the study played out in practice. Our work contributes insights for the design of natural language interaction in visual analytics as well as a reflection on the value of pre-design empirical studies in the development of visual analytic systems.","https://ieeexplore.ieee.org/document/8986918/","LOCKED","8986918","Tableau Software,Palo Alto,California,USA","https://ieeexplore.ieee.org/author/37275861300","1","Melanie Tory","37275861300","Tableau Software,Palo Alto,California,USA","https://ieeexplore.ieee.org/author/37392286200","2","Vidya Setlur","37392286200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","0","20-25 Oct. 2019","Vancouver, BC, Canada","Conferences","10.1109/VAST47406.2019.8986918","103","https://ieeexplore.ieee.org/document/8986918/","Visualization","Empirical studies in visualization","","Human-centered computing","Interaction paradigms","Natural language interfaces","","","","","","","","","","","","","8986897","978-1-7281-2285-4","Print on Demand(PoD) ISBN","New-2005","978-1-7281-2285-4","Electronic ISBN","New-2005","978-1-7281-2284-7","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8986918","20-25 Oct. 2019","8966971","2019 IEEE Conference on Visual Analytics Science and Technology (VAST)","2019","IEEE","25","93","Do What I Mean, Not What I Say! Design Considerations for Supporting Intent and Context in Analytical Conversation"
