vispub_doi,vispub_title,aminer_id,aminer_title,score
10.1109/infvis.1997.636778,Adaptive information visualization based on the user's multiple viewpoints - interactive 3D visualization of the WWW,5c7574f3f56def979899ff17,does visualization matter? the role of interactive data visualization to make sense of information.,71
10.1109/visual.1997.663934,Perceptual Measures For Effective Visualizations,5390a28020f70186a0e62bcb,effective visualization of short routes,74
10.1109/visual.1997.663933,Information Exploration Shootout Project And Benchmark Data Sets: Evaluating How Visualization Does In Analyzing Real-World Data Analysis Problems,5d4e9b5d10066d67516a1063,analytic provenance in practice: the role of provenance in real-world visualization and data analysis environments.,64
10.1109/visual.1997.663927,Interactive visualization of aircraft and power generation engines,573698026e3b12023e6db815,procedural generation and interactive web visualization of natural environments,76
10.1109/visual.1997.663894,Extracting feature lines from 3D unstructured grids,558c80a5e4b02b9f07a77d2c,terms extraction from unstructured data silos,73
10.1109/visual.1997.663872,Wavelet-based multiresolutional representation of computational field simulation datasets,53e9bc1bb7602d97048834fc,wavelet-based multiresolution representation and editing of closed b-spline curves,71
10.1109/visual.1996.568121,Isosurfacing in span space with utmost efficiency (ISSUE),6646ca7701d2a3fbfc1f6398,enhancing efficiency in sparse models with sparser selection,64
10.1109/infvis.1996.559214,Techniques for non-linear magnification transformations,5390b5df20f70186a0f0b526,formal integration - a program transformation technique,74
10.1109/infvis.1996.559213,On the semantics of interactive visualizations,5e1d91643a55ac9217cfb0d3,modelling the semantics for model-driven interactive visualizations.,80
10.1109/infvis.1996.559210,Visage: a user interface environment for exploring information,53e9b4a0b7602d9703fa921f,an interactive visual query environment for exploring data,76
10.1109/visual.1996.568116,UFLOW: visualizing uncertainty in fluid flow,5736982f6e3b12023e70038a,visualization of uncertainty in tag clouds.,75
10.1109/infvis.1996.559216,"Selection: 524,288 ways to say ""this is interesting""",5ff81842d4150a363c06fd2d,introduction to wits 2018 special issue in tmis,62
10.1109/infvis.1996.559223,Animating multidimensional scaling to visualize N-dimensional data sets,539087eb20f70186a0d6c09f,building perceptual textures to visualize multidimensional datasets,71
10.1109/visual.1996.568138,Wavelets applied to lossless compression and progressive transmission of floating point data in 3-D curvilinear grids,65bd20fd939a5f4082596e59,enhancing data transmission and storage efficiency in power grids through compression of point-on-wave data,66
10.1109/infvis.1996.559222,FINESSE: a financial information spreadsheet,53e9af47b7602d9703988433,information and data quality in spreadsheets,71
10.1109/visual.1996.568136,Case study: Visualization of laser confocal microscopy datasets,53e9b3c7b7602d9703eb3cd3,visualization of laser confocal microscopy datasets,90
10.1109/visual.1996.567609,Deformable volume rendering by 3D texture mapping and octree encoding,5390972920f70186a0dfb293,maintaining constant frame rates in 3d texture-based volume rendering,70
10.1109/visual.1996.567603,Fast stereo volume rendering,53e99822b7602d9702045107,stereoscopic volume rendering.,81
10.1109/infvis.1996.559228,DEPICT: Documents Evaluated as Pictures. Visualizing information using context vectors and self-organizing maps,5390994d20f70186a0e12cf8,a context vector-based self organizing map for information visualization,71
10.1109/infvis.1996.559219,Visualizing the results of multimedia Web search engines,53909f2c20f70186a0e37896,visual mashup of text and media search results,73
10.1109/infvis.1996.559211,Data characterization for automatically visualizing heterogeneous information,5550472a45ce0a409eb65056,visualizing information for electromyographic characterization,68
10.1109/visual.1996.568104,Perceptualisation using a tactile mouse,558b656e84ae84d265c32475,a perceptual-statistics shading model,71
10.1109/infvis.1996.559227,Visualizing usability log data,59a02e4db161e8ad1a7b6dde,visualizing usability testing video data.,80
10.1109/infvis.1996.559218,Towards rich information landscapes for visualising structured Web spaces,5390b2d720f70186a0eec511,using the web information structure for retrieving web pages,68
10.1109/infvis.1996.559215,Distortion viewing techniques for 3-dimensional data,5390958a20f70186a0def691,techniques for visualizing 3-dimensional manifolds.,71
10.1109/infvis.1996.559212,Rapid prototyping of information visualizations using VANISH,558ae673e4b031bae1fa59db,rapid prototyping of visualizations using mondrian,84
10.1109/visual.1996.568134,Clinical evaluation of interactive volume visualization,5390b8d720f70186a0f2b52c,volume visualization in the clinical practice,80
10.1109/infvis.1996.559224,Dual multiresolution HyperSlice for multivariate data visualization,53e99f35b7602d9702805541,multiresolution data handling for visualization of very large data sets.,72
10.1109/visual.1996.568140,Data level comparative visualization in aircraft design,53e9ac8fb7602d9703666e89,cooperative visualization: a design case,72
10.1109/visual.1996.568165,Mathematical Visualization: Standing at the Crossroads,573696a26e3b12023e5a9c94,mathematical reasoning at the crossroads,77
10.1109/visual.1996.568160,Real-time Accelerators for Volume Rendering,53908ac620f70186a0dab977,design of a parallel accelerator for volume rendering,77
10.1109/infvis.1996.559229,Visualizing a tennis match,654a0cbb939a5f40824f159b,visualizing tennis matches as nested stories,74
10.1109/visual.1995.480795,Enhancing transparent skin surfaces with ridge and valley lines,53e9be44b7602d9704b03c7c,transparent services selecting and loading with wearable devices.,66
10.1109/visual.1995.485141,Iconic techniques for feature visualization,5eb3df2891e011cea6a7c01d,visualization techniques for outlier data.,81
10.1109/infvis.1995.528688,IVEE: an Information Visualization and Exploration Environment,53e9a04ab7602d9702932bee,an interactive visualization environment for data exploration.,84
10.1109/visual.1995.480805,Fast multiresolution surface meshing,5390b7fe20f70186a0f27573,multiresolution reflectance filtering.,77
10.1109/infvis.1995.528691,Case study. Narcissus: visualising information,53e9b281b7602d9703d2434a,mining and visualising information from rss feeds: a case study,74
10.1109/visual.1995.480809,Compression domain rendering of time-resolved volume data,53e9b61bb7602d9704172811,sequential data compression of very large data in volume rendering.,76
10.1109/infvis.1995.528689,Research report. Interacting with huge hierarchies: beyond cone trees,558b723d612c03a413255448,visualizing and interacting with concept hierarchies.,66
10.1109/visual.1995.480807,Interval volume: a solid fitting technique for volumetric data display and analysis,5390bb1d20f70186a0f3dc02,poster: volume cracker: a bimanual 3d interaction technique for analysis of raw volumetric data,69
10.1109/visual.1995.480798,IFS fractal interpolation for 2D and 3D visualization,558ba7d0e4b0cfb70a191877,advanced interaction for information visualization,76
10.1109/infvis.1995.528697,Case study: 3D displays of Internet traffic,558ae49784ae84d265c042c8,study of bursty internet traffic,76
10.1109/visual.1995.485157,"Case study: an integrated approach for steering, visualization, and analysis of atmospheric simulations",53e9a0fbb7602d97029e72f4,an approach to visualization and clustering-based analysis on spatiotemporal data,72
10.1109/visual.1995.480789,Interval set: a volume rendering technique generalizing isosurface extraction,5390b86b20f70186a0f28156,isbvr: isosurface-aided hardware acceleration techniques for slice-based volume rendering,70
10.1109/infvis.1995.528690,Research report. DataSpace: 3-D visualizations of large databases,5390afc920f70186a0ed2582,outlier detection and visualization of large datasets,71
10.1109/infvis.1995.528696,Case study: visualizing Internet resources,53909a0220f70186a0e1f082,visualizing internet routing changes,75
10.1109/visual.1995.480794,Visualization of biological sequence similarity search results,53e9a690b7602d9702fc32c2,novel visualization method for biological sequence similarity reports,79
10.1109/infvis.1995.528684,SDM: malleable information graphics,53e997b6b7602d9701f9d0fd,informational graphs,74
10.1109/infvis.1995.528681,Towards a generative theory of diagram design,66d7c2a301d2a3fbfc860dc6,towards a generative ai design dialogue,76
10.1109/infvis.1995.528693,Case study: fishing for information on the Internet,5390b68720f70186a0f1b8ff,a method for collecting case study information via the internet,80
10.1109/visual.1995.485155,Astronomers and their shady algorithms,5390aa0f20f70186a0ea8941,cover algorithms and their combination,74
10.1109/visual.1995.485148,Qualitative analysis of invariant tori in a dynamical system,5bbacb1017c44aecc4eaa017,qualitative analysis of a dynamical system with irrational first integrals.,79
10.1109/visual.1995.480797,On enhancing the speed of splatting with indexing,53e99893b7602d97020cc308,on scheduling with the non-idling constraint,69
10.1109/visual.1995.480791,Interactive realism for visualization using ray tracing,539089bb20f70186a0d98877,interactive ray tracing for volume visualization,80
10.1109/visual.1995.485156,Flow visualization in a hypersonic fin/ramp flow,53e99bb1b7602d970245a2b3,"unsteady phenomena, hypersonic flows and co-operative flow visualization",71
10.1109/infvis.1995.528683,Research report: improving browsing in information by the automatic display layout,53e9a3c1b7602d9702cd26a9,research report: information animation applications in the capital markets.,68
10.1109/visual.1995.480816,A model and a system for data-parallel program visualization,539087ae20f70186a0d4d002,a visualization system for parallelizing programs,79
10.1109/visual.1994.346313,Visualizing flow over curvilinear grid surfaces using line integral convolution,5390b5c620f70186a0f08b21,dynamic line integral convolution for visualizing streamline evolution,71
10.1109/visual.1994.346333,Wavelet-based volume morphing,65604d2a939a5f408262b159,wavelet based texture resampling.,72
10.1109/visual.1994.346320,Fast surface rendering from raster data by voxel traversal using chessboard distance,539087e720f70186a0d69567,fast ray-tracing of rectilinear volume data using distance transforms,64
10.1109/visual.1994.346329,Feature detection from vector quantities in a numerically simulated hypersonic flow field in combination with experimental flow visualization,5390a17720f70186a0e524e4,numerical flow visualization of a single expansion ramp nozzle with hypersonic external flow,64
10.1109/visual.1994.346307,Approximation of isosurface in the Marching Cube: ambiguity problem,66e0233b01d2a3fbfc2a2f7b,3/2-approximation for the matching augmentation problem.,69
10.1109/visual.1994.346332,Progressive transmission of scientific data using biorthogonal wavelet transform,53908bde20f70186a0dc8967,progressive transmission of images using block wavelet transform,78
10.1109/visual.1994.346334,Isosurface generation by using extrema graphs,53e9b581b7602d97040bf06b,test generation using event sequence graphs.,70
10.1109/visual.1994.346317,Restorer: a visualization technique for handling missing data,56d8e689dabfae2eee34c510,on visualization techniques for solar data mining,79
10.1109/visual.1994.346324,Virtual reality performance for virtual geometry,5d2c4eba3a55acc2f47b400e,revisiting visual odometry for real-time performance,74
10.1109/visual.1994.346325,GASP-a system for visualizing geometric algorithms,558a2b4ae4b031bae1f61233,gem: a geometric algorithm for scheduling,78
10.1109/visual.1994.346310,The design and implementation of the Cortex visualization system,53908a9620f70186a0da5456,the design and implementation of a virtual conference system.,81
10.1109/visual.1994.346306,Nonpolygonal isosurface rendering for large volume datasets,539099b320f70186a0e1af62,interactive pc texture-based volume rendering for large datasets,70
10.1109/visual.1994.346288,Visualization in medicine: VIRTUAL reality or ACTUAL reality ?,53e9b35ab7602d9703e390fd,virtual reality: visualization for athletic competition.,76
10.1109/visual.1993.398875,Implicit stream surfaces,53e997fcb7602d97020044b7,implicit integral surfaces.,84
10.1109/visual.1993.398874,An architecture for rule-based visualization,53e9ab1ab7602d97034a3a16,an agent-based visualisation architecture.,80
10.1109/visual.1993.398851,Optimal filter design for volume reconstruction and visualization,5390b4da20f70186a0f015bd,filter design for mimo sampling and reconstruction,78
10.1109/visual.1993.398895,"Towards interactive steering, visualization and animation of unsteady finite element simulations",5390881820f70186a0d81643,interactive visualization and steering of cfd simulations,72
10.1109/visual.1993.398904,The virtual restoration of the Visir tomb,56d90756dabfae2eeeff0b0e,the virtual representation of the past.,71
10.1109/visual.1993.398866,Performance visualization of parallel programs,539087cb20f70186a0d592a1,visualizing the performance of parallel programs.,91
10.1109/visual.1992.235228,Interactive splatting of nonrectilinear volumes,53908bcc20f70186a0dc6cce,splatting of curvilinear volumes.,76
10.1109/visual.1992.235207,The state of the art of visual languages for visualization,5ff68d71d4150a363cd56da6,the state of the art of spatial interfaces for 3d visualization,76
10.1109/visual.1992.235201,"Color, change, and control of quantitative data display",557e122a6fee0fe990ca6c2a,computer-aided color coding for data display,66
10.1109/visual.1992.235205,VISAGE: an object-oriented scientific visualization system,5390962020f70186a0df3df2,object-oriented scientific visualization,82
10.1109/visual.1992.235191,Optimizing triangulations by curvature equalization,539096cb20f70186a0df8551,machine translation by case generalization,69
10.1109/visual.1992.235182,"Object-oriented, dataflow visualization system-a paradigm shift?",56d84d63dabfae2eeee822f6,object-oriented semantic data flow system for scientific visualization.,76
10.1109/visual.1992.235187,Techniques for managing very large scientific databases,539087f820f70186a0d72a95,melodic matching techniques for large music databases.,76
10.1109/visual.1992.235186,Grand challenge problems in visualization software,53e9ac5bb7602d970362d540,challenge problems in software testing.,80
10.1109/visual.1992.235185,Improving visualization: theoretical and empirical foundations,627cdd9a5aee126c0f537cf6,theoretical sampling and qualitative empirical model validation,76
10.1109/visual.1992.235208,Visual query specification in a multimedia database system,558a8071e4b0b32fcb372fd1,specification of a query language for multimedia database systems,83
10.1109/visual.1992.235184,Real virtual environment applications-now,53e9b403b7602d9703ef27f1,virtual environments for industrial applications,85
10.1109/visual.1992.235183,"Visualization in the neurosciences: utility in research, teaching, and clinical practice",558bda4e84ae6766fdef9bc4,"integrating research, clinical practice and translation: the singapore experience",70
10.1109/visual.1991.175773,A tool for visualizing the topology of three-dimensional vector fields,53e9bd92b7602d9704a3eb9e,topology tracking for the visualization of time-dependent two-dimensional flows.,72
10.1109/visual.1991.175789,The stream polygon: A technique for 3D vector field visualization,5390b3ae20f70186a0ef4ad7,a vector field visualization technique for self-organizing maps,79
10.1109/visual.1991.175818,A data model for scientific visualization with provisions for regular and irregular grids,5390b61e20f70186a0f14b84,research issues in data modeling for scientific visualization,68
10.1109/visual.1991.175795,Color icons: merging color and texture perception for integrated visualization of multiple parameters,573697de6e3b12023e6bbeab,integrated multiresolution geometry and texture models for terrain visualization,67
10.1109/visual.1991.175790,The hyperbox,53e997bdb7602d9701fab2f4,the chatterbox,77
10.1109/visual.1991.175792,Shadowed hedgehogs: a technique for visualizing 2D slices of 3D vector fields,599c7b20601a182cd270c216,image synthesis methods for texture-based visualization of vector fields.,69
10.1109/visual.1991.175837,Visualization in computational fluid dynamics: a case study,5390879520f70186a0d3f586,flow visualization in computational fluid dynamics,83
10.1109/visual.1991.175796,Visualization and analysis of multi-variate data: a technique for all fields,5b67b49517c44aac1c864cfc,"data reduction techniques for simulation, visualization and data analysis.",73
10.1109/visual.1991.175807,NetV: an experimental network-based volume visualization system,56d844afdabfae2eeea49f7e,remote visualization system based on particle based volume rendering.,72
10.1109/visual.1991.175778,Achieving direct volume visualization with interactive semantic region selection,53e99e1ab7602d97026dc1cb,fast interactive region of interest selection for volume visualization,71
10.1109/visual.1991.175801,In vivo blood flow visualization with magnetic resonance imaging,53e9a145b7602d9702a375ad,blood-flow magnetic resonance imaging of the retina.,77
10.1109/visual.1991.175814,Image handling in a multi-vendor environment,5390b61e20f70186a0f13952,managing networks in a multi-vendor environment,77
10.1109/visual.1991.175827,Multimedia environments for scientists,5390979920f70186a0dff13d,requirements for a multimedia museum environment,77
10.1109/visual.1991.175823,Applying 3D visualization techniques to finite element analysis,5390a88c20f70186a0e99397,post-processing and visualization techniques in 2d boundary element analysis,73
10.1109/visual.1991.175800,Topographical mapping of brain electrical activity,557cf965f667eeed561959ff,the study of human brain electrical activity-a topographic mapping approach,77
10.1109/visual.1991.175824,Color vs. black-and-white in visualization,5390a80f20f70186a0e96fba,colorization of black-and-white cartoons,74
10.1109/visual.1991.175797,The visual comparison of three sequences,53e999fab7602d9702243168,comparison of trna sequences.,79
10.1109/visual.1991.175836,Experiments with interdisciplinary projects and scientific visualization applications at the undergraduate level,5390b5df20f70186a0f0a65a,scientific visualization and the rivers project at the national center for supercomputing applications.,66
10.1109/visual.1991.175825,Remote visualization: challenges and opportunities,58d83020d649053542fe3568,virtualization techniques: challenges and opportunities.,85
10.1109/visual.1991.175799,Enhanced visualization of multi-dimensional structures. Applications in positron emission tomography and climate data,5390958a20f70186a0def679,visualization and three-dimensional image processing of positron emission tomography (pet) brain images,71
10.1109/visual.1991.175781,Visualization of equations in an interactive environment,53e9a04ab7602d9702932bee,an interactive visualization environment for data exploration.,82
10.1109/visual.1991.175831,Visualizing chemical kinetics in fractal domains,5390958920f70186a0dee14a,visualizing categorical data in vista,68
10.1109/visual.1991.175828,Volume visualization comes of age: the state of the art in technology and application,599c7b9a601a182cd274d3c8,the application of the 2d structure tensor in visual arts and design,71
10.1109/visual.1991.175826,How visualization applications drive tool selection: one product can't do it all,53e9b828b7602d97043e2575,application of a tool for ontology visualization.,68
10.1109/visual.1991.175816,How shall we connect our software tools?,6577caac939a5f408235ca5b,can llms configure software tools,67
10.1109/visual.1991.175767,Scientific visualization from inside the metacomputer,5390881d20f70186a0d821b7,computer games and scientific visualization,75
10.1109/visual.1990.146385,A journey into the fourth dimension,53e9b55eb7602d970409a5bf,testing in the fourth dimension.,76
10.1109/visual.1990.146392,Visualization of scalar data defined on a structured grid-applications to petroleum research,53e9b381b7602d9703e63012,personal visualization system: applications in research and engineering.,70
10.1109/tvcg.2025.3633888,NLI4VolVis: Natural Language Interaction for Volume Visualization via LLM Multi-Agents and Editable 3D Gaussian Splatting,573695e36e3b12023e4f91fe,cuda-based real-time hand gesture interaction and visualization for ct volume dataset using leap motion.,65
10.1109/tvcg.2025.3633866,Beyond Problem Solving: Framing and Problem-Solution Co-Evolution in Data Visualization Design,58437752ac44360f1083a9d4,using concrete and realistic data in evaluating initial visualization designs,69
10.1109/tvcg.2025.3634813,Charts-of-Thought: Enhancing LLM Visualization Literacy Through Structured Data Extraction,627cdc0b5aee126c0f4e71c4,interactive visualization literacy: the state-of-the-art,68
10.1109/tvcg.2025.3634635,DataWink: Reusing and Adapting SVG-Based Visualization Examples with Large Multimodal Models,53e9af87b7602d97039d0819,model-based dynamic and adaptive visualization for multi-domain search results,70
10.1109/tvcg.2025.3634630,Graphical Perception of Icon Arrays versus Bar Charts for Value Comparisons in Health Risk Communication,5c766165e1cd8e5b5479e8d8,a comparison of reception methods for visible light communication using high-speed stereo cameras,64
10.1109/tvcg.2025.3634646,Understanding Large Language Model Behaviors Through Interactive Counterfactual Generation and Analysis,573697756e3b12023e65d1f3,interactive crowd content generation and analysis using trajectory-level behavior learning.,74
10.1109/tvcg.2025.3633887,HypoChainer: A Collaborative System Combining LLMs and Knowledge Graphs for Hypothesis-Driven Scientific Discovery,5a260c3517c44a4ba8a24eb1,a holistic domain knowledge discovery and recommendation system for collaborative wikis.,66
10.1109/tvcg.2025.3633884,"MisVisFix: An Interactive Dashboard for Detecting, Explaining, and Correcting Misleading Visualizations using Large Language Models",63b24b1f90e50fcafdd36fab,using large language models to generate engaging captions for data visualizations,67
10.1109/tvcg.2025.3642628,ProactiveVA: Proactive Visual Analytics with LLM-Based UI Agent,63b4719d90e50fcafdfd6e95,"proactive-reactive global scaling, with analytics",73
10.1109/tvcg.2025.3642516,VolSegGS: Segmentation and Tracking in Dynamic Volumetric Scenes via Deformable 3D Gaussians,53e9bc73b7602d97048f1d8e,real-time dynamic deformable meshes for volumetric segmentation and visualisation.,70
10.1109/tvcg.2025.3634782,Visualization Badges: Communicating Design and Provenance through Graphical Labels Alongside Visualizations,53908a4020f70186a0d9d7a2,performance visualization: a new challenge to music through visualization.,65
10.1109/tvcg.2025.3634647,StreetWeave: A Declarative Grammar for Street-Overlaid Visualization of Multivariate Data,56d859dcdabfae2eee45f644,a phrase-driven grammar system for interactive data visualization,69
10.1109/tvcg.2025.3633875,Sel3DCraft: Interactive Visual Prompts for User-Friendly Text-to-3D Generation,53e9bd82b7602d9704a2806d,a video object generation tool allowing friendly user interaction.,68
10.1109/tvcg.2025.3634837,Visual Extraction of Interaction Patterns Guided by Hierarchical Clustering and Process Mining,5a9cb65217c44a376ffb79a0,process mining and hierarchical clustering to help intrusion alert visualization.,68
10.1109/tvcg.2025.3634814,Visualization Vibes: The Socio-Indexical Function of Visualization Design,5d4800593a55ac01b0f8feb7,vis4vis: visualization for (empirical) visualization research,68
10.1109/tvcg.2025.3634820,"Qualitative Study for LLM-assisted Design Study Process: Strategies, Challenges, and Roles",5b3d985e17c44a510f7f98e2,design challenges for reconnecting in later life: a qualitative study.,66
10.1109/tvcg.2025.3634651,Natural Language-Driven Viewpoint Navigation for Volume Exploration via Semantic Block Representation,67b6b7b4163c01c8502855cf,mapnav: a novel memory representation via annotated semantic maps for vlm-based vision-and-language navigation.,68
10.1109/tvcg.2025.3634645,DeepVIS: Bridging Natural Language and Data Visualization Through Step-Wise Reasoning,66be52da01d2a3fbfc30147c,"data extraction, visualization, and prediction through natural language processing",71
10.1109/tvcg.2025.3634254,From Vision to Touch: Bridging Visual and Tactile Principles for Accessible Data Representation,66fb32a301d2a3fbfcfabca9,learning to regrasp using visual-tactile representation-based reinforcement learning,65
10.1109/tvcg.2025.3633893,MoE-INR: Implicit Neural Representation with Mixture-of-Experts for Time-Varying Volumetric Data Compression,655ebf1a939a5f4082bbb44b,ecnr: efficient compressive neural representation of time-varying volumetric datasets,77
10.1109/tvcg.2025.3634250,GoFish: A Grammar of More Graphics!,64c78b993fda6d7f06db5436,bluefish: a relational grammar of graphics.,76
10.1109/tvcg.2025.3634655,"VizGenie: Toward Self-Refining, Domain-Aware Workflows for Next-Generation Scientific Visualization",5390b2fc20f70186a0eee8bb,towards automatic generation of semantic types in scientific workflows,65
10.1109/tvcg.2025.3634232,A Multimodal Framework for Understanding Collaborative Design Processes,573697e66e3b12023e6c362d,driver - a platform for collaborative framework understanding.,78
10.1109/tvcg.2025.3634816,SceneLoom: Communicating Data with Scene Context,599c7a49601a182cd26a5094,communication with contextual uncertainty.,70
10.1109/tvcg.2025.3634785,Visualizing Trust: How Chart Embellishments Influence Perceptions of Credibility,53e9bbf0b7602d97048485f6,how walking influences the development of absolute distance perception.,66
10.1109/tvcg.2025.3634821,Here's what you need to know about my data: Exploring Expert Knowledge's Role in Data Analysis,5c04966a17c44a2c747084e0,everything you always wanted to know about a dataset: studies in data summarisation.,62
10.1109/tvcg.2025.3634787,CD-TVD: Contrastive Diffusion for 3D Super-Resolution with Scarce High-Resolution Time-Varying Data,5390893e20f70186a0d9375c,high resolution schemes for conservation laws with locally varying time steps,67
10.1109/tvcg.2025.3633894,"GhostUMAP2: Measuring and Analyzing $(r,d)$-Stability of UMAP",53909eef20f70186a0e3507f,measuring and analyzing parallel computing scalability,69
10.1109/tvcg.2025.3634255,Stitching Meaning: Practices of Data Textile Creators,53e99ea7b7602d970276f266,use of case studies in teaching data processing.,65
10.1109/tvcg.2025.3634643,TexGS-VolVis: Expressive Scene Editing for Volume Visualization via Textured Gaussian Splatting,539089ab20f70186a0d96b34,volume clipping via per-fragment operations in texture-based volume visualization,66
10.1109/tvcg.2025.3633874,Using Tactile Charts to Support Comprehension and Learning of Complex Visualizations for Blind and Low-Vision Individuals,53e9b2efb7602d9703daafa0,crista: a tool to support code comprehension based on visualization and reading technique.,66
10.1109/tvcg.2025.3634795,Beyond Log Scales: Toward Cognitively Informed Bar Charts for Orders of Magnitude Values,5390b86b20f70186a0f28879,toward scale-free like behavior under increasing cognitive load,61
10.1109/tvcg.2025.3634794,SEAL: Spatially-resolved Embedding Analysis with Linked Imaging Data,53e998fdb7602d970213baaf,spatial data integration and analysis with spatial intelligence,66
10.1109/tvcg.2025.3634249,EncQA: Benchmarking Vision-Language Models on Visual Encodings for Charts,682e6f3a163c01c850157922,chipvqa: benchmarking visual language models for chip design,73
10.1109/tvcg.2025.3633827,What Makes a Visualization Image Complex?,53e9ab3db7602d97034c9d87,on visualization of complex image-based markup,77
10.1109/tvcg.2025.3634798,Embodied Natural Language Interaction (NLI): Speech Input Patterns in Immersive Analytics,53e9a91ab7602d970326df42,embedded conversational engine for natural language interaction in spanish,68
10.1109/tvcg.2025.3634243,What is the Color of Serendipity? Investigating the Use of Language Models for Semantically Resonant Color Generation,5550493245ce0a409eb75100,investigating the use of echo state networks for prediction of wind power generation.,64
10.1109/tvcg.2025.3633896,ReVISit 2: A Full Experiment Life Cycle User Study Framework,5bdc317017c44a1f58a07802,a test of search-experience-credence framework through online review.,65
10.1109/tvcg.2025.3634245,"Your Model Is Unfair, Are You Even Aware? Inverse Relationship Between Comprehension and Trust in Explainability Visualizations of Biased ML Models",63d9a3e890e50fcafddf558f,enhancing visualization and explainability of computer vision models with local interpretable model-agnostic explanations (lime),60
10.1109/tvcg.2025.3633830,Evaluating Judgment of Spatial Correlation in Visual Displays of Scalar Field Distributions,53e99fd6b7602d97028b1b0c,evaluation of message delay correlation in distributed systems,65
10.1109/tvcg.2025.3634791,"Probing the Visualization Literacy of Vision Language Models: The Good, the Bad, and the Ugly",67283a7b01d2a3fbfc054d42,understanding the limits of vision language models through the lens of the binding problem,66
10.1109/tvcg.2025.3633869,Can LLMs Bridge Domain and Visualization? A Case Study on High-Dimension Data Visualization in Single-Cell Transcriptomics,61ef99065244ab9dcba5a398,comprehensive visualization of cell-cell interactions in single-cell and spatial transcriptomics with niches,64
10.1109/tvcg.2025.3634776,Unveiling the Visual Rhetoric of Persuasive Cartography: A Case Study of the Design of Octopus Maps,56d859bbdabfae2eee450e57,viewing art through information visualization: a case study of bob ross's the joy of painting.,62
10.1109/tvcg.2025.3634650,Automatic Semantic Alignment of Flow Pattern Representations for Exploration with Large Language Models,6634457601d2a3fbfc2d375a,analyzing the role of semantic representations in the era of large language models,69
10.1109/tvcg.2025.3634632,An Analysis of Text Functions in Information Visualization,53e9ab20b7602d97034a8dce,an analysis of information visualisation.,80
10.1109/tvcg.2025.3634818,VisGuard: Securing Visualization Dissemination through Tamper-Resistant Data Retrieval,648fcaecd68f896efa1079b1,supporting data visualization literacy through embodied interactions.,65
10.1109/tvcg.2025.3634631,Running with Data: A Survey of the Current Research and a Design Exploration of Future Immersive Visualisations,6642cd9401d2a3fbfc2c2b78,current state of the art and future directions: augmented reality data visualization to support decision-making,65
10.1109/tvcg.2025.3633872,"Write, Rank, or Rate: Comparing Methods for Studying Visualization Affordances",654a0cbe939a5f40824f17a9,using visualization methods for improving web navigation,67
10.1109/tvcg.2025.3634819,Quantifying Visualization Vibes: Measuring Socio-Indexicality at Scale,53e9af33b7602d970396cea8,stroscope: multi-scale visualization of irregularly measured time-series data,66
10.1109/tvcg.2025.3642506,Exploring 3D Unsteady Flow using 6D Observer Space Interactions,5390b7ff20f70186a0f27721,interactive visual exploration of unsteady 3d flows,70
10.1109/tvcg.2025.3633904,EventBox: A Novel Visual Encoding for Interactive Analysis of Temporal and Multivariate Attributes in Event Sequences,57a4e912ac44365e35c96911,itea—interactive trajectories and events analysis: exploring sequences of spatio-temporal events in movement data,68
10.1109/tvcg.2025.3634844,TFZ: Topology-Preserving Compression of 2D Symmetric and Asymmetric Second-Order Tensor Fields,539089bb20f70186a0d9882e,"the topology of symmetric, second-order tensor fields",69
10.1109/tvcg.2025.3634627,FlowForge: Guiding the Creation of Multi-Agent Workflows with Design Space Visualization as a Thinking Scaffold,59ae3be32bbe271c4c71b453,gravizor: a graphical tool for the visualization of web search engines results with multi-agent based modeling.,63
10.1109/tvcg.2025.3634815,Tell Me Without Telling Me: Two-Way Prediction of Visualization Literacy and Visual Attention,573698566e3b12023e71d166,the theory of visual attention without the race: a new model of visual selection.,68
10.1109/tvcg.2025.3633901,RelMap: Reliable Spatiotemporal Sensor Data Visualization via Imputative Spatial Interpolation,557c420208b02739a5ca27f3,seravi: a spatio-temporal data distribution visualization system for mobile sensor data retrieval,68
10.1109/tvcg.2025.3634830,Deconstructing Implicit Beliefs in Visual Data Journalism: Unstable Meanings Behind Data as Truth & Design for Insight,53e9a1bcb7602d9702ab41a5,the correlation between visual complexity and user trust in on-line shopping: implications for design,60
10.1109/tvcg.2025.3633908,PixelatedScatter: Arbitrary-Level Visual Abstraction for Large-Scale Multiclass Scatterplots,59cb0d6c0cf23f44bec68cab,cluster-based visual abstraction for multivariate scatterplots,65
10.1109/tvcg.2025.3633881,“They Aren't Built for Me”: An Exploratory Study of Strategies for Measurement of Graphical Primitives in Tactile Graphics,670c7b7101d2a3fbfccbf713,"""they aren't built for me"": a replication study of visual graphical perception with tactile representations of data for visually impaired users",63
10.1109/tvcg.2025.3634266,Motif Simplification for BioFabric Network Visualizations: Improving Pattern Recognition and Interpretation,5e5e191e93d709897ce5250e,improving symbolic data visualization for pattern recognition and knowledge discovery,68
10.1109/tvcg.2025.3634817,Enhancing Data Visualization Literacy: A Comparative Study of Learning Materials in Schools,669729b401d2a3fbfc786dad,visualization literacy of multimodal large language models: a comparative study,73
