"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_10_affiliation","articles_authors_authors_10_authorUrl","articles_authors_authors_10_author_order","articles_authors_authors_10_full_name","articles_authors_authors_10_id","articles_authors_authors_11_affiliation","articles_authors_authors_11_authorUrl","articles_authors_authors_11_author_order","articles_authors_authors_11_full_name","articles_authors_authors_11_id","articles_authors_authors_12_affiliation","articles_authors_authors_12_authorUrl","articles_authors_authors_12_author_order","articles_authors_authors_12_full_name","articles_authors_authors_12_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_affiliation","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_author_terms_terms_9","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_is_number","articles_issn","articles_issue","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title","articles_volume" 
"A Bayesian view of data interpretation suggests that a visualization user should update their existing beliefs about a parameter's value in accordance with the amount of information about the parameter value captured by the new observations. Extending recent work applying Bayesian models to understand and evaluate belief updating from visualizations, we show how the predictions of Bayesian inference can be used to guide more rational belief updating. We design a Bayesian inference-assisted uncertainty analogy that numerically relates uncertainty in observed data to the user's subjective uncertainty, and a posterior visualization that prescribes how a user should update their beliefs given their prior beliefs and the observed data. In a pre-registered experiment on 4,800 people, we find that when a newly observed data sample is relatively small (N=158), both techniques reliably improve people's Bayesian updating on average compared to the current best practice of visualizing uncertainty in the observed data. For large data samples (N=5208), where people's updated beliefs tend to deviate more strongly from the prescriptions of a Bayesian model, we find evidence that the effectiveness of the two forms of Bayesian assistance may depend on people's proclivity toward trusting the source of the data. We discuss how our results provide insight into individual processes of belief updating and subjective uncertainty, and how understanding these aspects of interpretation paves the way for more sophisticated interactive visualizations for analysis and communication.","https://ieeexplore.ieee.org/document/9216507/","LOCKED","9216507","University of Washington","https://ieeexplore.ieee.org/author/37086229639","1","Yea-Seul Kim","37086229639","","","","","","","","","","","","","","","","Northwestern University","https://ieeexplore.ieee.org/author/37088655426","2","Paula Kayongo","37088655426","University of Pennsylvania","https://ieeexplore.ieee.org/author/37088655449","3","Madeleine Grunde-McLaughlin","37088655449","University of Washington","https://ieeexplore.ieee.org/author/38016234500","4","Jessica Hullman","38016234500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2020.3028984","999","https://ieeexplore.ieee.org/document/9216507/","Bayesian cognition","Belief updating","Uncertainty visualization","Adaptive visualization","","","","","","","Bayes methods","Data visualization","Uncertainty","Data models","Cognition","Mathematical model","Predictive models","9340023","2160-9306","2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9216507","Feb. 2021","2945","IEEE Transactions on Visualization and Computer Graphics","2021","IEEE","43","989","Bayesian-Assisted Inference from Visualized Data","27"
"Program developers spend significant time on optimizing and tuning programs. During this iterative process, they apply optimizations, analyze the resulting code, and modify the compilation until they are satisfied. Understanding what the compiler did with the code is crucial to this process but is very time-consuming and labor-intensive. Users need to navigate through thousands of lines of binary code and correlate it to source code concepts to understand the results of the compilation and to identify optimizations. We present a design study in collaboration with program developers and performance analysts. Our collaborators work with various artifacts related to the program such as binary code, source code, control flow graphs, and call graphs. Through interviews, feedback, and pair-analytics sessions, we analyzed their tasks and workflow. Based on this task analysis and through a human-centric design process, we designed a visual analytics system Compilation Navigator (CcNav) to aid exploration of the effects of compiler optimizations on the program. CcNav provides a streamlined workflow and a unified context that integrates disparate artifacts. CcNav supports consistent interactions across all the artifacts making it easy to correlate binary code with source code concepts. CcNav enables users to navigate and filter large binary code to identify and summarize optimizations such as inlining, vectorization, loop unrolling, and code hoisting. We evaluate CcNav through guided sessions and semi-structured interviews. We reflect on our design process, particularly the immersive elements, and on the transferability of design studies through our experience with a previous design study on program analysis.","https://ieeexplore.ieee.org/document/9222367/","LOCKED","9222367","University of Arizona","https://ieeexplore.ieee.org/author/37088655856","1","Sabin Devkota","37088655856","","","","","","","","","","","","","","","","LLNL","https://ieeexplore.ieee.org/author/37088655834","2","Pascal Aschwanden","37088655834","LLNL","https://ieeexplore.ieee.org/author/37088656504","3","Adam Kunen","37088656504","LLNL","https://ieeexplore.ieee.org/author/37901041300","4","Matthew Legendre","37901041300","University of Arizona","https://ieeexplore.ieee.org/author/38490580100","5","Katherine E. Isaacs","38490580100","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2020.3030357","677","https://ieeexplore.ieee.org/document/9222367/","Design study","program analysis","compilation","binary code","transferability","immersion","","","","","Optimization","Tools","Visualization","Binary codes","Navigation","Task analysis","Debugging","9340023","2160-9306","2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9222367","Feb. 2021","2945","IEEE Transactions on Visualization and Computer Graphics","2021","IEEE","44","667","CcNav: Understanding Compiler Optimizations in Binary Code","27"
"The daily routine of criminal investigators consists of a thorough analysis of highly complex and heterogeneous data of crime cases. Such data can consist of case descriptions, testimonies, criminal networks, spatial and temporal information, and virtually any other data that is relevant for the case. Criminal investigators work under heavy time pressure to analyze the data for relationships, propose and verify several hypotheses, and derive conclusions, while the data can be incomplete or inconsistent and is changed and updated throughout the investigation, as new findings are added to the case. Based on a four-year intense collaboration with criminalists, we present a conceptual design for a visual tool supporting the investigation workflow and Visilant, a web-based tool for the exploration and analysis of criminal data guided by the proposed design. Visilant aims to support namely the exploratory part of the investigation pipeline, from case overview, through exploration and hypothesis generation, to the case presentation. Visilant tracks the reasoning process and as the data is changing, it informs investigators which hypotheses are affected by the data change and should be revised. The tool was evaluated by senior criminology experts within two sessions and their feedback is summarized in the paper. Additional supplementary material contains the technical details and exemplary case study.","https://ieeexplore.ieee.org/document/9222116/","LOCKED","9222116","Masaryk University","https://ieeexplore.ieee.org/author/37088656049","1","Kristína Zákopčanová","37088656049","","","","","","","","","","","","","","","","Masaryk University","https://ieeexplore.ieee.org/author/37088656767","2","Marko Řeháček","37088656767","Masaryk University","https://ieeexplore.ieee.org/author/37088656664","3","Jozef Bátrna","37088656664","Masaryk University","https://ieeexplore.ieee.org/author/37088656562","4","Daniel Plakinger","37088656562","University of Bergen and Rainfall AS Bergen","https://ieeexplore.ieee.org/author/37085901852","5","Sergej Stoppel","37085901852","Masaryk University","https://ieeexplore.ieee.org/author/37085711031","6","Barbora Kozlíková","37085711031","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2020.3030356","890","https://ieeexplore.ieee.org/document/9222116/","Criminal investigation","visualization","network","exploration","interaction","tracking","diagram","","","","Visualization","Tools","Collaboration","Data visualization","Databases","Cognition","Computer crime","9340023","2160-9306","2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9222116","Feb. 2021","2945","IEEE Transactions on Visualization and Computer Graphics","2021","IEEE","45","881","Visilant: Visual Support for the Exploration and Analytical Process Tracking in Criminal Investigations","27"
"Shaded relief is an effective method for visualising terrain on topographic maps, especially when the direction of illumination is adapted locally to emphasise individual terrain features. However, digital shading algorithms are unable to fully match the expressiveness of hand-crafted masterpieces, which are created through a laborious process by highly specialised cartographers. We replicate hand-drawn relief shading using U-Net neural networks. The deep neural networks are trained with manual shaded relief images of the Swiss topographic map series and terrain models of the same area. The networks generate shaded relief that closely resemble hand-drawn shaded relief art. The networks learn essential design principles from manual relief shading such as removing unnecessary terrain details, locally adjusting the illumination direction to accentuate individual terrain features, and varying brightness to emphasise larger landforms. Neural network shadings are generated from digital elevation models in a few seconds, and a study with 18 relief shading experts found that they are of high quality.","https://ieeexplore.ieee.org/document/9222263/","LOCKED","9222263","Monash University, Melbourne","https://ieeexplore.ieee.org/author/38488917300","1","Bernhard Jenny","38488917300","","","","","","","","","","","","","","","","Institute of Cartography and Geoinformation, ETH, Zurich","https://ieeexplore.ieee.org/author/37077839500","2","Magnus Heitzler","37077839500","Monash University, Melbourne","https://ieeexplore.ieee.org/author/37088656749","3","Dilpreet Singh","37088656749","Institute of Cartography and Geoinformation, ETH, Zurich","https://ieeexplore.ieee.org/author/37088656069","4","Marianna Farmakis-Serebryakova","37088656069","Monash University, Melbourne","https://ieeexplore.ieee.org/author/37088656482","5","Jeffery Chieh Liu","37088656482","Institute of Cartography and Geoinformation, ETH, Zurich","https://ieeexplore.ieee.org/author/37088656932","6","Lorenz Hurni","37088656932","","","","","","","","","","","","","","","","","","","","","4","0","Journals","10.1109/TVCG.2020.3030456","1235","https://ieeexplore.ieee.org/document/9222263/","Relief shading","shaded relief","hillshade","neural rendering","illustrative visualisation","image-to-image translation","","","","","Neural networks","Lighting","Manuals","Rendering (computer graphics)","Digital elevation models","Computational modeling","Visualization","9340023","2160-9306","2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9222263","Feb. 2021","2945","IEEE Transactions on Visualization and Computer Graphics","2021","IEEE","46","1225","Cartographic Relief Shading with Neural Networks","27"
"Bar charts are among the most frequently used visualizations, in part because their position encoding leads them to convey data values precisely. Yet reproductions of single bars or groups of bars within a graph can be biased. Curiously, some previous work found that this bias resulted in an overestimation of reproduced data values, while other work found an underestimation. Across three empirical studies, we offer an explanation for these conflicting findings: this discrepancy is a consequence of the differing aspect ratios of the tested bar marks. Viewers are biased to remember a bar mark as being more similar to a prototypical square, leading to an overestimation of bars with a wide aspect ratio, and an underestimation of bars with a tall aspect ratio. Experiments 1 and 2 showed that the aspect ratio of the bar marks indeed influenced the direction of this bias. Experiment 3 confirmed that this pattern of misestimation bias was present for reproductions from memory, suggesting that this bias may arise when comparing values across sequential displays or views. We describe additional visualization designs that might be prone to this bias beyond bar charts (e.g., Mekko charts and treemaps), and speculate that other visual channels might hold similar biases toward prototypical values.","https://ieeexplore.ieee.org/document/9222047/","LOCKED","9222047","Northwestern University","https://ieeexplore.ieee.org/author/37087099982","1","Cristina R. Ceja","37087099982","","","","","","","","","","","","","","","","Northwestern University","https://ieeexplore.ieee.org/author/37088656408","2","Caitlyn M. McColeman","37088656408","Northwestern University","https://ieeexplore.ieee.org/author/37087102197","3","Cindy Xiong","37087102197","Northwestern University","https://ieeexplore.ieee.org/author/37077249100","4","Steven L. Franconeri","37077249100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","Journals","10.1109/TVCG.2020.3030422","1062","https://ieeexplore.ieee.org/document/9222047/","Memory biases","position estimation","bar charts","aspect ratio","area","","","","","","Bars","Image color analysis","Encoding","Visualization","Data visualization","Estimation","Prototypes","9340023","2160-9306","2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9222047","Feb. 2021","2945","IEEE Transactions on Visualization and Computer Graphics","2021","IEEE","47","1054","Truth or Square: Aspect Ratio Biases Recall of Position Encodings","27"
"Dynamic networks can be challenging to analyze visually, especially if they span a large time range during which new nodes and edges can appear and disappear. Although it is straightforward to provide interfaces for visualization that represent multiple states of the network (i.e., multiple timeslices) either simultaneously (e.g., through small multiples) or interactively (e.g., through interactive animation), these interfaces might not support tasks in which disjoint timeslices need to be compared. Since these tasks are key for understanding the dynamic aspects of the network, understanding which interactive visualizations best support these tasks is important. We present the results of a series of laboratory experiments comparing two traditional approaches (small multiples and interactive animation), with a more recent approach based on interactive timeslicing. The tasks were performed on a large display through a touch interface. Participants completed 24 trials of three tasks with all techniques. The results show that interactive timeslicing brings benefit when comparing distant points in time, but less benefits when analyzing contiguous intervals of time.","https://ieeexplore.ieee.org/document/9222301/","LOCKED","9222301","Dept. of Computer Science, Swansea University, Swansea University Medical School, UK","https://ieeexplore.ieee.org/author/37088655776","1","Alexandra Lee","37088655776","","","","","","","","","","","","","","","","Dept. of Computer Science, Swansea University, UK","https://ieeexplore.ieee.org/author/37396011500","2","Daniel Archambault","37396011500","Dept. of Computer Science, University of Victoria, Canada","https://ieeexplore.ieee.org/author/37086329318","3","Miguel A. Nacenta","37086329318","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2020.3030446","538","https://ieeexplore.ieee.org/document/9222301/","Dynamic networks","Information visualization","Large displays","","","","","","","","Animation","Data visualization","Navigation","Task analysis","Microsoft Windows","Visualization","Computer science","9340023","2160-9306","2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9222301","Feb. 2021","2945","IEEE Transactions on Visualization and Computer Graphics","2021","IEEE","48","528","The Effectiveness of Interactive Visualization Techniques for Time Navigation of Dynamic Graphs on Large Displays","27"
"In recent years, a wide variety of automated machine learning (AutoML) methods have been proposed to generate end-to-end ML pipelines. While these techniques facilitate the creation of models, given their black-box nature, the complexity of the underlying algorithms, and the large number of pipelines they derive, they are difficult for developers to debug. It is also challenging for machine learning experts to select an AutoML system that is well suited for a given problem. In this paper, we present the Pipeline Profiler, an interactive visualization tool that allows the exploration and comparison of the solution space of machine learning (ML) pipelines produced by AutoML systems. PipelineProfiler is integrated with Jupyter Notebook and can be combined with common data science tools to enable a rich set of analyses of the ML pipelines, providing users a better understanding of the algorithms that generated them as well as insights into how they can be improved. We demonstrate the utility of our tool through use cases where PipelineProfiler is used to better understand and improve a real-world AutoML system. Furthermore, we validate our approach by presenting a detailed analysis of a think-aloud experiment with six data scientists who develop and evaluate AutoML tools.","https://ieeexplore.ieee.org/document/9222086/","LOCKED","9222086","New York University","https://ieeexplore.ieee.org/author/37085831490","1","Jorge Piazentin Ono","37085831490","","","","","","","","","","","","","","","","New York University","https://ieeexplore.ieee.org/author/37088655635","2","Sonia Castelo","37088655635","New York University","https://ieeexplore.ieee.org/author/37088656656","3","Roque Lopez","37088656656","New York University","https://ieeexplore.ieee.org/author/38267713800","4","Enrico Bertini","38267713800","New York University","https://ieeexplore.ieee.org/author/37283149600","5","Juliana Freire","37283149600","New York University","https://ieeexplore.ieee.org/author/37086888182","6","Claudio Silva","37086888182","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2020.3030361","400","https://ieeexplore.ieee.org/document/9222086/","Automatic Machine Learning","Pipeline Visualization","Model Evaluation","","","","","","","","Pipelines","Tools","Visual analytics","Machine learning","Data visualization","Search problems","Correlation","9340023","2160-9306","2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9222086","Feb. 2021","2945","IEEE Transactions on Visualization and Computer Graphics","2021","IEEE","49","390","PipelineProfiler: A Visual Analytics Tool for the Exploration of AutoML Pipelines","27"
"Pathogen outbreaks (i.e., outbreaks of bacteria and viruses) in hospitals can cause high mortality rates and increase costs for hospitals significantly. An outbreak is generally noticed when the number of infected patients rises above an endemic level or the usual prevalence of a pathogen in a defined population. Reconstructing transmission pathways back to the source of an outbreak - the patient zero or index patient - requires the analysis of microbiological data and patient contacts. This is often manually completed by infection control experts. We present a novel visual analytics approach to support the analysis of transmission pathways, patient contacts, the progression of the outbreak, and patient timelines during hospitalization. Infection control experts applied our solution to a real outbreak of Klebsiella pneumoniae in a large German hospital. Using our system, our experts were able to scale the analysis of transmission pathways to longer time intervals (i.e., several years of data instead of days) and across a larger number of wards. Also, the system is able to reduce the analysis time from days to hours. In our final study, feedback from twenty-five experts from seven German hospitals provides evidence that our solution brings significant benefits for analyzing outbreaks.","https://ieeexplore.ieee.org/document/9286903/","LOCKED","9286903","TU Darmstadt, Darmstadt, Germany","https://ieeexplore.ieee.org/author/37088656048","1","T. Baumgartl","37088656048","University Hospital Heidelberg, Heidelberg, Germany","https://ieeexplore.ieee.org/author/37088656573","11","N. T. Mutters","37088656573","L. Reichertz Institute for Medical Informatics, Hannover, Germany","https://ieeexplore.ieee.org/author/37088655521","12","Highmed Consortium","37088655521","TU Darmstadt, Darmstadt, Germany","https://ieeexplore.ieee.org/author/37085881369","13","T. Von Landesberger","37085881369","University Hospital Heidelberg, Heidelberg, Germany","https://ieeexplore.ieee.org/author/37088656269","2","M. Petzold","37088656269","TU Darmstadt, Darmstadt, Germany","https://ieeexplore.ieee.org/author/37086172547","3","M. Wunderlich","37086172547","TU Darmstadt, Darmstadt, Germany","https://ieeexplore.ieee.org/author/37088655816","4","M. Hohn","37088655816","Swansea University, Swansea, United Kingdom","https://ieeexplore.ieee.org/author/37396011500","5","D. Archambault","37396011500","University Hospital Heidelberg, Heidelberg, Germany","https://ieeexplore.ieee.org/author/37088656004","6","M. Lieser","37088656004","TU Dresden, Dresden, Germany","https://ieeexplore.ieee.org/author/37088656050","7","A. Dalpke","37088656050","University Medicine Gottingen, Universitat Gottingen, Germany","https://ieeexplore.ieee.org/author/37088656880","8","S. Scheithauer","37088656880","L. Reichertz Institute for Medical Informatics, Hannover, Germany","https://ieeexplore.ieee.org/author/37695154100","9","M. Marschollek","37695154100","University Hospital Heidelberg, Heidelberg, Germany","https://ieeexplore.ieee.org/author/37088656094","10","V. M. Eichel","37088656094","0","0","Journals","10.1109/TVCG.2020.3030437","721","https://ieeexplore.ieee.org/document/9286903/","dynamic networks","visualization applications","health","medicine","outbreak","Klebsiella","infection control","","","","Hospitals","Pathogens","Data visualization","Task analysis","Visual analytics","Statistics","Sociology","9340023","2160-9306","2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9286903","Feb. 2021","2945","IEEE Transactions on Visualization and Computer Graphics","2021","IEEE","50","711","In Search of Patient Zero: Visual Analytics of Pathogen Transmission Pathways in Hospitals","27"
"To address the problem of ever-growing scientific data sizes making data movement a major hindrance to analysis, we introduce a novel encoding for scalar fields: a unified tree of resolution and precision, specifically constructed so that valid cuts correspond to sensible approximations of the original field in the precision-resolution space. Furthermore, we introduce a highly flexible encoding of such trees that forms a parameterized family of data hierarchies. We discuss how different parameter choices lead to different trade-offs in practice, and show how specific choices result in known data representation schemes such as zfp [52], idx [58], and jpeg2000 [76]. Finally, we provide system-level details and empirical evidence on how such hierarchies facilitate common approximate queries with minimal data movement and time, using real-world data sets ranging from a few gigabytes to nearly a terabyte in size. Experiments suggest that our new strategy of combining reductions in resolution and precision is competitive with state-of-the-art compression techniques with respect to data quality, while being significantly more flexible and orders of magnitude faster, and requiring significantly reduced resources.","https://ieeexplore.ieee.org/document/9222049/","LOCKED","9222049","SCI Institute, University of Utah","https://ieeexplore.ieee.org/author/37086323906","1","Duong Hoang","37086323906","","","","","","","","","","","","","","","","Tulane Universiy","https://ieeexplore.ieee.org/author/38288824300","2","Brian Summa","38288824300","Lawrence Livermore National LaboratoryCenter for Applied Scientific Computing","https://ieeexplore.ieee.org/author/37863152400","3","Harsh Bhatia","37863152400","Lawrence Livermore National LaboratoryCenter for Applied Scientific Computing","https://ieeexplore.ieee.org/author/37269320000","4","Peter Lindstrom","37269320000","SCI Institute, University of Utah","https://ieeexplore.ieee.org/author/37085718422","5","Pavol Klacansky","37085718422","SCI Institute, University of Utah","https://ieeexplore.ieee.org/author/37085735276","6","Will Usher","37085735276","Lawrence Livermore National LaboratoryCenter for Applied Scientific Computing","https://ieeexplore.ieee.org/author/37564112000","7","Peer-Timo Bremer","37564112000","SCI Institute, University of Utah","https://ieeexplore.ieee.org/author/37284312600","8","Valerio Pascucci","37284312600","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2020.3030381","613","https://ieeexplore.ieee.org/document/9222049/","scalar field","large-scale data","data compression","multiresolution","wavelet transform","coarse approximation","","","","","Decoding","Spatial resolution","Layout","Wavelet transforms","Encoding","Data models","","9340023","2160-9306","2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9222049","Feb. 2021","2945","IEEE Transactions on Visualization and Computer Graphics","2021","IEEE","51","603","Efficient and Flexible Hierarchical Data Layouts for a Unified Encoding of Scalar Field Precision and Resolution","27"
"The fundamental motivation of the proposed work is to present a new visualization-guided computing paradigm to combine direct 3D volume processing and volume rendered clues for effective 3D exploration. For example, extracting and visualizing microstructures in-vivo have been a long-standing challenging problem. However, due to the high sparseness and noisiness in cerebrovasculature data as well as highly complex geometry and topology variations of micro vessels, it is still extremely challenging to extract the complete 3D vessel structure and visualize it in 3D with high fidelity. In this paper, we present an end-to-end deep learning method, VC-Net, for robust extraction of 3D microvascular structure through embedding the image composition, generated by maximum intensity projection (MIP), into the 3D volumetric image learning process to enhance the overall performance. The core novelty is to automatically leverage the volume visualization technique (e.g., MIP - a volume rendering scheme for 3D volume images) to enhance the 3D data exploration at the deep learning level. The MIP embedding features can enhance the local vessel signal (through canceling out the noise) and adapt to the geometric variability and scalability of vessels, which is of great importance in microvascular tracking. A multi-stream convolutional neural network (CNN) framework is proposed to effectively learn the 3D volume and 2D MIP feature vectors, respectively, and then explore their inter-dependencies in a joint volume-composition embedding space by unprojecting the 2D feature vectors into the 3D volume embedding space. It is noted that the proposed framework can better capture the small/micro vessels and improve the vessel connectivity. To our knowledge, this is the first time that a deep learning framework is proposed to construct a joint convolutional embedding space, where the computed vessel probabilities from volume rendering based 2D projection and 3D volume can be explored and integrated synergistically. Experimental results are evaluated and compared with the traditional 3D vessel segmentation methods and the state-of-the-art in deep learning, by using extensive public and real patient (micro- )cerebrovascular image datasets. The application of this accurate segmentation and visualization of sparse and complicated 3D microvascular structure facilitated by our method demonstrates the potential in a powerful MR arteriogram and venogram diagnosis of vascular disease.","https://ieeexplore.ieee.org/document/9222053/","LOCKED","9222053","Department of Radiology, Wayne State University, Detroit, MI","https://ieeexplore.ieee.org/author/37087101985","1","Yifan Wang","37087101985","","","","","","","","","","","","","","","","Department of Computer Science, Wayne State University, Detroit, MI","https://ieeexplore.ieee.org/author/37088655896","2","Guoli Yan","37088655896","Department of Computer Science, Wayne State University, Detroit, MI","https://ieeexplore.ieee.org/author/37088656650","3","Haikuan Zhu","37088656650","Department of Radiology, Wayne State University, Detroit, MI","https://ieeexplore.ieee.org/author/37088656730","4","Sagar Buch","37088656730","Department of Computer Science, Wayne State University, Detroit, MI","https://ieeexplore.ieee.org/author/37088656799","5","Ying Wang","37088656799","Department of Radiology, Wayne State University, Detroit, MI","https://ieeexplore.ieee.org/author/37372968700","6","Ewart Mark Haacke","37372968700","Department of Computer Science, Wayne State University, Detroit, MI","https://ieeexplore.ieee.org/author/37285799200","7","Jing Hua","37285799200","Department of Computer Science, Wayne State University, Detroit, MI","https://ieeexplore.ieee.org/author/37085891560","8","Zichun Zhong","37085891560","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2020.3030374","1311","https://ieeexplore.ieee.org/document/9222053/","Deep neural network","3D cerebrovascular segmentation and visualization","maximum intensity projection (MIP)","joint embedding","","","","","","","Three-dimensional displays","Image segmentation","Two dimensional displays","Data visualization","Deep learning","Rendering (computer graphics)","Feature extraction","9340023","2160-9306","2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9222053","Feb. 2021","2945","IEEE Transactions on Visualization and Computer Graphics","2021","IEEE","52","1301","VC-Net: Deep Volume-Composition Networks for Segmentation and Visualization of Highly Sparse and Noisy Image Data","27"
"Segmenting biologging time series of animals on multiple temporal scales is an essential step that requires complex techniques with careful parameterization and possibly cross-domain expertise. Yet, there is a lack of visual-interactive tools that strongly support such multi-scale segmentation. To close this gap, we present our MultiSegVA platform for interactively defining segmentation techniques and parameters on multiple temporal scales. MultiSegVA primarily contributes tailored, visual-interactive means and visual analytics paradigms for segmenting unlabeled time series on multiple scales. Further, to flexibly compose the multi-scale segmentation, the platform contributes a new visual query language that links a variety of segmentation techniques. To illustrate our approach, we present a domain-oriented set of segmentation techniques derived in collaboration with movement ecologists. We demonstrate the applicability and usefulness of MultiSegVA in two real-world use cases from movement ecology, related to behavior analysis after environment-aware segmentation, and after progressive clustering. Expert feedback from movement ecologists shows the effectiveness of tailored visual-interactive means and visual analytics paradigms at segmenting multi-scale data, enabling them to perform semantically meaningful analyses. A third use case demonstrates that MultiSegVA is generalizable to other domains.","https://ieeexplore.ieee.org/document/9224197/","LOCKED","9224197","University of Konstanz, Germany","https://ieeexplore.ieee.org/author/37088585538","1","Philipp Meschenmoser","37088585538","","","","","","","","","","","","","","","","University of Konstanz, Germany","https://ieeexplore.ieee.org/author/38233607000","2","Juri F. Buchmüller","38233607000","University of Konstanz, Germany","https://ieeexplore.ieee.org/author/37085831457","3","Daniel Seebacher","37085831457","Max Planck Institute of Animal Behavior, Germany","https://ieeexplore.ieee.org/author/37088437216","4","Martin Wikelski","37088437216","University of Konstanz, Germany","https://ieeexplore.ieee.org/author/37283138700","5","Daniel A. Keim","37283138700","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","Journals","10.1109/TVCG.2020.3030386","1633","https://ieeexplore.ieee.org/document/9224197/","Visual analytics","time series segmentation","multi-scale analyses","movement ecology","","","","","","","Time series analysis","Animals","Ecology","Task analysis","Hidden Markov models","Visualization","","9340023","2160-9306","2","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9224197","Feb. 2021","2945","IEEE Transactions on Visualization and Computer Graphics","2021","IEEE","53","1623","MultiSegVA: Using Visual Analytics to Segment Biologging Time Series on Multiple Scales","27"
