"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_citing_paper_count","articles_citing_patent_count","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_is_number","articles_issn","articles_issue","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title","articles_volume" 
"We present the design and evaluation of FI3D, a direct-touch data exploration technique for 3D visualization spaces. The exploration of three-dimensional data is core to many tasks and domains involving scientific visualizations. Thus, effective data navigation techniques are essential to enable comprehension, understanding, and analysis of the information space. While evidence exists that touch can provide higher-bandwidth input, somesthetic information that is valuable when interacting with virtual worlds, and awareness when working in collaboration, scientific data exploration in 3D poses unique challenges to the development of effective data manipulations. We present a technique that provides touch interaction with 3D scientific data spaces in 7 DOF. This interaction does not require the presence of dedicated objects to constrain the mapping, a design decision important for many scientific datasets such as particle simulations in astronomy or physics. We report on an evaluation that compares the technique to conventional mouse-based interaction. Our results show that touch interaction is competitive in interaction speed for translation and integrated interaction, is easy to learn and use, and is preferred for exploration and wayfinding tasks. To further explore the applicability of our basic technique for other types of scientific visualizations we present a second case study, adjusting the interaction to the illustrative visualization of fiber tracts of the brain and the manipulation of cutting planes in this context.","https://ieeexplore.ieee.org/document/5613504/","LOCKED","5613504","University of Groningen","https://ieeexplore.ieee.org/author/37593898200","1","Lingyun Yu","37593898200","University of Groningen","https://ieeexplore.ieee.org/author/37591151000","2","Pjotr Svetachov","37591151000","INRIA","https://ieeexplore.ieee.org/author/37591317800","3","Petra Isenberg","37591317800","University of Groningen","https://ieeexplore.ieee.org/author/37591149600","4","Maarten H. Everts","37591149600","University of Groningen","https://ieeexplore.ieee.org/author/37297057400","5","Tobias Isenberg","37297057400","","","","","","","","","","","","","","","","","","","","","34","4","Journals","10.1109/TVCG.2010.157","1622","https://ieeexplore.ieee.org/document/5613504/","Direct-touch interaction","wall displays","3D navigation and exploration","evaluation","illustrative visualization","","","","","Three dimensional displays","Data visualization","Mice","Aerospace electronics","Space exploration","Navigation","Solid modeling","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613504","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","22","1613","FI3D: Direct-Touch Interaction for the Exploration of 3D Scientific Visualization Spaces","16"
"Most multidimensional projection techniques rely on distance (dissimilarity) information between data instances to embed high-dimensional data into a visual space. When data are endowed with Cartesian coordinates, an extra computational effort is necessary to compute the needed distances, making multidimensional projection prohibitive in applications dealing with interactivity and massive data. The novel multidimensional projection technique proposed in this work, called Part-Linear Multidimensional Projection (PLMP), has been tailored to handle multivariate data represented in Cartesian high-dimensional spaces, requiring only distance information between pairs of representative samples. This characteristic renders PLMP faster than previous methods when processing large data sets while still being competitive in terms of precision. Moreover, knowing the range of variation for data instances in the high-dimensional space, we can make PLMP a truly streaming data projection technique, a trait absent in previous methods.","https://ieeexplore.ieee.org/document/5613468/","LOCKED","5613468","Universidade de São Paulo (USP)","https://ieeexplore.ieee.org/author/37590969400","1","Fernando V. Paulovich","37590969400","University of Utah","https://ieeexplore.ieee.org/author/37275249200","2","Claudio T. Silva","37275249200","Universidade de São Paulo (USP)","https://ieeexplore.ieee.org/author/37590974800","3","Luis G. Nonato","37590974800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53","0","Journals","10.1109/TVCG.2010.207","1290","https://ieeexplore.ieee.org/document/5613468/","Dimensionality Reduction","Projection Methods","Visual Data Mining","Streaming Technique","","","","","","Visualization","Stress","Complexity theory","Principal component analysis","Equations","Approximation methods","Force","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613468","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","23","1281","Two-Phase Mapping for Projecting Massive Data Sets","16"
"Conveying data uncertainty in visualizations is crucial for preventing viewers from drawing conclusions based on untrustworthy data points. This paper proposes a methodology for efficiently generating density plots of uncertain multivariate data sets that draws viewers to preattentively identify values of high certainty while not calling attention to uncertain values. We demonstrate how to augment scatter plots and parallel coordinates plots to incorporate statistically modeled uncertainty and show how to integrate them with existing multivariate analysis techniques, including outlier detection and interactive brushing. Computing high quality density plots can be expensive for large data sets, so we also describe a probabilistic plotting technique that summarizes the data without requiring explicit density plot computation. These techniques have been useful for identifying brain tumors in multivariate magnetic resonance spectroscopy data and we describe how to extend them to visualize ensemble data sets.","https://ieeexplore.ieee.org/document/5613435/","LOCKED","5613435","UNC Chapel Hill","https://ieeexplore.ieee.org/author/37593630400","1","David Feng","37593630400","UNC Chapel Hill","https://ieeexplore.ieee.org/author/37590983500","2","Lester Kwock","37590983500","UNC Chapel Hill","https://ieeexplore.ieee.org/author/37600714800","3","Yueh Lee","37600714800","UNC Chapel Hill","https://ieeexplore.ieee.org/author/38183525100","4","Russell Taylor","38183525100","","","","","","","","","","","","","","","","","","","","","","","","","","39","0","Journals","10.1109/TVCG.2010.176","989","https://ieeexplore.ieee.org/document/5613435/","Uncertainty visualization","brushing","scatter plots","parallel coordinates","multivariate data","","","","","Data visualization","Uncertainty","Gaussian distribution","Visualization","Correlation","Spectroscopy","","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613435","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","24","980","Matching Visual Saliency to Confidence in Plots of Uncertain Data","16"
"Many visualization applications benefit from displaying content on real-world objects rather than on a traditional display (e.g., a monitor). This type of visualization display is achieved by projecting precisely controlled illumination from multiple projectors onto the real-world colored objects. For such a task, the placement of the projectors is critical in assuring that the desired visualization is possible. Using ad hoc projector placement may cause some appearances to suffer from color shifting due to insufficient projector light radiance being exposed onto the physical surface. This leads to an incorrect appearance and ultimately to a false and potentially misleading visualization. In this paper, we present a framework to discover the optimal position and orientation of the projectors for such projection-based visualization displays. An optimal projector placement should be able to achieve the desired visualization with minimal projector light radiance. When determining optimal projector placement, object visibility, surface reflectance properties, and projector-surface distance and orientation need to be considered. We first formalize a theory for appearance editing image formation and construct a constrained linear system of equations that express when a desired novel appearance or visualization is possible given a geometric and surface reflectance model of the physical surface. Then, we show how to apply this constrained system in an adaptive search to efficiently discover the optimal projector placement which achieves the desired appearance. Constraints can be imposed on the maximum radiance allowed by the projectors and the projectors' placement to support specific goals of various visualization applications. We perform several real-world and simulated appearance edits and visualizations to demonstrate the improvement obtained by our discovered projector placement over ad hoc projector placement.","https://ieeexplore.ieee.org/document/5613506/","LOCKED","5613506","Dept. of Comput. Sci., Purdue Univ., West Lafayette, IN, USA","https://ieeexplore.ieee.org/author/37593749400","1","Alvin J. Law","37593749400","Dept. of Comput. Sci., Purdue Univ., West Lafayette, IN, USA","https://ieeexplore.ieee.org/author/37270561900","2","Daniel G. Aliaga","37270561900","Dept. of Comput. Sci., Univ. of California Irvine, Irvine, CA, USA","https://ieeexplore.ieee.org/author/37408075400","3","Aditi Majumder","37408075400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","0","Journals","10.1109/TVCG.2010.189","1641","https://ieeexplore.ieee.org/document/5613506/","large and High-resolution Displays","Interaction Design","Mobile and Ubiquitous Visualization","","","","","","","Visualization","Pixel","Equations","Image color analysis","Mathematical model","Linear systems","Planning","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613506","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","25","1633","Projector Placement Planning for High Quality Visualizations on Real-World Colored Objects","16"
"Insight into the dynamics of blood-flow considerably improves the understanding of the complex cardiovascular system and its pathologies. Advances in MRI technology enable acquisition of 4D blood-flow data, providing quantitative blood-flow velocities over time. The currently typical slice-by-slice analysis requires a full mental reconstruction of the unsteady blood-flow field, which is a tedious and highly challenging task, even for skilled physicians. We endeavor to alleviate this task by means of comprehensive visualization and interaction techniques. In this paper we present a framework for pre-clinical cardiovascular research, providing tools to both interactively explore the 4D blood-flow data and depict the essential blood-flow characteristics. The framework encompasses a variety of visualization styles, comprising illustrative techniques as well as improved methods from the established field of flow visualization. Each of the incorporated styles, including exploded planar reformats, flow-direction highlights, and arrow-trails, locally captures the blood-flow dynamics and may be initiated by an interactively probed vessel cross-section. Additionally, we present the results of an evaluation with domain experts, measuring the value of each of the visualization styles and related rendering parameters.","https://ieeexplore.ieee.org/document/5613474/","LOCKED","5613474","Eindhoven University of Technology","https://ieeexplore.ieee.org/author/37390973400","1","Roy van Pelt","37390973400","Philips Healthcare","https://ieeexplore.ieee.org/author/37591606800","2","Javier Oliván Bescós","37591606800","Philips Healthcare","https://ieeexplore.ieee.org/author/37374875300","3","Marcel Breeuwer","37374875300","King's College London; Guy's and St Thomas' NHS foundation","https://ieeexplore.ieee.org/author/37603313200","4","Rachel E. Clough","37603313200","Vienna University of Technology","https://ieeexplore.ieee.org/author/37282552200","5","M. Eduard Gröller","37282552200","Eindhoven University of Technology","https://ieeexplore.ieee.org/author/37087285531","6","Bart ter Haar Romenij","37087285531","Eindhoven University of Technology","https://ieeexplore.ieee.org/author/37282551500","7","Anna Vilanova","37282551500","","","","","","","","","","","32","3","Journals","10.1109/TVCG.2010.153","1347","https://ieeexplore.ieee.org/document/5613474/","4D MRI blood-flow","Probing","Flow visualization","Illustrative visualization","Phase-contrast cine MRI","","","","","Data visualization","Magnetic resonance imaging","Visualization","Context","Medical services","Image color analysis","Image reconstruction","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613474","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","26","1339","Exploration of 4D MRI Blood Flow using Stylistic Visualization","16"
"Although previous research has suggested that examining the interplay between internal and external representations can benefit our understanding of the role of information visualization (InfoVis) in human cognitive activities, there has been little work detailing the nature of internal representations, the relationship between internal and external representations and how interaction is related to these representations. In this paper, we identify and illustrate a specific kind of internal representation, mental models, and outline the high-level relationships between mental models and external visualizations. We present a top-down perspective of reasoning as model construction and simulation, and discuss the role of visualization in model based reasoning. From this perspective, interaction can be understood as active modeling for three primary purposes: external anchoring, information foraging, and cognitive offloading. Finally we discuss the implications of our approach for design, evaluation and theory development.","https://ieeexplore.ieee.org/document/5613437/","LOCKED","5613437","Georgia Institute of Technology","https://ieeexplore.ieee.org/author/37592993600","1","Zhicheng Liu","37592993600","Georgia Institute of Technology","https://ieeexplore.ieee.org/author/37267736900","2","John Stasko","37267736900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","0","Journals","10.1109/TVCG.2010.177","1008","https://ieeexplore.ieee.org/document/5613437/","mental model","model-based reasoning","distributed cognition","interaction","theory","information visualization","","","","Cognitive science","Cognition","Visualization","Data visualization","Computational modeling","Brain modeling","Humans","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613437","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","27","999","Mental Models, Visual Reasoning and Interaction in Information Visualization: A Top-down Perspective","16"
"The non-data components of a visualization, such as axes and legends, can often be just as important as the data itself. They provide contextual information essential to interpreting the data. In this paper, we describe an automated system for choosing positions and labels for axis tick marks. Our system extends Wilkinson's optimization-based labeling approach to create a more robust, full-featured axis labeler. We define an expanded space of axis labelings by automatically generating additional nice numbers as needed and by permitting the extreme labels to occur inside the data range. These changes provide flexibility in problematic cases, without degrading quality elsewhere. We also propose an additional optimization criterion, legibility, which allows us to simultaneously optimize over label formatting, font size, and orientation. To solve this revised optimization problem, we describe the optimization function and an efficient search algorithm. Finally, we compare our method to previous work using both quantitative and qualitative metrics. This paper is a good example of how ideas from automated graphic design can be applied to information visualization.","https://ieeexplore.ieee.org/document/5613441/","LOCKED","5613441","Stanford University","https://ieeexplore.ieee.org/author/37604514900","1","Justin Talbot","37604514900","Stanford University","https://ieeexplore.ieee.org/author/37594968800","2","Sharon Lin","37594968800","Stanford University","https://ieeexplore.ieee.org/author/37349803800","3","Pat Hanrahan","37349803800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","0","Journals","10.1109/TVCG.2010.130","1043","https://ieeexplore.ieee.org/document/5613441/","axis labeling","nice numbers","","","","","","","","Labeling","Optimization","Measurement","Visualization","Search problems","Layout","","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613441","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","28","1036","An Extension of Wilkinson’s Algorithm for Positioning Tick Labels on Axes","16"
"Although direct volume rendering is established as a powerful tool for the visualization of volumetric data, efficient and reliable feature detection is still an open topic. Usually, a tradeoff between fast but imprecise classification schemes and accurate but time-consuming segmentation techniques has to be made. Furthermore, the issue of uncertainty introduced with the feature detection process is completely neglected by the majority of existing approaches.In this paper we propose a guided probabilistic volume segmentation approach that focuses on the minimization of uncertainty. In an iterative process, our system continuously assesses uncertainty of a random walker-based segmentation in order to detect regions with high ambiguity, to which the user's attention is directed to support the correction of potential misclassifications. This reduces the risk of critical segmentation errors and ensures that information about the segmentation's reliability is conveyed to the user in a dependable way. In order to improve the efficiency of the segmentation process, our technique does not only take into account the volume data to be segmented, but also enables the user to incorporate classification information. An interactive workflow has been achieved by implementing the presented system on the GPU using the OpenCL API. Our results obtained for several medical data sets of different modalities, including brain MRI and abdominal CT, demonstrate the reliability and efficiency of our approach.","https://ieeexplore.ieee.org/document/5613476/","LOCKED","5613476","University of Münster","https://ieeexplore.ieee.org/author/37591258700","1","Jorg-Stefan Prassni","37591258700","University of Münster","https://ieeexplore.ieee.org/author/37295281400","2","Timo Ropinski","37295281400","University of Münster","https://ieeexplore.ieee.org/author/37267218300","3","Klaus Hinrichs","37267218300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","2","Journals","10.1109/TVCG.2010.208","1365","https://ieeexplore.ieee.org/document/5613476/","volume segmentation","uncertainty","classification","random walker","","","","","","Uncertainty","Image segmentation","Three dimensional displays","Probabilistic logic","Visualization","Data visualization","Transfer functions","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613476","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","29","1358","Uncertainty-Aware Guided Volume Segmentation","16"
"The analysis of multi-timepoint whole-body small animal CT data is greatly complicated by the varying posture of the subject at different timepoints. Due to these variations, correctly relating and comparing corresponding regions of interest is challenging.In addition, occlusion may prevent effective visualization of these regions of interest. To address these problems, we have developed a method that fully automatically maps the data to a standardized layout of sub-volumes, based on an articulated atlas registration.We have dubbed this process articulated planar reformation, or APR. A sub-volume can be interactively selected for closer inspection and can be compared with the corresponding sub-volume at the other timepoints, employing a number of different comparative visualization approaches. We provide an additional tool that highlights possibly interesting areas based on the change of bone density between timepoints. Furthermore we allow visualization of the local registration error, to give an indication of the accuracy of the registration. We have evaluated our approach on a case that exhibits cancer-induced bone resorption.","https://ieeexplore.ieee.org/document/5613480/","LOCKED","5613480","","https://ieeexplore.ieee.org/author/37604050900","1","Peter Kok","37604050900","","https://ieeexplore.ieee.org/author/37294120400","2","Martin Baiker","37294120400","","https://ieeexplore.ieee.org/author/37270169100","3","Emile A. Hendriks","37270169100","","https://ieeexplore.ieee.org/author/37295045800","4","Frits H. Post","37295045800","","https://ieeexplore.ieee.org/author/37294125100","5","Jouke Dijkstra","37294125100","","https://ieeexplore.ieee.org/author/37294126000","6","Clemens W.G.M. Lowik","37294126000","","https://ieeexplore.ieee.org/author/37294130400","7","Boudewijn P.F. Lelieveldt","37294130400","","https://ieeexplore.ieee.org/author/37373834100","8","Charl P. Botha","37373834100","","","","","","19","0","Journals","10.1109/TVCG.2010.134","1404","https://ieeexplore.ieee.org/document/5613480/","small animal imaging","comparative visualization","multi-timepoint","molecular imaging","articulated planar reformation","","","","","Bones","Data visualization","Animals","Layout","Computed tomography","Transforms","","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613480","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","30","1396","Articulated Planar Reformation for Change Visualization in Small Animal Imaging","16"
"Interactive visualization requires the translation of data into a screen space of limited resolution. While currently ignored by most visualization models, this translation entails a loss of information and the introduction of a number of artifacts that can be useful, (e.g., aggregation, structures) or distracting (e.g., over-plotting, clutter) for the analysis. This phenomenon is observed in parallel coordinates, where overlapping lines between adjacent axes form distinct patterns, representing the relation between variables they connect. However, even for a small number of dimensions, the challenge is to effectively convey the relationships for all combinations of dimensions. The size of the dataset and a large number of dimensions only add to the complexity of this problem. To address these issues, we propose Pargnostics, parallel coordinates diagnostics, a model based on screen-space metrics that quantify the different visual structures. Pargnostics metrics are calculated for pairs of axes and take into account the resolution of the display as well as potential axis inversions. Metrics include the number of line crossings, crossing angles, convergence, overplotting, etc. To construct a visualization view, the user can pick from a ranked display showing pairs of coordinate axes and the structures between them, or examine all possible combinations of axes at once in a matrix display. Picking the best axes layout is an NP-complete problem in general, but we provide a way of automatically optimizing the display according to the user's preferences based on our metrics and model.","https://ieeexplore.ieee.org/document/5613439/","LOCKED","5613439","University of North Carolina at Charlotte","https://ieeexplore.ieee.org/author/37593202500","1","Aritra Dasgupta","37593202500","University of North Carolina at Charlotte","https://ieeexplore.ieee.org/author/37282563400","2","Robert Kosara","37282563400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76","0","Journals","10.1109/TVCG.2010.184","1026","https://ieeexplore.ieee.org/document/5613439/","Parallel Coordinates","metrics","display optimization","visualization models.","","","","","","Measurement","Data visualization","Histograms","Clutter","Optimization","Visualization","Pixel","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613439","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","31","1017","Pargnostics: Screen-Space Metrics for Parallel Coordinates","16"
"Understanding the diversity of a set of multivariate objects is an important problem in many domains, including ecology, college admissions, investing, machine learning, and others. However, to date, very little work has been done to help users achieve this kind of understanding. Visual representation is especially appealing for this task because it offers the potential to allow users to efficiently observe the objects of interest in a direct and holistic way. Thus, in this paper, we attempt to formalize the problem of visualizing the diversity of a large (more than 1000 objects), multivariate (more than 5 attributes) data set as one worth deeper investigation by the information visualization community. In doing so, we contribute a precise definition of diversity, a set of requirements for diversity visualizations based on this definition, and a formal user study design intended to evaluate the capacity of a visual representation for communicating diversity information. Our primary contribution, however, is a visual representation, called the Diversity Map, for visualizing diversity. An evaluation of the Diversity Map using our study design shows that users can judge elements of diversity consistently and as or more accurately than when using the only other representation specifically designed to visualize diversity.","https://ieeexplore.ieee.org/document/5613443/","LOCKED","5613443","Oregon State University","https://ieeexplore.ieee.org/author/37589653500","1","Tuan Pham","37589653500","Oregon State University","https://ieeexplore.ieee.org/author/37592340500","2","Rob Hess","37592340500","Oregon State University","https://ieeexplore.ieee.org/author/37593037400","3","Crystal Ju","37593037400","Oregon State University","https://ieeexplore.ieee.org/author/37398562200","4","Eugene Zhang","37398562200","Oregon State University","https://ieeexplore.ieee.org/author/37375030300","5","Ronald Metoyer","37375030300","","","","","","","","","","","","","","","","","","","","","17","8","Journals","10.1109/TVCG.2010.216","1062","https://ieeexplore.ieee.org/document/5613443/","information visualization","diversity","categorical data","multivariate data","evaluation","","","","","Data visualization","Visualization","Encoding","Histograms","Image color analysis","Three dimensional displays","Particle measurements","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613443","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","32","1053","Visualization of Diversity in Large Multivariate Data Sets","16"
"In this paper we present a novel anisotropic diffusion model targeted for 3D scalar field data. Our model preserves material boundaries as well as fine tubular structures while noise is smoothed out. One of the major novelties is the use of the directional second derivative to define material boundaries instead of the gradient magnitude for thresholding. This results in a diffusion model that has much lower sensitivity to the diffusion parameter and smoothes material boundaries consistently compared to gradient magnitude based techniques. We empirically analyze the stability and convergence of the proposed diffusion and demonstrate its de-noising capabilities for both analytic and real data. We also discuss applications in the context of volume rendering.","https://ieeexplore.ieee.org/document/5613478/","LOCKED","5613478","Simon Fraser University","","1","Zahid Hosssain","","Simon Fraser University","https://ieeexplore.ieee.org/author/37086891378","2","Torsten Moller","37086891378","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","1","Journals","10.1109/TVCG.2010.147","1385","https://ieeexplore.ieee.org/document/5613478/","Anisotropic diffusion","PDE","De-noising","Scale-Space","Principle Curvatures","","","","","Mathematical model","Three dimensional displays","Equations","Anisotropic magnetoresistance","Noise","Noise reduction","Rendering (computer graphics)","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613478","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","33","1376","Edge Aware Anisotropic Diffusion for 3D Scalar Data","16"
"Over the past few years, large human populations around the world have been affected by an increase in significant seismic activities. For both conducting basic scientific research and for setting critical government policies, it is crucial to be able to explore and understand seismic and geographical information obtained through all scientific instruments. In this work, we present a visual analytics system that enables explorative visualization of seismic data together with satellite-based observational data, and introduce a suite of visual analytical tools. Seismic and satellite data are integrated temporally and spatially. Users can select temporal ;and spatial ranges to zoom in on specific seismic events, as well as to inspect changes both during and after the events. Tools for designing high dimensional transfer functions have been developed to enable efficient and intuitive comprehension of the multi-modal data. Spread-sheet style comparisons are used for data drill-down as well as presentation. Comparisons between distinct seismic events are also provided for characterizing event-wise differences. Our system has been designed for scalability in terms of data size, complexity (i.e. number of modalities), and varying form factors of display environments.","https://ieeexplore.ieee.org/document/5613482/","LOCKED","5613482","Peking University","https://ieeexplore.ieee.org/author/37403856700","1","Xiaoru Yuan","37403856700","Peking University","","2","He Xiao","","Peking University","https://ieeexplore.ieee.org/author/37595201300","3","Hanqi Guo","37595201300","Peking University","https://ieeexplore.ieee.org/author/37411096400","4","Peihong Guo","37411096400","University of Tennessee","https://ieeexplore.ieee.org/author/37585370900","5","Wesley Kendall","37585370900","University of Tennessee","https://ieeexplore.ieee.org/author/37281262900","6","Jian Huang","37281262900","China Earthquake Networks Center","https://ieeexplore.ieee.org/author/37599086100","7","Yongxian Zhang","37599086100","","","","","","","","","","","11","0","Journals","10.1109/TVCG.2010.192","1420","https://ieeexplore.ieee.org/document/5613482/","Earth Science Visualization","Multivariate Visualization","Seismic Data","Scalable Visualization","","","","","","Earthquakes","Data visualization","Transfer functions","Satellites","Three dimensional displays","Catalogs","Image color analysis","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613482","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","34","1413","Scalable Multi-variate Analytics of Seismic and Satellite-based Observational Data","16"
"GeneaQuilts is a new visualization technique for representing large genealogies of up to several thousand individuals. The visualization takes the form of a diagonally-filled matrix, where rows are individuals and columns are nuclear families. After identifying the major tasks performed in genealogical research and the limits of current software, we present an interactive genealogy exploration system based on GeneaQuilts. The system includes an overview, a timeline, search and filtering components, and a new interaction technique called Bring & Slide that allows fluid navigation in very large genealogies. We report on preliminary feedback from domain experts and show how our system supports a number of their tasks.","https://ieeexplore.ieee.org/document/5613445/","LOCKED","5613445","","https://ieeexplore.ieee.org/author/37413699200","1","Anastasia Bezerianos","37413699200","INRIA in Paris, Paris, France","https://ieeexplore.ieee.org/author/37590932700","2","Pierre Dragicevic","37590932700","INRIA in Paris, Paris, France","https://ieeexplore.ieee.org/author/37407972900","3","Jean-Daniel Fekete","37407972900","","https://ieeexplore.ieee.org/author/37595934400","4","Juhee Bae","37595934400","","https://ieeexplore.ieee.org/author/37356872100","5","Ben Watson","37356872100","","","","","","","","","","","","","","","","","","","","","41","2","Journals","10.1109/TVCG.2010.159","1081","https://ieeexplore.ieee.org/document/5613445/","genealogy visualization","interaction","","","","","","","","Chaos","","","","","","","5613414","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5613445","Nov.-Dec. 2010","2945","IEEE Transactions on Visualization and Computer Graphics","2010","IEEE","35","1073","GeneaQuilts: A System for Exploring Large Genealogies","16"
