"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_partnum","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"Some techniques developed recently at DLR's Institute of Theoretical Fluid Mechanics in order to cope with the demands arising from today's work in aerodynamics are illustrated. Such new demands arise from new aerodynamical problems like the hypersonic flow field around re-entry vehicles, the study of unsteady phenomena which comes more and more within reach due to the increased availability of computing power and the tendency towards enhanced international cooperation especially within Europe which calls for the use of co-operative systems on wide area networks.<>","https://ieeexplore.ieee.org/document/398894/","LOCKED","398894","German Aerosp. Res. Establishment, Gottingen, Germany","https://ieeexplore.ieee.org/author/37372011800","1","H.-G. Pagendarm","37372011800","","","","","","","","","","","","","","","","","","","","","","","","","","4","0","25-29 Oct. 1993","San Jose, CA, USA","Conferences","10.1109/VISUAL.1993.398894","373","Aerodynamics","Vehicles","Data visualization","Fluid dynamics","Shock waves","Graphics","Europe","Workstations","Hardware","Computational modeling","9012","0-8186-3940-7","Print ISBN","Historical","0-8186-3940-7","93CH3354-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=398894","25-29 Oct. 1993","3180","Proceedings Visualization '93","1993","IEEE","11","370","Unsteady phenomena, hypersonic flows and co-operative flow visualization in aerospace research"
"This work briefly describes our approach to visualize results of transient flow simulations in the application areas of groundwater flow and pollutant transport as well as compressible fluid flow in engine parts. The simulations use finite element data structures and can have geometries which change over time. We designed a client-server model to handle the huge amount of data that can be obtained either directly from the simulation process or from files on disk. As standard visualization packages are not able to cope with transient unstructured data, we implemented streamlines, stream surfaces and particle systems as our main visualization methods. Our experiences and results with these techniques are discussed in this paper.<>","https://ieeexplore.ieee.org/document/398896/","LOCKED","398896","Joanneum Res., Graz, Austria","https://ieeexplore.ieee.org/author/38237924800","1","H.F. Mayer","38237924800","Joanneum Res., Graz, Austria","https://ieeexplore.ieee.org/author/38229696200","2","B. Tabatabai","38229696200","","","","","","","","","","","","","","","","","","","","","0","0","25-29 Oct. 1993","San Jose, CA, USA","Conferences","10.1109/VISUAL.1993.398896","409","Data visualization","Computational modeling","Finite element methods","Packaging","Computational fluid dynamics","Topology","Water pollution","Fluid flow","Engines","Data structures","9012","0-8186-3940-7","Print ISBN","Historical","0-8186-3940-7","93CH3354-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=398896","25-29 Oct. 1993","3180","Proceedings Visualization '93","1993","IEEE","12","406","Visualizing results of transient flow simulations"
"Visualization of events in high energy physics is an important tool to check hard- and software and to generate pictures for presentation purposes. The radial pattern of all events suggests the use of predefined projections, especially p/Z and Y/X. The representation can be improved by a ""fish-eye"" transformation and by angular projections, which produce straight track patterns and allow extensive magnifications. Three dimensional data of radial structure are best displayed in the 3D V-Plot, which has optimal track separation and presents all relevant information in a clear way.<>","https://ieeexplore.ieee.org/document/398898/","LOCKED","398898","CERN, Geneva, Switzerland","https://ieeexplore.ieee.org/author/37424455800","1","H. Drevermann","37424455800","CERN, Geneva, Switzerland","https://ieeexplore.ieee.org/author/37386293700","2","D. Kuhn","37386293700","","https://ieeexplore.ieee.org/author/38242073300","3","B.S. Nilsson","38242073300","","","","","","","","","","","","","","","","0","0","25-29 Oct. 1993","San Jose, CA, USA","Conferences","10.1109/VISUAL.1993.398898","390","Visualization","Detectors","Event detection","Software tools","Particle tracking","Shape","Engine cylinders","Software performance","Trajectory","Magnetic fields","9012","0-8186-3940-7","Print ISBN","Historical","0-8186-3940-7","93CH3354-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=398898","25-29 Oct. 1993","3180","Proceedings Visualization '93","1993","IEEE","13","386","Non conventional methods for the visualization of events from high energy physics"
"The features of greatest interest in ocean modeling in the Gulf of Mexico and along the Gulf Stream are the fronts and eddies. Resolving, modeling, and tracking these eddies over time is of great importance for climatological studies and economic advancement. In this paper we present a novel technique for automatically locating, contouring, and tracking oceanic features such as eddies and fronts. The models and resultant visualizations exhibit excellent correlation with observed data.<>","https://ieeexplore.ieee.org/document/398901/","LOCKED","398901","NSF Eng. Res. Center for Computational Field Simulation, Mississippi State Univ., MS, USA","https://ieeexplore.ieee.org/author/37086980016","1","R.J. Moorehead","37086980016","NSF Eng. Res. Center for Computational Field Simulation, Mississippi State Univ., MS, USA","https://ieeexplore.ieee.org/author/37616769800","2","Z. Zhu","37616769800","","","","","","","","","","","","","","","","","","","","","6","0","25-29 Oct. 1993","San Jose, CA, USA","Conferences","10.1109/VISUAL.1993.398901","405","Feature extraction","Ocean temperature","Radar tracking","Weather forecasting","Economic forecasting","Computational modeling","Power generation economics","Data visualization","Satellites","Power engineering and energy","9012","0-8186-3940-7","Print ISBN","Historical","0-8186-3940-7","93CH3354-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=398901","25-29 Oct. 1993","3180","Proceedings Visualization '93","1993","IEEE","14","402","Feature extraction for oceanographic data using a 3D edge operator"
"We show how to create 3D models of maternal pelvis and fetal head from magnetic resonance images (MRI). The models are used to simulate the progress of delivery in order to give a prognosis of successful labor.<>","https://ieeexplore.ieee.org/document/398903/","LOCKED","398903","I.N.R.I.A., Sophia-Antipolis, France","https://ieeexplore.ieee.org/author/38162573200","1","J.-D. Boissonnat","38162573200","I.N.R.I.A., Sophia-Antipolis, France","https://ieeexplore.ieee.org/author/38230940600","2","B. Geiger","38230940600","","","","","","","","","","","","","","","","","","","","","6","0","25-29 Oct. 1993","San Jose, CA, USA","Conferences","10.1109/VISUAL.1993.398903","419","Magnetic heads","Pelvis","Solid modeling","Magnetic resonance imaging","Shape","Time measurement","Joining processes","Interpolation","Magnetic resonance","Fetus","9012","0-8186-3940-7","Print ISBN","Historical","0-8186-3940-7","93CH3354-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=398903","25-29 Oct. 1993","3180","Proceedings Visualization '93","1993","IEEE","15","416","3D simulation of delivery"
"Some years ago it was established that the muon catalyzed fusion phenomenon could be used for the production of energy. This fact has been causing a rebirth of interest in the universal methods of solving the quantum Coulomb three-body problem. The adiabatic hyperspherical (AHS) approach considered in this joint project has definite advantages in comparison with other methods. The case study proposed focuses on the study of the structure and behavior of the wave function of bound states of a quantum three-body system as well as of the basis functions of the AHS approach. Adapted scientific visualization tools such as surface rendering, volume ray tracing and texturing will be used. Visualization allows to discover interesting features in the behavior of the basis functions and to analyze the convergence of the AHS-expansion for the wave functions.<>","https://ieeexplore.ieee.org/document/398911/","LOCKED","398911","Dept. of Theoretical Phys., St. Petersburg State Univ., Russia","https://ieeexplore.ieee.org/author/38242170000","1","D.I. Abramov","38242170000","Dept. of Theoretical Phys., St. Petersburg State Univ., Russia","https://ieeexplore.ieee.org/author/38229763600","2","V.V. Gusev","38229763600","","https://ieeexplore.ieee.org/author/37388732400","3","S.V. Klimenko","37388732400","","https://ieeexplore.ieee.org/author/38241856300","4","L.I. Ponomarev","38241856300","","https://ieeexplore.ieee.org/author/37382195100","5","W. Krueger","37382195100","","https://ieeexplore.ieee.org/author/38229016300","6","W. Renz","38229016300","0","0","25-29 Oct. 1993","San Jose, CA, USA","Conferences","10.1109/VISUAL.1993.398911","381","Visualization","Numerical simulation","Automated highways","Wave functions","Quantum mechanics","Mesons","Workstations","Quantum computing","Physics","Information technology","9012","0-8186-3940-7","Print ISBN","Historical","0-8186-3940-7","93CH3354-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=398911","25-29 Oct. 1993","3180","Proceedings Visualization '93","1993","IEEE","16","378","The quantum Coulomb three-body problem - Visualization of simulation results and numerical methods"
"Volume visualization is becoming an important tool for understanding large 3D data sets. A popular technique for volume rendering is known as splatting. With new hardware architectures offering substantial improvements in the performance of rendering texture mapped objects, we present textured splats. An ideal reconstruction function for 3D signals is developed which can be used as a texture map for a splat. Extensions to the basic splatting technique are then developed to additionally represent vector fields.<>","https://ieeexplore.ieee.org/document/398877/","LOCKED","398877","Lawrence Livermore Nat. Lab., Livermore, CA, USA","https://ieeexplore.ieee.org/author/37284273900","1","R.A. Crawfis","37284273900","Lawrence Livermore Nat. Lab., Livermore, CA, USA","https://ieeexplore.ieee.org/author/37267387800","2","N. Max","37267387800","","","","","","","","","","","","","","","","","","","","","79","14","25-29 Oct. 1993","San Jose, CA, USA","Conferences","10.1109/VISUAL.1993.398877","266","Image reconstruction","Hardware","Filters","Kernel","Rendering (computer graphics)","Data visualization","Silicon","Graphics","Laboratories","Sorting","9012","0-8186-3940-7","Print ISBN","Historical","0-8186-3940-7","93CH3354-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=398877","25-29 Oct. 1993","3180","Proceedings Visualization '93","1993","IEEE","17","261","Texture splats for 3D scalar and vector field visualization"
"Human beings find it difficult to analyze local and global oligonucleotide patterns in the linear primary sequences of a genome. In this paper, we present a family of iterated function systems (IFS) that can be used to generate a set of visual models of a DNA sequence. A new visualization function, the W-curve, that is derived from this IFS family is introduced. Using W-curves, a user can readily compare subsequences within a long genomic sequence - or between genomic sequences - and can visually evaluate the effect of local variations (mutations) upon the global genomic information content.<>","https://ieeexplore.ieee.org/document/398883/","LOCKED","398883","Illinois Inst. of Technol., Chicago, IL, USA","https://ieeexplore.ieee.org/author/38238355700","1","D. Wu","38238355700","Illinois Inst. of Technol., Chicago, IL, USA","https://ieeexplore.ieee.org/author/37355168100","2","J. Roberge","37355168100","Illinois Inst. of Technol., Chicago, IL, USA","https://ieeexplore.ieee.org/author/38230275300","3","D.J. Cork","38230275300","Illinois Inst. of Technol., Chicago, IL, USA","https://ieeexplore.ieee.org/author/38231180100","4","B.G. Nguyen","38231180100","Illinois Inst. of Technol., Chicago, IL, USA","https://ieeexplore.ieee.org/author/38073947900","5","T. Grace","38073947900","","","","","","10","1","25-29 Oct. 1993","San Jose, CA, USA","Conferences","10.1109/VISUAL.1993.398883","315","Visualization","Genomics","Bioinformatics","Sequences","DNA","Pattern analysis","Computer science","Humans","Encoding","Biology computing","9012","0-8186-3940-7","Print ISBN","Historical","0-8186-3940-7","93CH3354-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=398883","25-29 Oct. 1993","3180","Proceedings Visualization '93","1993","IEEE","18","308","Computer visualization of long genomic sequences"
"Presently, there are very few visualization systems available for time-dependent flow fields. Although existing visualization systems for instantaneous flow fields may be used to view time-dependent flow fields at discrete points in time, the time variable is usually not considered in the visualization technique. We present a simple and effective approach for visualizing time-dependent flow fields using streaklines. A system was developed to demonstrate this approach. The system can process many time frames of flow fields without requiring that all the data be in memory simultaneously, and it also handles flow fields with moving grids. We have used the system to visualize streaklines from several large 3-D time-dependent flow fields with moving grids. The system was able to provide useful insights to the physical phenomena in the flow fields.<>","https://ieeexplore.ieee.org/document/398848/","LOCKED","398848","NASA Ames Res. Center, Moffett Field, CA, USA","https://ieeexplore.ieee.org/author/37356915500","1","D.A. Lane","37356915500","","","","","","","","","","","","","","","","","","","","","","","","","","17","1","25-29 Oct. 1993","San Jose, CA, USA","Conferences","10.1109/VISUAL.1993.398848","38","Data visualization","Aerodynamics","NASA","Data flow computing","Fluid dynamics","Computational fluid dynamics","Isosurfaces","Computational modeling","Numerical models","","9012","0-8186-3940-7","Print ISBN","Historical","0-8186-3940-7","93CH3354-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=398848","25-29 Oct. 1993","3180","Proceedings Visualization '93","1993","IEEE","19","32","Visualization of time-dependent flow fields"
"In this work we present a method for speeding the process of volume animation. It exploits coherency between consecutive images to shorten the path rays take through the volume. Rays are provided with the information needed to leap over the empty space and commence volume traversal at the vicinity of meaningful data. The algorithm starts by projecting the volume onto a C-buffer (coordinates-buffer) which stores the object-space coordinates of the first non-empty voxel visible from a pixel. Following a change in the viewing parameters, the C-buffer is transformed accordingly. Next, coordinates that possibly became hidden are discarded. The remaining values serve as an estimate of the point where the new rays should start their volume traversal. This method does not require 3-D preprocessing and does not suffer from any image degradation. It can be combined with existing acceleration techniques and can support any ray traversal algorithm and material modeling scheme.<>","https://ieeexplore.ieee.org/document/398852/","LOCKED","398852","Dept. of Comput. & Inf. Sci., Ohio State Univ., Columbbus, OH, USA","https://ieeexplore.ieee.org/author/37342422500","1","R. Yagel","37342422500","Dept. of Comput. & Inf. Sci., Ohio State Univ., Columbbus, OH, USA","https://ieeexplore.ieee.org/author/38238958900","2","Z. Shi","38238958900","","","","","","","","","","","","","","","","","","","","","52","12","25-29 Oct. 1993","San Jose, CA, USA","Conferences","10.1109/VISUAL.1993.398852","69","Acceleration","Animation","Casting","Sampling methods","Interpolation","Ray tracing","Information science","Degradation","Data visualization","Image converters","9012","0-8186-3940-7","Print ISBN","Historical","0-8186-3940-7","93CH3354-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=398852","25-29 Oct. 1993","3180","Proceedings Visualization '93","1993","IEEE","20","62","Accelerating volume animation by space-leaping"
"We present a 3-D antialiasing algorithm for voxel-based geometric models. The technique band-limits the continuous object before sampling it at the desired 3-D raster resolution. By precomputing tables of filter values for different types and sizes of geometric objects, the algorithm is very efficient and has a complexity that is linear with the number of voxels generated. The algorithm not only creates voxel models which are free from object space aliasing, but it also incorporates the image space antialiasing information as part of the view independent voxel model. The resulting alias-free voxel models have been used to model synthetic scenes, for discrete ray tracing applications. The discrete ray-traced image is superior in quality to the image generated with a conventional surface-based ray tracer, since silhouettes of objects, shadows, and reflections appear smooth (jaggy-less). In addition, the alias-free models are also suitable for intermixing with sampled datasets, since they can be treated uniformly as one common data representation.<>","https://ieeexplore.ieee.org/document/398854/","LOCKED","398854","Dept. of Comput. Sci., State Univ. of New York, Stony Brook, NY, USA","https://ieeexplore.ieee.org/author/37351033000","1","S.W. Wang","37351033000","Dept. of Comput. Sci., State Univ. of New York, Stony Brook, NY, USA","https://ieeexplore.ieee.org/author/37268052800","2","A.E. Kaufman","37268052800","","","","","","","","","","","","","","","","","","","","","36","3","25-29 Oct. 1993","San Jose, CA, USA","Conferences","10.1109/VISUAL.1993.398854","84","Graphics","Solid modeling","Sampling methods","Layout","Ray tracing","Rendering (computer graphics)","Space technology","Medical simulation","Computer science","Nonlinear filters","9012","0-8186-3940-7","Print ISBN","Historical","0-8186-3940-7","93CH3354-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=398854","25-29 Oct. 1993","3180","Proceedings Visualization '93","1993","IEEE","21","78","Volume sampled voxelization of geometric primitives"
"A prototype visualization management system is described which merges the capabilities of a database management system with any number of existing visualization packages such as AVS or IDL. The prototype uses the Postgres database management system to store and access Earth science data through a simple graphical browser. Data located in the database is visualized by automatically invoking a desired visualization package and downloading an appropriate script or program. The central idea underlying the system is that information on how to visualize a data set is stored in the database with the data set itself.<>","https://ieeexplore.ieee.org/document/398856/","LOCKED","398856","Digital Equipment Corp., San Diego, CA, USA","https://ieeexplore.ieee.org/author/37659207200","1","P. Kochevar","37659207200","Digital Equipment Corp., San Diego, CA, USA","https://ieeexplore.ieee.org/author/38242870000","2","Z. Ahmed","38242870000","","https://ieeexplore.ieee.org/author/38162003500","3","J. Shade","38162003500","","https://ieeexplore.ieee.org/author/38227878900","4","C. Sharp","38227878900","","","","","","","","","","","5","1","25-29 Oct. 1993","San Jose, CA, USA","Conferences","10.1109/VISUAL.1993.398856","101","Data visualization","Visual databases","Voice mail","Prototypes","Geoscience","Earth","Database systems","Packaging machines","Navigation","Supercomputers","9012","0-8186-3940-7","Print ISBN","Historical","0-8186-3940-7","93CH3354-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=398856","25-29 Oct. 1993","3180","Proceedings Visualization '93","1993","IEEE","22","94","Bridging the gap between visualization and data management: A simple visualization management system"
"Most of the current dataflow visualization systems are based on coarse-grain dataflow computing models. In this paper we propose a fine-grain dataflow model that takes advantage of data locality properties of many visualization algorithms. A fine-grain module works on small chunks of data one at a time by keeping a dynamically adjusted moving window on the input data stream. It is more memory efficient and has the potential of handling very large data sets without taking up all the memory resources. Two popular visualization algorithms, an iso-surface extraction algorithm and a volume rendering algorithm, are implemented using the fine-grain model. The performance measurements showed faster speed, reduced memory usage, and improved CPU utilization over a typical coarse-grain system.<>","https://ieeexplore.ieee.org/document/398860/","LOCKED","398860","Dept. of Comput. Sci., Illinois Univ., Urbana, IL, USA","https://ieeexplore.ieee.org/author/37653040000","1","D. Song","37653040000","Dept. of Comput. Sci., Illinois Univ., Urbana, IL, USA","https://ieeexplore.ieee.org/author/37389878300","2","E. Golin","37389878300","","","","","","","","","","","","","","","","","","","","","10","0","25-29 Oct. 1993","San Jose, CA, USA","Conferences","10.1109/VISUAL.1993.398860","133","Data visualization","Pipelines","Software systems","Central Processing Unit","Data processing","Computer science","Computer architecture","Data mining","Velocity measurement","Data engineering","9012","0-8186-3940-7","Print ISBN","Historical","0-8186-3940-7","93CH3354-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=398860","25-29 Oct. 1993","3180","Proceedings Visualization '93","1993","IEEE","23","126","Fine-grain visualization algorithms in dataflow environments"
"This paper presents an environment for telecollaborative data exploration. It provides the following capabilities essential to data exploration: (1) users can probe the data, defining regions of interest with arbitrary shapes. (2) The selected data can be transformed and displayed in many different ways. (3) Linked cursors can be established between several windows showing data sets with arbitrary relationships. (4) Data can be displayed on any screen across a computer network, allowing for telecollaboration arrangements with linked cursors around the world. (5) Our system is user-extensible, allowing programmers to change any component of it while keeping the remaining functionality. We demonstrate how the system can be used in several applications, such as biomedical imaging, robotics, and wood classification.<>","https://ieeexplore.ieee.org/document/398858/","LOCKED","398858","Digital Equipment Corp., Cambridge, MA, USA","https://ieeexplore.ieee.org/author/37300177400","1","G.J. Klinker","37300177400","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","25-29 Oct. 1993","San Jose, CA, USA","Conferences","10.1109/VISUAL.1993.398858","117","Displays","Programming profession","Data visualization","Probes","Biomedical imaging","Robots","Data analysis","Feedback","Shape","Biomedical computing","9012","0-8186-3940-7","Print ISBN","Historical","0-8186-3940-7","93CH3354-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=398858","25-29 Oct. 1993","3180","Proceedings Visualization '93","1993","IEEE","24","110","An environment for telecollaborative data exploration"
"In this paper, we describe a database query system that provides visual relevance feedback in querying large databases. The goal of our system is to support the query specification process by using each pixel of the display to represent one data item of the database. By arranging and coloring the pixels according to their relevance for the query, the user gets a visual impression of the resulting data set. Using sliders for each condition of the query, the user may change the query dynamically and receives immediate feedback by the visual representation of the resulting data set. By using multiple windows for different parts of a complex query, the user gets visual feedback for each part of the query and, therefore, will easier understand the overall result. The system may be used to query any database that contains tens of thousands to millions of data items, but it is especially helpful to explore large data sets with an unknown distribution of values and to find the interesting hot spots in huge amounts of data. The direct feedback allows to visually display the influence of incremental query refinements and, therefore, allows a better, easier and faster query specification.<>","https://ieeexplore.ieee.org/document/398864/","LOCKED","398864","Inst. for Comput. Sci., Munich Univ., Germany","https://ieeexplore.ieee.org/author/37283138700","1","D.A. Keim","37283138700","Inst. for Comput. Sci., Munich Univ., Germany","https://ieeexplore.ieee.org/author/37276747000","2","H.-P. Kriegel","37276747000","Inst. for Comput. Sci., Munich Univ., Germany","https://ieeexplore.ieee.org/author/37283129200","3","T. Seidl","37283129200","","","","","","","","","","","","","","","","8","3","25-29 Oct. 1993","San Jose, CA, USA","Conferences","10.1109/VISUAL.1993.398864","165","Feedback","Visual databases","Displays","Database systems","Cooperative systems","Computer science","Data engineering","Sensor systems","Computerized monitoring","Data models","9012","0-8186-3940-7","Print ISBN","Historical","0-8186-3940-7","93CH3354-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=398864","25-29 Oct. 1993","3180","Proceedings Visualization '93","1993","IEEE","25","158","Visual feedback in querying large databases"
"Direct analysis of spacecraft observations of stratospheric ozone yields information about the morphology of annual austral depletion. Visual correlation of ozone with other atmospheric data illustrates the diurnal dynamics of the polar vortex and contributions from the upper troposphere, including the formation and breakup of the depletion region each spring. These data require care in their presentation to minimize the introduction of visualization artifacts that are erroneously interpreted as data features. Non-geographically registered data of differing mesh structures can be visually correlated via cartographic warping of underlying geometries without interpolation. Since this approach is independent of realization technique, it provides a framework for experimenting with different visualization strategies. This methodology preserves the fidelity of the original data sets in a coordinate system suitable for three-dimensional, dynamic examination of upper atmospheric phenomena.<>","https://ieeexplore.ieee.org/document/398899/","LOCKED","398899","IBM T.J. Watson Res. Center, Yorktown Heights, NY, USA","https://ieeexplore.ieee.org/author/37372175500","1","L.A. Treinish","37372175500","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","25-29 Oct. 1993","San Jose, CA, USA","Conferences","10.1109/VISUAL.1993.398899","396","Interpolation","Data visualization","Geometry","Geoscience","Surface morphology","Information analysis","Space vehicles","Springs","Ear","Mesh generation","9012","0-8186-3940-7","Print ISBN","Historical","0-8186-3940-7","93CH3354-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=398899","25-29 Oct. 1993","3180","Proceedings Visualization '93","1993","IEEE","26","391","Visualization of stratospheric ozone depletion and the polar vortex"
"The user of a parallel computer system would like to know the performance of a program in terms of how optimally it uses the system resources. This task is increasingly performed by program performance visualization. The limitations of conventional performance data analysis techniques necessitate better visual analysis methods that are scalable with the problem and system sizes and extensible. They should represent some physical and logical structure of the parallel system and program. The analysis techniques presented here have been motivated by the use of signal and (two- and three-dimensional) image processing techniques being applied in some areas of scientific visualization. Results of applying selected techniques are shown. These techniques and tools have advantages and disadvantages when applied in this area.<>","https://ieeexplore.ieee.org/document/398866/","LOCKED","398866","Dept. of Electr. Eng., Michigan State Univ., E. Lansing, MI, USA","https://ieeexplore.ieee.org/author/37356141500","1","A. Waheed","37356141500","Dept. of Electr. Eng., Michigan State Univ., E. Lansing, MI, USA","https://ieeexplore.ieee.org/author/37265498100","2","D.T. Rover","37265498100","","","","","","","","","","","","","","","","","","","","","2","0","25-29 Oct. 1993","San Jose, CA, USA","Conferences","10.1109/VISUAL.1993.398866","181","Concurrent computing","Instruments","Performance analysis","Data visualization","Computer displays","Image analysis","Signal analysis","Signal processing","Image processing","History","9012","0-8186-3940-7","Print ISBN","Historical","0-8186-3940-7","93CH3354-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=398866","25-29 Oct. 1993","3180","Proceedings Visualization '93","1993","IEEE","27","174","Performance visualization of parallel programs"
"This paper is aimed at the exploratory visualization of networks where there is a strength or weight associated with each link, and makes use of any hierarchy present on the nodes to aid the investigation of large networks. It describes a method of placing nodes on the plane that gives meaning to their relative positions. The paper discusses how linking and interaction principles aid the user in the exploration. Two examples are given; one of electronic mail communication over eight months within a department, another concerned with changes to a large section of a computer program.<>","https://ieeexplore.ieee.org/document/398870/","LOCKED","398870","AT&T Bell Lab., USA","https://ieeexplore.ieee.org/author/37282570100","1","S.G. Eick","37282570100","AT&T Bell Lab., USA","https://ieeexplore.ieee.org/author/37844196100","2","G.J. Wills","37844196100","","","","","","","","","","","","","","","","","","","","","47","6","25-29 Oct. 1993","San Jose, CA, USA","Conferences","10.1109/VISUAL.1993.398870","210","Navigation","Telecommunication traffic","Joining processes","Electronic mail","Statistics","Data mining","Data visualization","Size measurement","Monitoring","Communication networks","9012","0-8186-3940-7","Print ISBN","Historical","0-8186-3940-7","93CH3354-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=398870","25-29 Oct. 1993","3180","Proceedings Visualization '93","1993","IEEE","28","204","Navigating large networks with hierarchies"
"An algorithm is presented which describes an application independent method for reducing the number of polygonal primitives required to faithfully represent an object. Reducing polygon count without a corresponding reduction in object detail is important for: achieving interactive frame rates in scientific visualization, reducing mass storage requirements, and facilitating the transmission of large, multi-timestep geometric data sets. This paper shows how coplanar and nearly coplanar polygons can be merged into larger complex polygons and re-triangulated into fewer simple polygons than originally required. The notable contributions of this paper are: (1) a method for quickly grouping polygons into nearly coplanar sets, (2) a fast approach for merging coplanar polygon sets and, (3) a simple, robust triangulation method for polygons created by 1 and 2. The central idea of the algorithm is the notion of treating polygonal data as a collection of segments and removing redundant segments to quickly form polygon hulls which represent the merged coplanar sets.<>","https://ieeexplore.ieee.org/document/398868/","LOCKED","398868","Los Alamos Nat. Lab., NM, USA","https://ieeexplore.ieee.org/author/37378526500","1","P. Hinker","37378526500","Los Alamos Nat. Lab., NM, USA","https://ieeexplore.ieee.org/author/37266777200","2","C. Hansen","37266777200","","","","","","","","","","","","","","","","","","","","","40","0","25-29 Oct. 1993","San Jose, CA, USA","Conferences","10.1109/VISUAL.1993.398868","195","Laboratories","Optimization methods","Medical simulation","Hydrodynamics","Magnetic resonance imaging","Geometry","Solid modeling","Merging","Robustness","Computer graphics","9012","0-8186-3940-7","Print ISBN","Historical","0-8186-3940-7","93CH3354-8","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=398868","25-29 Oct. 1993","3180","Proceedings Visualization '93","1993","IEEE","29","189","Geometric optimization"
