"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_isbn_formats_isbns_1_format","articles_isbn_formats_isbns_1_isbnType","articles_isbn_formats_isbns_1_value","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"Recommender systems are being widely used to assist people in making decisions, for example, recommending films to watch or books to buy. Despite its ubiquity, the problem of presenting the recommendations of temporal event sequences has not been studied. We propose EventAction, which to our knowledge, is the first attempt at a prescriptive analytics interface designed to present and explain recommendations of temporal event sequences. EventAction provides a visual analytics approach to (1) identify similar records, (2) explore potential outcomes, (3) review recommended temporal event sequences that might help achieve the users' goals, and (4) interactively assist users as they define a personalized action plan associated with a probability of success. Following the design study framework, we designed and deployed EventAction in the context of student advising and reported on the evaluation with a student review manager and three graduate students.","https://ieeexplore.ieee.org/document/7883512/","LOCKED","7883512","University of Maryland, United States of America","https://ieeexplore.ieee.org/author/37085829363","1","Fan Du","37085829363","University of Maryland, United States of America","https://ieeexplore.ieee.org/author/37283026800","2","Catherine Plaisant","37283026800","University of Maryland, United States of America","https://ieeexplore.ieee.org/author/37322104700","3","Neil Spring","37322104700","University of Maryland, United States of America","https://ieeexplore.ieee.org/author/37283016400","4","Ben Shneiderman","37283016400","","","","","","","","","","","","","","","","26","0","23-28 Oct. 2016","Baltimore, MD","Conferences","10.1109/VAST.2016.7883512","70","https://ieeexplore.ieee.org/document/7883512/","Temporal event sequences","recommender systems","prescriptive analytics","visual analytics","","","","","Recommender systems","Visual analytics","Medical services","History","Timing","Prototypes","","7883493","978-1-5090-5662-0","Print on Demand(PoD) ISBN","New-2005","978-1-5090-5662-0","Electronic ISBN","New-2005","978-1-5090-5661-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7883512","23-28 Oct. 2016","7867613","2016 IEEE Conference on Visual Analytics Science and Technology (VAST)","2016","IEEE","11","61","EventAction: Visual analytics for temporal event sequence recommendation"
"Exploring multi-dimensional datasets can be cumbersome if data analysts have little knowledge about the data. Various dimension relation inspection tools and dimension exploration tools have been proposed for efficient data examining and understanding. However, the needed workload varies largely with respect to data complexity and user expertise, which can only be reduced with rich background knowledge over the data. In this paper we address the workload challenge with a data structuring and exploration scheme that affords dimension relation detection and that serves as the background knowledge for further investigation. We contribute a novel data structuring scheme that leverages an information-theoretic view structuring algorithm to uncover information-aware relations among different data views, and thereby discloses redundancy and other relation patterns among dimensions. The integrated system, DimScanner, empowers analysts with rich user controls and assistance widgets to interactively detect the relations of multi-dimensional data.","https://ieeexplore.ieee.org/document/7883514/","LOCKED","7883514","State Key Lab of CAD&CG, Zhejiang University, China","https://ieeexplore.ieee.org/author/37085405113","1","Jing Xia","37085405113","State Key Lab of CAD&CG, Zhejiang University, China","https://ieeexplore.ieee.org/author/37291847800","2","Wei Chen","37291847800","State Key Lab of CAD&CG, Zhejiang University, China","https://ieeexplore.ieee.org/author/37086043190","3","Yumeng Hou","37086043190","State Key Lab of CAD&CG, Zhejiang University, China","https://ieeexplore.ieee.org/author/37085880497","4","Wanqi Hu","37085880497","State Key Lab of CAD&CG, Zhejiang University, China","https://ieeexplore.ieee.org/author/37085386143","5","Xinxin Huang","37085386143","Purdue University, United States of America","","6","David S. Ebertk","","","","","","","4","0","23-28 Oct. 2016","Baltimore, MD","Conferences","10.1109/VAST.2016.7883514","90","https://ieeexplore.ieee.org/document/7883514/","High-dimensional data visualization","information-aware relation","data exploration","","","","","","Data visualization","Measurement","Two dimensional displays","Correlation","Layout","Visualization","Inspection","7883493","978-1-5090-5662-0","Print on Demand(PoD) ISBN","New-2005","978-1-5090-5662-0","Electronic ISBN","New-2005","978-1-5090-5661-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7883514","23-28 Oct. 2016","7867613","2016 IEEE Conference on Visual Analytics Science and Technology (VAST)","2016","IEEE","12","81","DimScanner: A relation-based visual exploration approach towards data dimension inspection"
"In this paper we present PorosityAnalyzer, a novel tool for detailed evaluation and visual analysis of pore segmentation pipelines to determine the porosity in fiber-reinforced polymers (FRPs). The presented tool consists of two modules: the computation module and the analysis module. The computation module enables a convenient setup and execution of distributed off-line-computations on industrial 3D X-ray computed tomography datasets. It allows the user to assemble individual segmentation pipelines in the form of single pipeline steps, and to specify the parameter ranges as well as the sampling of the parameter-space of each pipeline segment. The result of a single segmentation run consists of the input parameters, the calculated 3D binary-segmentation mask, the resulting porosity value, and other derived results (e.g., segmentation pipeline run-time). The analysis module presents the data at different levels of detail by drill-down filtering in order to determine accurate and robust segmentation pipelines. Overview visualizations allow to initially compare and evaluate the segmentation pipelines. With a scatter plot matrix (SPLOM), the segmentation pipelines are examined in more detail based on their input and output parameters. Individual segmentation-pipeline runs are selected in the SPLOM and visually examined and compared in 2D slice views and 3D renderings by using aggregated segmentation masks and statistical contour renderings. PorosityAnalyzer has been thoroughly evaluated with the help of twelve domain experts. Two case studies demonstrate the applicability of our proposed concepts and visualization techniques, and show that our tool helps domain experts to gain new insights and improve their workflow efficiency.","https://ieeexplore.ieee.org/document/7883516/","LOCKED","7883516","University of Applied Sciences, Upper Austria, Wels, Austria","https://ieeexplore.ieee.org/author/37086017815","1","Johannes Weissenböck","37086017815","University of Applied Sciences, Upper Austria, Wels, Austria","https://ieeexplore.ieee.org/author/37590979900","2","Artem Amirkhanov","37590979900","TU Wien, Vienna, Austria","https://ieeexplore.ieee.org/author/37284271200","3","Eduard Gröller","37284271200","University of Applied Sciences, Upper Austria, Wels, Austria","https://ieeexplore.ieee.org/author/37947609000","4","Johann Kastner","37947609000","University of Applied Sciences, Upper Austria, Wels, Austria","https://ieeexplore.ieee.org/author/37400391300","5","Christoph Heinzl","37400391300","","","","","","","","","","","6","0","23-28 Oct. 2016","Baltimore, MD","Conferences","10.1109/VAST.2016.7883516","110","https://ieeexplore.ieee.org/document/7883516/","I.3.6 [Computer Graphics]: Methodology and Techniques—Interaction techniques","","","","","","","","Pipelines","Visualization","Data visualization","Image segmentation","Three-dimensional displays","Electronic mail","Analytical models","7883493","978-1-5090-5662-0","Print on Demand(PoD) ISBN","New-2005","978-1-5090-5662-0","Electronic ISBN","New-2005","978-1-5090-5661-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7883516","23-28 Oct. 2016","7867613","2016 IEEE Conference on Visual Analytics Science and Technology (VAST)","2016","IEEE","13","101","PorosityAnalyzer: Visual analysis and evaluation of segmentation pipelines to determine the porosity in fiber-reinforced polymers"
"Investigating user behavior involves abstracting low-level events to higher-level concepts. This requires an analyst to study individual user activities, assign codes which categorize behavior, and develop a consistent classification scheme. To better support this reasoning process of an analyst, we suggest a novel visual analytics approach which integrates rich user data including transcripts, videos, eye movement data, and interaction logs. Word-sized visualizations embedded into a tabular representation provide a space-efficient and detailed overview of user activities. An analyst assigns codes, grouped into code categories, as part of an interactive process. Filtering and searching helps to select specific activities and focus an analysis. A comparison visualization summarizes results of coding and reveals relationships between codes. Editing features support efficient assignment, refinement, and aggregation of codes. We demonstrate the practical applicability and usefulness of our approach in a case study and describe expert feedback.","https://ieeexplore.ieee.org/document/7883520/","LOCKED","7883520","University of Stuttgart, Germany","https://ieeexplore.ieee.org/author/37085671312","1","Tanja Blascheck","37085671312","University of Stuttgart, Germany","https://ieeexplore.ieee.org/author/37586060300","2","Fabian Beck","37586060300","University of Trier, Germany","https://ieeexplore.ieee.org/author/37085486113","3","Sebastian Baltes","37085486113","University of Stuttgart, Germany","https://ieeexplore.ieee.org/author/37268023800","4","Thomas Ertl","37268023800","University of Stuttgart, Germany","https://ieeexplore.ieee.org/author/37268045000","5","Daniel Weiskopf","37268045000","","","","","","","","","","","7","0","23-28 Oct. 2016","Baltimore, MD","Conferences","10.1109/VAST.2016.7883520","150","https://ieeexplore.ieee.org/document/7883520/","I.3.6 [Methodology and Techniques]: Interaction techniques—","H.5.2 [User Interfaces]: Evaluation/Methodology—","","","","","","","Encoding","Data visualization","Cognition","Visual analytics","Tag clouds","","","7883493","978-1-5090-5662-0","Print on Demand(PoD) ISBN","New-2005","978-1-5090-5662-0","Electronic ISBN","New-2005","978-1-5090-5661-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7883520","23-28 Oct. 2016","7867613","2016 IEEE Conference on Visual Analytics Science and Technology (VAST)","2016","IEEE","14","141","Visual analysis and coding of data-rich user behavior"
"Long time-series, involving thousands or even millions of time steps, are common in many application domains but remain very difficult to explore interactively. Often the analytical task in such data is to identify specific patterns, but this is a very complex and computationally difficult problem and so focusing the search in order to only identify interesting patterns is a common solution. We propose an efficient method for exploring user-sketched patterns, incorporating the domain expert's knowledge, in time series data through a shape grammar based approach. The shape grammar is extracted from the time series by considering the data as a combination of basic elementary shapes positioned across different amplitudes. We represent these basic shapes using a ratio value, perform binning on ratio values and apply a symbolic approximation. Our proposed method for pattern matching is amplitude-, scale- and translation-invariant and, since the pattern search and pattern constraint relaxation happen at the symbolic level, is very efficient permitting its use in a real-time/online system. We demonstrate the effectiveness of our method in a case study on stock market data although it is applicable to any numeric time series data.","https://ieeexplore.ieee.org/document/7883518/","LOCKED","7883518","Linköping University, Sweden","https://ieeexplore.ieee.org/author/37086071126","1","Prithiviraj K. Muthumanickam","37086071126","Linköping University, Sweden","https://ieeexplore.ieee.org/author/37939017400","2","Katerina Vrotsou","37939017400","Linköping University, Sweden","https://ieeexplore.ieee.org/author/37268765000","3","Matthew Cooper","37268765000","Linköping University, Sweden","https://ieeexplore.ieee.org/author/37273045500","4","Jimmy Johansson","37273045500","","","","","","","","","","","","","","","","2","0","23-28 Oct. 2016","Baltimore, MD","Conferences","10.1109/VAST.2016.7883518","130","https://ieeexplore.ieee.org/document/7883518/","User-queries","Sketching","Time Series","Symbolic approximation","Regular Expression","Shape Grammar","","","Time series analysis","Shape","Grammar","Pattern matching","Search problems","Approximation algorithms","Market research","7883493","978-1-5090-5662-0","Print on Demand(PoD) ISBN","New-2005","978-1-5090-5662-0","Electronic ISBN","New-2005","978-1-5090-5661-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7883518","23-28 Oct. 2016","7867613","2016 IEEE Conference on Visual Analytics Science and Technology (VAST)","2016","IEEE","15","121","Shape grammar extraction for efficient query-by-sketch pattern matching in long time series"
"Provides a listing of current committee members and society officers.","https://ieeexplore.ieee.org/document/7883498/","EPHEMERA","7883498","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","23-28 Oct. 2016","Baltimore, MD","Conferences","10.1109/VAST.2016.7883498","vi","","","","","","","","","","","","","","","","","7883493","978-1-5090-5662-0","Print on Demand(PoD) ISBN","New-2005","978-1-5090-5662-0","Electronic ISBN","New-2005","978-1-5090-5661-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7883498","23-28 Oct. 2016","7867613","2016 IEEE Conference on Visual Analytics Science and Technology (VAST)","2016","IEEE","16","vi","IEEE Visualization and Graphics Technical Committee (VGTC)"
"The IEEE Visual Analytics Science and Technology (VAST) Conference is now in its eleventh year, and its seventh year as an IEEE Conference. It remains the primary venue for the rapidly growing feld of visual analytics. Visual analytics is the science of analytical reasoning supported by highly interactive visual interfaces, and seeks to integrate computational analytics with human cognitive processes. Visual analytics requires interdisciplinary science, going beyond traditional visualization to include statistics, mathematics, knowledge representation, management and discovery technologies, cognitive and perceptual sciences, decision sciences, and more.","https://ieeexplore.ieee.org/document/7883497/","EPHEMERA","7883497","Fraunhofer IAIS & City University London, United Kingdom","","1","Gennady Andrienko","","Tsinghua University, China","","2","Shixia Liu","","Georgia Institute of Technology, United States of America","","3","John Stasko","","","","","","","","","","","","","","","","","","","","","","0","0","23-28 Oct. 2016","Baltimore, MD","Conferences","10.1109/VAST.2016.7883497","v","","","","","","","","","","","","","","","","","7883493","978-1-5090-5662-0","Print on Demand(PoD) ISBN","New-2005","978-1-5090-5662-0","Electronic ISBN","New-2005","978-1-5090-5661-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7883497","23-28 Oct. 2016","7867613","2016 IEEE Conference on Visual Analytics Science and Technology (VAST)","2016","IEEE","17","v","Preface"
"Provides a listing of current committee members and society officers.","https://ieeexplore.ieee.org/document/7883500/","EPHEMERA","7883500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","23-28 Oct. 2016","Baltimore, MD","Conferences","10.1109/VAST.2016.7883500","viii","","","","","","","","","","","","","","","","","7883493","978-1-5090-5662-0","Print on Demand(PoD) ISBN","New-2005","978-1-5090-5662-0","Electronic ISBN","New-2005","978-1-5090-5661-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7883500","23-28 Oct. 2016","7867613","2016 IEEE Conference on Visual Analytics Science and Technology (VAST)","2016","IEEE","18","viii","VAST international program committee"
"Provides a listing of current committee members and society officers.","https://ieeexplore.ieee.org/document/7883499/","EPHEMERA","7883499","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","23-28 Oct. 2016","Baltimore, MD","Conferences","10.1109/VAST.2016.7883499","vii","","","","","","","","","","","","","","","","","7883493","978-1-5090-5662-0","Print on Demand(PoD) ISBN","New-2005","978-1-5090-5662-0","Electronic ISBN","New-2005","978-1-5090-5661-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7883499","23-28 Oct. 2016","7867613","2016 IEEE Conference on Visual Analytics Science and Technology (VAST)","2016","IEEE","19","vii","VIS conference committee"
"Presents the title page of the proceedings record.","","EPHEMERA","7883494","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","23-28 Oct. 2016","Baltimore, MD","Conferences","10.1109/VAST.2016.7883494","i","","","","","","","","","","","","","","","","","7883493","978-1-5090-5662-0","Print on Demand(PoD) ISBN","New-2005","978-1-5090-5662-0","Electronic ISBN","New-2005","978-1-5090-5661-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7883494","23-28 Oct. 2016","7867613","2016 IEEE Conference on Visual Analytics Science and Technology (VAST)","2016","IEEE","20","i","[Title page]"
"The following topics are dealt with: biomedical visualization; social media; data visual and algorithmic analysis; visual knowledge discovery; sense-making; time-series data; education and computer games.","","EPHEMERA","7883496","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","23-28 Oct. 2016","Baltimore, MD","Conferences","10.1109/VAST.2016.7883496","iv","","","","","","","","","","","","","","","","","7883493","978-1-5090-5662-0","Print on Demand(PoD) ISBN","New-2005","978-1-5090-5662-0","Electronic ISBN","New-2005","978-1-5090-5661-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7883496","23-28 Oct. 2016","7867613","2016 IEEE Conference on Visual Analytics Science and Technology (VAST)","2016","IEEE","21","iii","Table of contents"
"The publication offers a note of thanks and lists its reviewers.","","EPHEMERA","7883501","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","23-28 Oct. 2016","Baltimore, MD","Conferences","10.1109/VAST.2016.7883501","ix","","","","","","","","","","","","","","","","","7883493","978-1-5090-5662-0","Print on Demand(PoD) ISBN","New-2005","978-1-5090-5662-0","Electronic ISBN","New-2005","978-1-5090-5661-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7883501","23-28 Oct. 2016","7867613","2016 IEEE Conference on Visual Analytics Science and Technology (VAST)","2016","IEEE","22","ix","VAST paper reviewers"
"Useful as each of them can be, a large body of tips and tricks is impossible to remember, at least in a practical, usable way, unless it is structured into a balanced, meaningful hierarchy. This talk proposes and illustrates three simple yet solid ideas that lead to more effective communication and that underpin every other guideline: easy to remember, readily applicable, and always relevant—in short, valuable for the rest of your life.","","EPHEMERA","7883505","Louvain, Belgium","","1","Jean-luc Doumont","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","23-28 Oct. 2016","Baltimore, MD","Conferences","10.1109/VAST.2016.7883505","xiii","","","","","","","","","","","","","","","","","7883493","978-1-5090-5662-0","Print on Demand(PoD) ISBN","New-2005","978-1-5090-5662-0","Electronic ISBN","New-2005","978-1-5090-5661-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7883505","23-28 Oct. 2016","7867613","2016 IEEE Conference on Visual Analytics Science and Technology (VAST)","2016","IEEE","23","xiii","VIS capstone address"
"Presents the copyright information for the conference. May include reprint permission information.","","EPHEMERA","7883495","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","23-28 Oct. 2016","Baltimore, MD","Conferences","10.1109/VAST.2016.7883495","ii","","","","","","","","","","","","","","","","","7883493","978-1-5090-5662-0","Print on Demand(PoD) ISBN","New-2005","978-1-5090-5662-0","Electronic ISBN","New-2005","978-1-5090-5661-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7883495","23-28 Oct. 2016","7867613","2016 IEEE Conference on Visual Analytics Science and Technology (VAST)","2016","IEEE","24","ii","[Copyright notice]"
"Recent theories of the wealth and poverty of nations put the accent on the accumulation of collective know how. The fundamental difference between rich and poor countries is not in the average level of individual skills of their citizens but in the kinds of things that can be done collectively. This creates an important visualization problem: how to measure and represent the differential levels of collective know how between countries and regions? How to visualize its evolution in time? How to identify more feasible and effective paths for progress? How can visualization help orient the efforts of the public and private sectors in enhancing progress?","","EPHEMERA","7883504","Center for International Development, Harvard University, United States of America","","1","Ricardo Hausmann","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","23-28 Oct. 2016","Baltimore, MD","Conferences","10.1109/VAST.2016.7883504","xii","","","","","","","","","","","","","","","","","7883493","978-1-5090-5662-0","Print on Demand(PoD) ISBN","New-2005","978-1-5090-5662-0","Electronic ISBN","New-2005","978-1-5090-5661-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7883504","23-28 Oct. 2016","7867613","2016 IEEE Conference on Visual Analytics Science and Technology (VAST)","2016","IEEE","25","xii","VIS keynote address"
"The 2016 Visualization Technical Achievement Award goes to David Ebert in recognition of foundational work in visual analytics, both through development of fundamental predictive techniques and as Director of the Purdue/DHS Visual Analytics Center of Excellence.","","EPHEMERA","7883503","Purdue University, United States of America","","1","David Ebert","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","23-28 Oct. 2016","Baltimore, MD","Conferences","10.1109/VAST.2016.7883503","xi","","","","","","","","","","","","","","","","","7883493","978-1-5090-5662-0","Print on Demand(PoD) ISBN","New-2005","978-1-5090-5662-0","Electronic ISBN","New-2005","978-1-5090-5661-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7883503","23-28 Oct. 2016","7867613","2016 IEEE Conference on Visual Analytics Science and Technology (VAST)","2016","IEEE","26","xi","The 2016 Visualization Technical Achievement Award"
"The 2016 Visualization Career Award goes to John Dill in recognition of major industrial and academic research advances spanning CAE/CAD, HCI, and data visualization as well as organizational leadership that helped develop the field of visual analytics.","","EPHEMERA","7883502","Simon Fraser University, Canada","","1","John Dill","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","23-28 Oct. 2016","Baltimore, MD","Conferences","10.1109/VAST.2016.7883502","x","","","","","","","","","","","","","","","","","7883493","978-1-5090-5662-0","Print on Demand(PoD) ISBN","New-2005","978-1-5090-5662-0","Electronic ISBN","New-2005","978-1-5090-5661-3","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7883502","23-28 Oct. 2016","7867613","2016 IEEE Conference on Visual Analytics Science and Technology (VAST)","2016","IEEE","27","x","The 2016 Visualization Career Award"
