"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_10_authorUrl","articles_authors_authors_10_author_order","articles_authors_authors_10_full_name","articles_authors_authors_10_id","articles_authors_authors_11_authorUrl","articles_authors_authors_11_author_order","articles_authors_authors_11_full_name","articles_authors_authors_11_id","articles_authors_authors_12_authorUrl","articles_authors_authors_12_author_order","articles_authors_authors_12_full_name","articles_authors_authors_12_id","articles_authors_authors_13_authorUrl","articles_authors_authors_13_author_order","articles_authors_authors_13_full_name","articles_authors_authors_13_id","articles_authors_authors_14_authorUrl","articles_authors_authors_14_author_order","articles_authors_authors_14_full_name","articles_authors_authors_14_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_partnum","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"As part of a larger effort exploring alternative display systems, Lawrence Livermore National Laboratory has installed systems in two offices that extend and update the previously described ""Office of Real Soon Now"" project to improve the value for visualization tasks. These new systems use higher resolution projectors driven by workstations that run Unix-based applications via Linux and support hardware-accelerated 3D graphics, even across the boundary between displays.","https://ieeexplore.ieee.org/document/1183830/","LOCKED","1183830","","https://ieeexplore.ieee.org/author/37372247300","1","S.P. Uselton","37372247300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","27 Oct.-1 Nov. 2002","Boston, MA, USA","Conferences","10.1109/VISUAL.2002.1183830","564","https://ieeexplore.ieee.org/document/1183830/","Computer aided software engineering","Workstations","Computer displays","Computer graphics","Laboratories","Data visualization","Hardware","Application software","Linux","Three dimensional displays","26565","0-7803-7498-3","Print ISBN","Historical","0-7803-7498-3","02CH37370","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1183830","27 Oct.-1 Nov. 2002","8436","IEEE Visualization, 2002. VIS 2002.","2002","IEEE","11","561","Case study: the ""Office of Real Soon Now"" for visualization"
"The Gauss map projects surface normals to a unit sphere, providing a powerful visualization of the geometry of a graphical object. it can be used to predict visual events caused by changes in lighting, shading, and camera control. We present an interactive technique for portraying the Gauss map of polygonal models, mapping surface normals and the magnitudes of surface curvature using a spherical projection. Unlike other visualizations of surface curvature, we create our Gauss map directly from polygonal meshes without requiring any complex intermediate calculations of differential geometry. For anything other than simple shapes, surface information is densely mapped into the Gaussian normal image, inviting the use of visualization techniques to amplify and emphasize details hidden within the wealth of data. We present the use of interactive visualization tools such as brushing and linking to explore the surface properties of solid shapes. The Gauss map is shown to be simple to compute, easy to view dynamically, and effective at portraying important features of polygonal models.","https://ieeexplore.ieee.org/document/1183828/","LOCKED","1183828","Maryland Univ., Baltimore, MD, USA","https://ieeexplore.ieee.org/author/38147235600","1","B. Lowekamp","38147235600","","","","","","","","","","","","","","","","","","","","","Maryland Univ., Baltimore, MD, USA","https://ieeexplore.ieee.org/author/37282292000","2","P. Rheingans","37282292000","","https://ieeexplore.ieee.org/author/37418915200","3","T.S. Yoo","37418915200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","0","27 Oct.-1 Nov. 2002","Boston, MA, USA","Conferences","10.1109/VISUAL.2002.1183828","556","https://ieeexplore.ieee.org/document/1183828/","Gaussian processes","Shape","Data visualization","Computational geometry","Solid modeling","Libraries","Biomedical imaging","Cameras","Lighting control","Joining processes","26565","0-7803-7498-3","Print ISBN","Historical","0-7803-7498-3","02CH37370","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1183828","27 Oct.-1 Nov. 2002","8436","IEEE Visualization, 2002. VIS 2002.","2002","IEEE","12","553","Exploring surface characteristics with interactive Gaussian images (a case study)"
"Data sets from large-scale simulations (up to 501/sup 3/ grid points) of mantle convection are analyzed with volume rendering of the temperature field and a new critical point analysis of the velocity field. As the Rayleigh number Ra is increased the thermal field develops increasingly thin plume-like structures along which heat is convected. These eventually break down and become turbulent. Visualization methods are used to distinguish between various models of heat conductivity and to develop an intuitive understanding of the structure of the flow.","https://ieeexplore.ieee.org/document/1183813/","LOCKED","1183813","Sch. of Computational Sci. & Inf. Technol., Florida State Univ., Tallahassee, FL, USA","https://ieeexplore.ieee.org/author/37324424400","1","G. Erlebacher","37324424400","","","","","","","","","","","","","","","","","","","","","","https://ieeexplore.ieee.org/author/37342784800","2","D.A. Yuen","37342784800","","https://ieeexplore.ieee.org/author/38149813100","3","F. Dubuffet","38149813100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","0","27 Oct.-1 Nov. 2002","Boston, MA, USA","Conferences","10.1109/VISUAL.2002.1183813","496","https://ieeexplore.ieee.org/document/1183813/","Computer aided software engineering","Visualization","Earth","Thermal conductivity","Temperature","Equations","Information analysis","Thermal pollution","Geoscience","Computer graphics","26565","0-7803-7498-3","Print ISBN","Historical","0-7803-7498-3","02CH37370","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1183813","27 Oct.-1 Nov. 2002","8436","IEEE Visualization, 2002. VIS 2002.","2002","IEEE","13","493","Case study: Visualization and analysis of high Rayleigh number - 3D convection in the Earth's mantle"
"GeneVis provides a visual environment for exploring the dynamics of genetic regulatory networks. At present time, genetic regulation is the focus of intensive research worldwide, and computational aids are being called for to help in the research of factors that are difficult to observe directly. GeneVis provides a particle-based simulation of genetic networks and visualizes the process of this simulation as it occurs. Two dynamic visualization techniques are provided, a visualization of the movement of the regulatory proteins and a visualization of the relative concentrations of these proteins. Several interactive tools relate the dynamic visualizations to the underlying genetic network structure.","https://ieeexplore.ieee.org/document/1183781/","LOCKED","1183781","Dept. of Comput. Sci., Calgary Univ., Alta., Canada","https://ieeexplore.ieee.org/author/38145765600","1","C.A.H. Baker","38145765600","","","","","","","","","","","","","","","","","","","","","Dept. of Comput. Sci., Calgary Univ., Alta., Canada","https://ieeexplore.ieee.org/author/37326090900","2","M.S.T. Carpendale","37326090900","Dept. of Comput. Sci., Calgary Univ., Alta., Canada","https://ieeexplore.ieee.org/author/37266754700","3","P. Prusinkiewicz","37266754700","","https://ieeexplore.ieee.org/author/37566595500","4","M.G. Surette","37566595500","","","","","","","","","","","","","","","","","","","","","","","","","","7","0","27 Oct.-1 Nov. 2002","Boston, MA, USA","Conferences","10.1109/VISUAL.2002.1183781","250","https://ieeexplore.ieee.org/document/1183781/","Visualization","Genetics","Proteins","Biology computing","Computational modeling","Medical simulation","Computer interfaces","Biological system modeling","Biological information theory","Lenses","26565","0-7803-7498-3","Print ISBN","Historical","0-7803-7498-3","02CH37370","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1183781","27 Oct.-1 Nov. 2002","8436","IEEE Visualization, 2002. VIS 2002.","2002","IEEE","14","243","GeneVis: visualization tools for genetic regulatory network dynamics"
"We propose the use of textured splats as the basic display primitives for an open surface fire model. The high-detail textures help to achieve a smooth boundary of the fire and gain the small-scale turbulence appearance. We utilize the Lattice Boltzmann Model (LBM) to simulate physically-based equations describing the fire evolution and its interaction with the environment (e.g., obstacles, wind and temperature). The property of fuel and non-burning objects are defined on the lattice of the computation domain. A temperature field is also incorporated to model the generation of smoke from the fire due to incomplete combustion. The linear and local characteristics of the LBM enable us to accelerate the computation with graphics hardware to reach real-time simulation speed, while the texture splat primitives enable interactive rendering frame rates.","https://ieeexplore.ieee.org/document/1183779/","LOCKED","1183779","Dept. of Comput. Sci., State Univ. of New York, Stony Brook, NY, USA","https://ieeexplore.ieee.org/author/37279025800","1","Xiaoming Wei","37279025800","","","","","","","","","","","","","","","","","","","","","Dept. of Comput. Sci., State Univ. of New York, Stony Brook, NY, USA","https://ieeexplore.ieee.org/author/37278915900","2","Wei Li","37278915900","Dept. of Comput. Sci., State Univ. of New York, Stony Brook, NY, USA","https://ieeexplore.ieee.org/author/37273119700","3","K. Mueller","37273119700","Dept. of Comput. Sci., State Univ. of New York, Stony Brook, NY, USA","https://ieeexplore.ieee.org/author/37268052800","4","A. Kaufman","37268052800","","","","","","","","","","","","","","","","","","","","","","","","","","9","1","27 Oct.-1 Nov. 2002","Boston, MA, USA","Conferences","10.1109/VISUAL.2002.1183779","234","https://ieeexplore.ieee.org/document/1183779/","Fires","Computational modeling","Temperature","Displays","Surface texture","Lattice Boltzmann methods","Equations","Fuels","Combustion","Acceleration","26565","0-7803-7498-3","Print ISBN","Historical","0-7803-7498-3","02CH37370","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1183779","27 Oct.-1 Nov. 2002","8436","IEEE Visualization, 2002. VIS 2002.","2002","IEEE","15","227","Simulating fire with texture splats"
"Level-of-detail rendering is essential for rendering very large, detailed worlds in real-time. Unfortunately, level-of-detail computations can be expensive, creating a bottleneck at the CPU. This paper presents the CABTT algorithm, an extension to existing binary-triangle-tree-based level-of-detail algorithms. Instead of manipulating triangles, the CABTT algorithm instead operates on clusters of geometry called aggregate triangles. This reduces CPU overhead, eliminating a bottleneck common to level-of-detail algorithms. Since aggregate triangles stay fixed over several frames, they may be cached on the video card. This further reduces CPU load and fully utilizes the hardware accelerated rendering pipeline on modern video cards. These improvements result in a fourfold increase in frame rate over ROAM at high detail levels. Our implementation renders an approximation of an 8 million triangle height field at 42 frames per second with an maximum error of 1 pixel on consumer hardware.","https://ieeexplore.ieee.org/document/1183783/","LOCKED","1183783","California Univ., Berkeley, CA, USA","https://ieeexplore.ieee.org/author/38149622100","1","J. Levenberg","38149622100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47","7","27 Oct.-1 Nov. 2002","Boston, MA, USA","Conferences","10.1109/VISUAL.2002.1183783","265","https://ieeexplore.ieee.org/document/1183783/","Aggregates","Clustering algorithms","Hardware","Rendering (computer graphics)","Computer graphics","Pipelines","Computational geometry","Coherence","Acceleration","Computer errors","26565","0-7803-7498-3","Print ISBN","Historical","0-7803-7498-3","02CH37370","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1183783","27 Oct.-1 Nov. 2002","8436","IEEE Visualization, 2002. VIS 2002.","2002","IEEE","16","259","Fast view-dependent level-of-detail rendering using cached geometry"
"Finding the ""best"" viewing parameters for a scene is a difficult but very important problem. Fully automatic procedures seem to be impossible as the notion of ""best"" strongly depends on human judgment as well as on the application. In this paper a solution to the sub-problem of placing light sources for given camera parameters is proposed. A light position is defined to be optimal, when the resulting illumination reveals more about the scene than illuminations from all other light positions, i.e. the light position maximizes information that is added to the image through the illumination. With the help of an experiment with several subjects we could adapt the information measure to the actually perceived information content. We present fast global optimization procedures and solutions for two and more light sources.","https://ieeexplore.ieee.org/document/1183785/","LOCKED","1183785","WSI/GRIS, Tubingen Univ., Germany","https://ieeexplore.ieee.org/author/37565742800","1","S. Gumhold","37565742800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","1","27 Oct.-1 Nov. 2002","Boston, MA, USA","Conferences","10.1109/VISUAL.2002.1183785","282","https://ieeexplore.ieee.org/document/1183785/","Entropy","Light sources","Lighting","Layout","Data visualization","Design optimization","Computer graphics","Histograms","Humans","Cameras","26565","0-7803-7498-3","Print ISBN","Historical","0-7803-7498-3","02CH37370","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1183785","27 Oct.-1 Nov. 2002","8436","IEEE Visualization, 2002. VIS 2002.","2002","IEEE","17","275","Maximum entropy light source placement"
"We discuss 3d interaction techniques for the quantitative analysis of spatial relations in medical visualizations. We describe the design and implementation of measurement tools to measure distances, angles and volumes in 3d visualizations. The visualization of measurement tools as recognizable 3d objects and a 3d interaction, which is both intuitive and precise, determines the usability of such facilities. Measurements may be carried out in 2d visualizations of the original radiological data and in 3d visualizations. The result of a measurement carried out in one view is also displayed in the other view appropriately. We discuss the validation of the obtained measures. Finally, we describe how some important measurement tasks may be solved automatically.","https://ieeexplore.ieee.org/document/1183752/","LOCKED","1183752","Center for Med. Diagnostic Syst. & Visualization, MeVis, Bremen, Germany","https://ieeexplore.ieee.org/author/37424645300","1","B. Preim","37424645300","","","","","","","","","","","","","","","","","","","","","Center for Med. Diagnostic Syst. & Visualization, MeVis, Bremen, Germany","https://ieeexplore.ieee.org/author/37645846600","2","C. Tietjen","37645846600","Center for Med. Diagnostic Syst. & Visualization, MeVis, Bremen, Germany","https://ieeexplore.ieee.org/author/38149996100","3","W. Spindler","38149996100","Center for Med. Diagnostic Syst. & Visualization, MeVis, Bremen, Germany","https://ieeexplore.ieee.org/author/37442956900","4","H.-O. Peitgen","37442956900","","","","","","","","","","","","","","","","","","","","","","","","","","16","8","27 Oct.-1 Nov. 2002","Boston, MA, USA","Conferences","10.1109/VISUAL.2002.1183752","28","https://ieeexplore.ieee.org/document/1183752/","Data visualization","Medical diagnostic imaging","Brain","Medical diagnosis","Volume measurement","Goniometers","Oncological surgery","Current measurement","Position measurement","Computed tomography","26565","0-7803-7498-3","Print ISBN","Historical","0-7803-7498-3","02CH37370","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1183752","27 Oct.-1 Nov. 2002","8436","IEEE Visualization, 2002. VIS 2002.","2002","IEEE","18","21","Integration of measurement tools in medical 3d visualizations"
"Weather radars can measure the backscatter from rain drops in the atmosphere. A complete radar scan provides three-dimensional precipitation information. For the understanding of the underlying atmospheric processes interactive visualization of these data sets is necessary. This is a challenging task due to the size, structure and required context of the data. In this case study, a multiresolution approach for real-time simultaneous visualization of radar measurements together with the corresponding terrain data is illustrated.","https://ieeexplore.ieee.org/document/1183823/","LOCKED","1183823","Dept. for Appl. Math., Bonn Univ., Germany","https://ieeexplore.ieee.org/author/38015261400","1","T. Gerstner","38015261400","","","","","","","","","","","","","","","","","","","","","","https://ieeexplore.ieee.org/author/38149815100","2","D. Meetschen","38149815100","","","3","S. Crewel","","","https://ieeexplore.ieee.org/author/37282573500","4","M. Griebel","37282573500","","https://ieeexplore.ieee.org/author/37351750500","5","C. Simmer","37351750500","","","","","","","","","","","","","","","","","","","","","6","0","27 Oct.-1 Nov. 2002","Boston, MA, USA","Conferences","10.1109/VISUAL.2002.1183823","536","https://ieeexplore.ieee.org/document/1183823/","Computer aided software engineering","Meteorological radar","Data visualization","Atmospheric modeling","Isosurfaces","Atmospheric measurements","Backscatter","Rain","Radar antennas","Displays","26565","0-7803-7498-3","Print ISBN","Historical","0-7803-7498-3","02CH37370","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1183823","27 Oct.-1 Nov. 2002","8436","IEEE Visualization, 2002. VIS 2002.","2002","IEEE","19","533","A case study on multiresolution visualization of local rainfall from weather radar measurements"
"Surface texturing aids the visualization of polygonal meshes by providing additional surface orientation cues and feature annotations. Such texturing is usually implemented via texture mapping, which is easier and more effective when the distortion of the mapping from the surface to the texture map is kept small. We have previously shown that distortion occurs when areas of high surface curvature are flattened into the texture map. By cutting the surface in these areas one can reduce texture map distortion at the expense of additional seam artifacts. This paper describes a faster technique for guiding a texture map seam through high distortion regions, while restricting the seam to regions of low visibility. This results in distortion reducing seams that are less visually distracting and take less time to compute. We have also observed that visibility considerations improve the speed of a recent method that adds cuts to reduce a surface genus.","https://ieeexplore.ieee.org/document/1183787/","LOCKED","1183787","Dept. of Comput. Sci., Technion-Israel Inst. of Technol., Haifa, Israel","https://ieeexplore.ieee.org/author/37281781700","1","A. Sheffer","37281781700","","","","","","","","","","","","","","","","","","","","","","https://ieeexplore.ieee.org/author/37301161800","2","J.C. Hart","37301161800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27","5","27 Oct.-1 Nov. 2002","Boston, MA, USA","Conferences","10.1109/VISUAL.2002.1183787","298","https://ieeexplore.ieee.org/document/1183787/","Surface texture","Visualization","Computer science","Computer graphics","Animals","Chromium","Shadow mapping","Frequency","Geometry","","26565","0-7803-7498-3","Print ISBN","Historical","0-7803-7498-3","02CH37370","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1183787","27 Oct.-1 Nov. 2002","8436","IEEE Visualization, 2002. VIS 2002.","2002","IEEE","20","291","Seamster: inconspicuous low-distortion texture seam layout"
"The current state of the art in visualization research places strong emphasis on different techniques to derive insight from disparate types of data. However, little work has investigated the visualization process itself. The information content of the visualization process - the results, history, and relationships between those results - is addressed by this work. A characterization of the visualization process is discussed, leading to a general model of the visualization exploration process. The model, based upon a new parameter derivation calculus, can be used for automated reporting, analysis, or visualized directly. An XML-based language for expressing visualization sessions using the model is also described. These sessions can then be shared and reused by collaborators. The model, along with the XML representation, provides an effective means to utilize information within the visualization process to further data exploration.","https://ieeexplore.ieee.org/document/1183791/","LOCKED","1183791","Comput. Sci. Dept., California Univ., Davis, CA, USA","https://ieeexplore.ieee.org/author/38275083200","1","T.J. Jankun-Kelly","38275083200","","","","","","","","","","","","","","","","","","","","","Comput. Sci. Dept., California Univ., Davis, CA, USA","https://ieeexplore.ieee.org/author/37275869400","2","Kwan-Liu Ma","37275869400","Comput. Sci. Dept., California Univ., Davis, CA, USA","https://ieeexplore.ieee.org/author/37328724500","3","M. Gertz","37328724500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27","0","27 Oct.-1 Nov. 2002","Boston, MA, USA","Conferences","10.1109/VISUAL.2002.1183791","330","https://ieeexplore.ieee.org/document/1183791/","Data visualization","Computer science","Collaboration","XML","Computer graphics","Documentation","History","Calculus","Pressing","Chromium","26565","0-7803-7498-3","Print ISBN","Historical","0-7803-7498-3","02CH37370","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1183791","27 Oct.-1 Nov. 2002","8436","IEEE Visualization, 2002. VIS 2002.","2002","IEEE","21","323","A model for the visualization exploration process"
"Visualization of tubular structures such as blood vessels is an important topic in medical imaging. One way to display tubular structures for diagnostic purposes is to generate longitudinal cross-sections in order to show their lumen, wall, and surrounding tissue in a curved plane. This process is called curved planar reformation (CPR). We present three different methods to generate CPR images. A tube-phantom was scanned with computed tomography (CT) to illustrate the properties of the different CPR methods. Furthermore we introduce enhancements to these methods: thick-CPR, rotating-CPR and multi-path-CPR.","https://ieeexplore.ieee.org/document/1183754/","LOCKED","1183754","Inst. of Comput. Graphics & Algorithms, Vienna Univ. of Technol., Austria","https://ieeexplore.ieee.org/author/37282727500","1","A. Kanitsar","37282727500","","","","","","","","","","","","","","","","","","","","","","https://ieeexplore.ieee.org/author/37282581000","2","D. Fleischmann","37282581000","","https://ieeexplore.ieee.org/author/37267822600","3","R. Wegenkittl","37267822600","","https://ieeexplore.ieee.org/author/37267788200","4","P. Felkel","37267788200","","https://ieeexplore.ieee.org/author/37282552200","5","E. Groller","37282552200","","","","","","","","","","","","","","","","","","","","","63","37","27 Oct.-1 Nov. 2002","Boston, MA, USA","Conferences","10.1109/VISUAL.2002.1183754","44","https://ieeexplore.ieee.org/document/1183754/","Biomedical imaging","Computed tomography","Data visualization","Magnetic resonance imaging","Blood vessels","Image generation","Computer graphics","Radiology","Computer displays","Chromium","26565","0-7803-7498-3","Print ISBN","Historical","0-7803-7498-3","02CH37370","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1183754","27 Oct.-1 Nov. 2002","8436","IEEE Visualization, 2002. VIS 2002.","2002","IEEE","22","37","CPR - curved planar reformation"
"In this paper, we present a verification algorithm for swirling features in flow fields, based on the geometry of streamlines. The features of interest in this case are vortices. Without a formal definition, existing detection algorithms lack the ability to accurately identify these features, and the current method for verifying the accuracy of their results is by human visual inspection. Our verification algorithm addresses this issue by automating the visual inspection process. It is based on identifying the swirling streamlines that surround the candidate vortex cores. We apply our algorithm to both numerically simulated and procedurally generated datasets to illustrate the efficacy of our approach.","https://ieeexplore.ieee.org/document/1183789/","LOCKED","1183789","Ohio State Univ., Columbus, OH, USA","https://ieeexplore.ieee.org/author/37826582200","1","Ming Jiang","37826582200","","","","","","","","","","","","","","","","","","","","","Ohio State Univ., Columbus, OH, USA","https://ieeexplore.ieee.org/author/37269516700","2","R. Machiraju","37269516700","","https://ieeexplore.ieee.org/author/37265831900","3","D. Thompson","37265831900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26","4","27 Oct.-1 Nov. 2002","Boston, MA, USA","Conferences","10.1109/VISUAL.2002.1183789","314","https://ieeexplore.ieee.org/document/1183789/","Data visualization","Detection algorithms","Geometry","Computational modeling","Large-scale systems","Testing","Tornadoes","Humans","Inspection","Numerical simulation","26565","0-7803-7498-3","Print ISBN","Historical","0-7803-7498-3","02CH37370","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1183789","27 Oct.-1 Nov. 2002","8436","IEEE Visualization, 2002. VIS 2002.","2002","IEEE","23","307","Geometric verification of swirling features in flow fields"
"This paper presents a vision-based geometric alignment system for aligning the projectors in an arbitrarily large display wall. Existing algorithms typically rely on a single camera view and degrade in accuracy as the display resolution exceeds the camera resolution by several orders of magnitude. Naive approaches to integrating multiple zoomed camera views fail since small errors in aligning adjacent views propagate quickly over the display surface to create glaring discontinuities. Our algorithm builds and refines a camera homography tree to automatically register any number of uncalibrated camera images; the resulting system is both faster and significantly more accurate than competing approaches, reliably achieving alignment errors of 0.55 pixels on a 24-projector display in under 9 minutes. Detailed experiments compare our system to two recent display wall alignment algorithms, both on our 18 Megapixel display wall and in simulation. These results indicate that our approach achieves sub-pixel accuracy even on displays with hundreds of projectors.","https://ieeexplore.ieee.org/document/1183793/","LOCKED","1183793","Comput. Sci., Princeton Univ., NJ, USA","https://ieeexplore.ieee.org/author/37337226600","1","Han Chen","37337226600","","","","","","","","","","","","","","","","","","","","","","https://ieeexplore.ieee.org/author/37282878500","2","R. Sukthankar","37282878500","","https://ieeexplore.ieee.org/author/37425426700","3","G. Wallace","37425426700","","https://ieeexplore.ieee.org/author/37277619300","4","Kai Li","37277619300","","","","","","","","","","","","","","","","","","","","","","","","","","80","8","27 Oct.-1 Nov. 2002","Boston, MA, USA","Conferences","10.1109/VISUAL.2002.1183793","346","https://ieeexplore.ieee.org/document/1183793/","Cameras","Computer displays","Robot vision systems","Computer science","Calibration","Pixel","Computational modeling","Degradation","Chromium","Computer graphics","26565","0-7803-7498-3","Print ISBN","Historical","0-7803-7498-3","02CH37370","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1183793","27 Oct.-1 Nov. 2002","8436","IEEE Visualization, 2002. VIS 2002.","2002","IEEE","24","339","Scalable alignment of large-format multi-projector displays using camera homography trees"
"In this paper we are presenting a novel approach for rendering large datasets in a view-dependent manner. In a typical view-dependent rendering framework, an appropriate level of detail is selected and sent to the graphics hardware for rendering at each frame. In our approach, we have successfully managed to speed up the selection of the level of detail as well as the rendering of the selected levels. We have accelerated the selection of the appropriate level of detail by not scanning active nodes that do not contribute to the incremental update of the selected level of detail. Our idea is based on imposing a spatial subdivision over the view-dependence trees data-structure, which allows spatial tree cells to refine and merge in real-time rendering to comply with the changes in the active nodes list. The rendering of the selected level of detail is accelerated by using vertex arrays. To overcome the dynamic changes in the selected levels of detail we use multiple small vertex arrays whose sizes depend on the memory on the graphics hardware. These multiple vertex arrays are attached to the active cells of the spatial tree and represent the active nodes of these cells. These vertex arrays, which are sent to the graphics hardware at each frame, merge and split with respect to the changes in the cells of the spatial tree.","https://ieeexplore.ieee.org/document/1183760/","LOCKED","1183760","Dept. of Comput. Sci., Ben-Gurion Univ. of the Negev, Beer-Sheva, Israel","https://ieeexplore.ieee.org/author/38274901700","1","J. El-Sana","38274901700","","","","","","","","","","","","","","","","","","","","","Dept. of Comput. Sci., Ben-Gurion Univ. of the Negev, Beer-Sheva, Israel","https://ieeexplore.ieee.org/author/37698248900","2","E. Bachmat","37698248900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","2","27 Oct.-1 Nov. 2002","Boston, MA, USA","Conferences","10.1109/VISUAL.2002.1183760","84","https://ieeexplore.ieee.org/document/1183760/","Rendering (computer graphics)","Hardware","Acceleration","Tree graphs","Computer graphics","Solid modeling","Mathematical model","Chromium","Computational geometry","Spatial resolution","26565","0-7803-7498-3","Print ISBN","Historical","0-7803-7498-3","02CH37370","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1183760","27 Oct.-1 Nov. 2002","8436","IEEE Visualization, 2002. VIS 2002.","2002","IEEE","25","77","Optimized view-dependent rendering for large polygonal datasets"
"Visualization is required for the effective utilization of data from a weather simulation. Appropriate mapping of user goals to the design of pictorial content has been useful in the development of interactive applications with sufficient bandwidth for timely access to the model data. When remote access to the model visualizations is required the limited bandwidth becomes the primary bottleneck. To help address these problems, visualizations are presented on a Web page as a meta-representation of the model output and serve as an index to simplify finding other visualizations of relevance. To provide consistency with extant interactive products and to leverage their cost of development, the aforementioned applications are adapted to automatically populate a Web site with images and interactions for an operational weather forecasting system.","https://ieeexplore.ieee.org/document/1183827/","LOCKED","1183827","IBM Thomas J. Watson Res. Center, Yorktown Heights, NY, USA","https://ieeexplore.ieee.org/author/37372175500","1","L.A. Treinish","37372175500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","0","27 Oct.-1 Nov. 2002","Boston, MA, USA","Conferences","10.1109/VISUAL.2002.1183827","552","https://ieeexplore.ieee.org/document/1183827/","Computer aided software engineering","Production","Data visualization","Bandwidth","Weather forecasting","Application software","Web pages","Costs","Chromium","Computer graphics","26565","0-7803-7498-3","Print ISBN","Historical","0-7803-7498-3","02CH37370","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1183827","27 Oct.-1 Nov. 2002","8436","IEEE Visualization, 2002. VIS 2002.","2002","IEEE","26","549","Case study on the adaptation of interactive visualization applications to Web-based production for operational mesoscale weather models"
