"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_author_terms_terms_9","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_issn","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"Our visualisation of the IEEE InfoVis citation network is based on 3D graph visualisation techniques. To make effective use of the third dimension we use a layered approach, constraining nodes to lie on parallel planes depending on parameters such as year of publication or link degree. Within the parallel planes nodes are arranged using a fast force-directed layout method. A number of clusters representing different research areas were identified using a self organising map approach.","https://ieeexplore.ieee.org/document/1382937/","LOCKED","1382937","University of Sydney","https://ieeexplore.ieee.org/author/37288875000","1","A. Ahmed","37288875000","","https://ieeexplore.ieee.org/author/37326161000","2","T. Dwyer","37326161000","","https://ieeexplore.ieee.org/author/37553339300","3","C. Murray","37553339300","","https://ieeexplore.ieee.org/author/37554043900","4","Le Song","37554043900","","https://ieeexplore.ieee.org/author/37293511300","5","Ying Xin Wu","37293511300","","","","","","","","","","","","","","","","","","","","5","0","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.77","r4","https://ieeexplore.ieee.org/document/1382937/","infovis contest","graph visualization","self organizing map","","","","","","","","Australia","Data visualization","Frequency","Animation","Information technology","Organizing","Pipelines","Data structures","Filtering","Image generation","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382937","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","11","r4","WilmaScope Graph Visualisation"
"","https://ieeexplore.ieee.org/document/1382941/","LOCKED","1382941","Drexel University","https://ieeexplore.ieee.org/author/37445830400","1","H.D. White","37445830400","","https://ieeexplore.ieee.org/author/37418232000","2","Xia Lin","37418232000","","https://ieeexplore.ieee.org/author/37442288800","3","J. Buzydlowski","37442288800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.4","r8","https://ieeexplore.ieee.org/document/1382941/","","","","","","","","","","","Visualization","Information retrieval","Electronic mail","Visual databases","Displays","Abstracts","Educational institutions","Information science","Content based retrieval","Frequency","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382941","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","12","r8","An Associative Information Visualizer"
"","https://ieeexplore.ieee.org/document/1382939/","LOCKED","1382939","University of Konstanz","https://ieeexplore.ieee.org/author/37283138700","1","D.A. Keim","37283138700","","https://ieeexplore.ieee.org/author/37939647200","2","H. Barro","37939647200","","https://ieeexplore.ieee.org/author/37282557300","3","C. Panse","37282557300","","https://ieeexplore.ieee.org/author/37669961800","4","J. Schneidewind","37669961800","","https://ieeexplore.ieee.org/author/37827860500","5","M. Sips","37827860500","","","","","","","","","","","","","","","","","","","","4","0","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.22","r6","https://ieeexplore.ieee.org/document/1382939/","","","","","","","","","","","History","Data visualization","Cleaning","Humans","Collaboration","Information filtering","Information filters","Joining processes","Motion pictures","Visual databases","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382939","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","13","r6","Exploring and Visualizing the History of InfoVis"
"We show the structure of the InfoVis publications dataset using Tulip, a scalable open-source visualization system for graphs and trees. Tulip supports interactive navigation and many options for layout. Subgraphs of the full dataset can be created interactively or using a wide set of algorithms based on graph theory and combinatorics, including several kinds of clustering. We found that convolution clustering and small world clustering were particularly effective at showing the structure of the InfoVis publications dataset, as was coloring by the Strahler metric.","https://ieeexplore.ieee.org/document/1382943/","LOCKED","1382943","Université de Bordeaux I","https://ieeexplore.ieee.org/author/37282997000","1","M. Delest","37282997000","","https://ieeexplore.ieee.org/author/37349490300","2","T. Munzner","37349490300","","https://ieeexplore.ieee.org/author/37282996500","3","D. Auber","37282996500","","https://ieeexplore.ieee.org/author/37295426700","4","J.-P. Domenger","37295426700","","","","","","","","","","","","","","","","","","","","","","","","","4","0","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.23","r10","https://ieeexplore.ieee.org/document/1382943/","","","","","","","","","","","History","Navigation","Open source software","Visualization","Tree graphs","Clustering algorithms","Combinatorial mathematics","Convolution","XML","Graph theory","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382943","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","14","r10","Exploring InfoVis Publication History with Tulip"
"","https://ieeexplore.ieee.org/document/1382945/","LOCKED","1382945","University of California at Davis","https://ieeexplore.ieee.org/author/37412023800","1","Soon Tee Teoh","37412023800","","https://ieeexplore.ieee.org/author/37275869400","2","Kwan-Liu Ma","37275869400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.50","r12","https://ieeexplore.ieee.org/document/1382945/","","","","","","","","","","","Conferences","Data visualization","Collaboration","Computer science","History","Image generation","Displays","Information retrieval","","","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382945","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","15","r12","One-For-All: Visualization of the Information Visualization Symposia"
"In today's fast-paced world it is becoming increasingly difficult to stay abreast of the public discourse. With the advent of hundreds of closed-captioned cable channels and internet-based channels such as news feeds, blogs, or email, knowing the ""buzz"" is a particular challenge. TextPool addresses this problem by quickly summarizing recent content in live text streams. The summarization is a dynamically changing textual collage that clusters related terms. We tested TextPool with the content of several RSS newswire feeds, which are updated roughly every five minutes. TextPool was able to handle this bandwidth well, and produced useful summarizations of feed content.","https://ieeexplore.ieee.org/document/1382912/","LOCKED","1382912","Northwestern University","https://ieeexplore.ieee.org/author/38275875000","1","C. Albrecht-Buehler","38275875000","","https://ieeexplore.ieee.org/author/37356872100","2","B. Watson","37356872100","","https://ieeexplore.ieee.org/author/38272685400","3","D.A. Shamma","38272685400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.63","p1","https://ieeexplore.ieee.org/document/1382912/","information visualization","data streams","text layout","information retrieval","newswires","","","","","","Feeds","Data visualization","Displays","Information retrieval","Blogs","Testing","Cable TV","Internet","Bandwidth","Chromium","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382912","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","16","p1","TextPool: Visualizing Live Text Streams"
"We explore the use of nature’s phyllotactic patterns to inform the layout of hierarchical data. These naturally occurring patterns provide a non-overlapping, optimal packing when the total number of nodes is not known a priori. We present a family of expandable tree layouts based on these patterns.","https://ieeexplore.ieee.org/document/1382914/","LOCKED","1382914","University of Calgary","https://ieeexplore.ieee.org/author/37285000100","1","S. Carpendale","37285000100","","https://ieeexplore.ieee.org/author/37938481400","2","A. Agarawala","37938481400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","0","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.53","p3","https://ieeexplore.ieee.org/document/1382914/","Graph layout","information visualization","phyllotactic patterns","tree visualization","","","","","","","Tree graphs","Data visualization","Layout","Fractals","Computer science","Chromium","Frequency","Navigation","Computer displays","Shape","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382914","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","17","p3","PhylloTrees: Harnessing Nature's Phyllotactic Patterns for Tree Layout"
"Provides an abstract of the keynote presentation and a brief professional biography of the presenter. The complete presentation was not made available for publication as part of the conference proceedings.","https://ieeexplore.ieee.org/document/1382882/","LOCKED","1382882","Palo Alto Research Center","https://ieeexplore.ieee.org/author/37444594200","1","S. Card","37444594200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.44","xii","https://ieeexplore.ieee.org/document/1382882/","","","","","","","","","","","","","","","","","","","","","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382882","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","18","xii","Keynote Address: From Information Visualization to Sensemaking: Connecting the Mind's Eye to the Mind's Muscle"
"A digital lens is a user interface mechanism that is a potential solution to information mangement problems. We investigated the use of digital lensing applied to imagery analysis. Participants completed three different types of tasks (locate, follow, and compare) using a magnification lens with three different degrees of offset (aligned, adjacent, and docked) over a high-resolution aerial photo. Although no lens offset mode was significantly better than another, most participants preferred the adjacent mode for the locate and compare tasks, and the docked mode for the follow tasks. This paper describes the results of a user study of magnification lenses and provides new insights into preferences of and interactions with digital lensing.","https://ieeexplore.ieee.org/document/1382916/","LOCKED","1382916","The Mitre Corporation","https://ieeexplore.ieee.org/author/37929365500","1","E. Darling","37929365500","","https://ieeexplore.ieee.org/author/37085945247","2","C. Newbern","37085945247","","https://ieeexplore.ieee.org/author/37939677000","3","N. Kalghatgi","37939677000","","https://ieeexplore.ieee.org/author/37939677700","4","A. Burgman","37939677700","","https://ieeexplore.ieee.org/author/37939678100","5","K. Recktenwald","37939678100","","","","","","","","","","","","","","","","","","","","1","0","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.6","p5","https://ieeexplore.ieee.org/document/1382916/","information visualization","imagery analysis","magnification lens","lens interaction","usability study","","","","","","Lenses","Image analysis","","","","","","","","","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382916","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","19","p5","An Experimental Investigation of Magnification Lens Offset and Its Impact on Imagery Analysis"
"We present a model and prototype system for tracking user interactions within a visualization. The history of the interactions are exposed to the user in a way that supports non-linear navigation of the visualization space. The interactions can be augmented with annotations, which, together with the interactions, can be shared with other users and applied to other data in a seamless way. The techniques constitute a novel approach for documenting information provenance.","https://ieeexplore.ieee.org/document/1382920/","LOCKED","1382920","Indiana University","https://ieeexplore.ieee.org/author/37283182000","1","D.P. Groth","37283182000","","https://ieeexplore.ieee.org/author/37926551500","2","B.W. Murphy","37926551500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.67","p9","https://ieeexplore.ieee.org/document/1382920/","interaction","visualization","user tracking","provenance","","","","","","","Data visualization","Prototypes","History","Navigation","Chromium","Graphics","Image recognition","XML","Pipelines","","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382920","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","20","p9","Tracking User Interactions Within Visualizations"
"Managing file systems of large organizations can present significant challenges in terms of the number of users, shared access to parts of the file system, and securing and monitoring critical parts of the file system. We present an interactive exploratory tool for monitoring and viewing the complex relationships within the Andrews File System (AFS). This tool is targeted as an aid to system administrators to manage users, applications and shared access. We tested our tool on UNC Charlotte’s Andrews File System (AFS) file system, which contains 4554 users, 556 user groups, and 2.2 million directories. Two types of visualizations are supported to explore file system relationships. In addition, drill-down features are provided to access the user file system and access control information of any directory within the system. All of the views are linked to facilitate easy navigation.","https://ieeexplore.ieee.org/document/1382918/","LOCKED","1382918","University of North Carolina at Charlotte","https://ieeexplore.ieee.org/author/37927235100","1","J. Foster","37927235100","","https://ieeexplore.ieee.org/author/37070774300","2","K. Subramanian","37070774300","","https://ieeexplore.ieee.org/author/37328688300","3","R. Herring","37328688300","","https://ieeexplore.ieee.org/author/37330910300","4","Gail Ahn","37330910300","","","","","","","","","","","","","","","","","","","","","","","","","1","0","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.40","p7","https://ieeexplore.ieee.org/document/1382918/","AFS","filesystem","monitoring","drill-down","visualization","","","","","","File systems","Access control","Data visualization","Computer science","Data mining","Monitoring","Navigation","Information security","Software systems","Management information systems","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382918","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","21","p7","Interactive Exploration of the AFS File System"
"We propose an interactive visualization approach to finding a mathematical model for a real world process, commonly known in the field of control theory as system identification. The use of interactive visualization techniques provides the modeller with instant visual feedback which facilitates the model validation process. When working interactively with such large data sets, as are common in system identification, methods to handle this data efficiently are required. We are developing approaches based on data streaming to meet this need.","https://ieeexplore.ieee.org/document/1382922/","LOCKED","1382922","Linköping University","https://ieeexplore.ieee.org/author/37273045500","1","J. Johansson","37273045500","","https://ieeexplore.ieee.org/author/37284208400","2","Patric Ljung","37284208400","","https://ieeexplore.ieee.org/author/37282558300","3","D. Lindgren","37282558300","","https://ieeexplore.ieee.org/author/37268765000","4","M. Cooper","37268765000","","","","","","","","","","","","","","","","","","","","","","","","","0","0","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.42","p11","https://ieeexplore.ieee.org/document/1382922/","System Identification","Interactive Visualization","Model Validation","","","","","","","","Data visualization","System identification","Mathematical model","Predictive models","Automatic control","Displays","Error correction","Control theory","Feedback","Chromium","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382922","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","22","p11","Interactive Visualization Approaches to the Analysis of System Identification Data"
"This interactive poster proposes a novel, explorative way to browse a database containing links to resource systems-related information online. Our approach is an illustrative one, and draws on our combined backgrounds in computer science, graphic and interaction design, sustainability, community organization, and urban design. The data visualized in our prototype was collected by students in the course Sustainable Habits, which Lauren Dietrich taught at Stanford University during Winter 2004.","https://ieeexplore.ieee.org/document/1382924/","LOCKED","1382924","Futurefarmers","https://ieeexplore.ieee.org/author/37930339400","1","D. Lu","37930339400","","https://ieeexplore.ieee.org/author/37938072800","2","L. Dietrich","37938072800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.58","p13","https://ieeexplore.ieee.org/document/1382924/","sustainability","","","","","","","","","","Data visualization","Prototypes","Graphical user interfaces","Uniform resource locators","Water resources","Software prototyping","Visual databases","Computer science","Computer graphics","Chromium","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382924","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","23","p13","Resource Systems Reference Database"
"This work focuses on visualizing highly cyclic hierarchical data. A user interface is discussed and its interaction is illustrated using a recipe database example. This example showcases a database with multiple categories for each recipe (database entry).","https://ieeexplore.ieee.org/document/1382926/","LOCKED","1382926","Mississippi State University","https://ieeexplore.ieee.org/author/38271918800","1","M.J. Mohammadi-Aragh","38271918800","","https://ieeexplore.ieee.org/author/38275083200","2","T.J. Jankun-Kelly","38275083200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.74","p15","https://ieeexplore.ieee.org/document/1382926/","information visualization","focus+context","radial graph layout","database visualization","","","","","","","Data visualization","Visual databases","Focusing","Layout","User interfaces","Animation","Relational databases","Java","Graphics","Tree graphs","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382926","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","24","p15","Visualizing and Interacting with Multi-Tree Hierarchical Data"
"This paper describes the integration of lookmarks into the ParaView visualization tool. Lookmarks are pointers to views of specific parts of a dataset. They were so named because lookmarks are to a visualization tool and dataset as bookmarks are to a browser and the World Wide Web. A lookmark can be saved and organized among other lookmarks within the context of ParaView. Then at a later time, either in the same ParaView session or in a different one, it can be regenerated, displaying the exact view of the data that had previously been saved. This allows the user to pick up where they left off, to continue to adjust the view or otherwise manipulate the data. Lookmarks facilitate collaboration between users who wish to share views of a dataset. They enable more effective data comparison because they can be applied to other datasets. They also serve as a way of organizing a user’s data. Ultimately, a lookmark is a time-saving tool that automates the recreation of a complex view of the data.","https://ieeexplore.ieee.org/document/1382930/","LOCKED","1382930","Sandia National Laboratories","https://ieeexplore.ieee.org/author/37931637200","1","E.T. Stanton","37931637200","","https://ieeexplore.ieee.org/author/37829164700","2","W.P. Kegelmeyer","37829164700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.16","p19","https://ieeexplore.ieee.org/document/1382930/","","","","","","","","","","","Filters","Data visualization","Pipelines","Laboratories","Web sites","Collaboration","Organizing","User interfaces","XML","Computer aided software engineering","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382930","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","25","p19","Creating and Managing ""Lookmarks"" in ParaView"
"Visualization systems must intuitively display and allow interaction with large multivariate data on low-dimensional displays. One problem often encountered in the process is occlusion: the ambiguity that occurs when records from different data sets are mapped to the same display location. For example, because of occlusion summarizing 1000 graphs by simply stacking them one over another is pointless. We solve this problem by adapting the solution to a similar problem in the Information Murals system [2]: mapping the number of data elements at a location to display luminance. Inspired by histograms, which map data frequency to space, we call our solution histographs. By treating a histograph as a digital image, we can blur and highlight edges to emphasize data features. We also support interactive clustering of the data with data zooming and shape-based selection. We are currently investigating alternative occlusion blending schemes.","https://ieeexplore.ieee.org/document/1382928/","LOCKED","1382928","Northwestern University","https://ieeexplore.ieee.org/author/37564433400","1","Pin Ren","37564433400","","https://ieeexplore.ieee.org/author/37356872100","2","B. Watson","37356872100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.28","p17","https://ieeexplore.ieee.org/document/1382928/","information visualization","visualizing large data sets","data occlusion","digital image processing","","","","","","","Data visualization","Displays","Frequency","Digital images","Histograms","Image edge detection","Stacking","Chromium","User interfaces","Computer graphics","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382928","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","26","p17","Histographs: Interactive Clustering of Stacked Graphs"
"Visualizing long-term acoustic data has been an important subject in the field of equipment surveillance and equipment diagnosis. This paper proposes a distortion-based visualization method of long-term acoustic data. We applied the method to 1 hour observation data of electric discharge sound, and our method could visualize the sound data more intelligibly as compared with conventional methods.","https://ieeexplore.ieee.org/document/1382932/","LOCKED","1382932","Central Research Institute of Electric Power Industry","https://ieeexplore.ieee.org/author/37265724400","1","F. Tsutsumi","37265724400","","https://ieeexplore.ieee.org/author/37941386400","2","N. Itoh","37941386400","","https://ieeexplore.ieee.org/author/37296759400","3","T. Onoda","37296759400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.17","p21","https://ieeexplore.ieee.org/document/1382932/","Acoustic visualization","distortion","monitoring","","","","","","","","Acoustic distortion","Monitoring","Data visualization","Spectrogram","Partial discharges","Frequency","Power transformer insulation","Electrical equipment industry","User interfaces","Music","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382932","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","27","p21","Distortion-Based Visualization for Long-Term Continuous Acoustic Monitoring"
"The presented work aims to identify major research topics, co-authorships, and trends in the IV Contest 2004 dataset. Co-author, paper-citation, and burst analysis were used to analyze the dataset. The results are visually presented as graphs, static Pajek [1] visualizations and interactive network layouts using Pajek’s SVG output feature. A complementary web page with all the raw data, details of the analyses, and high resolution images of all figures is available online at http://iv.slis.indiana.edu/ref/iv04contest/.","https://ieeexplore.ieee.org/document/1382934/","LOCKED","1382934","Indiana University","https://ieeexplore.ieee.org/author/37285509900","1","Weimao Ke","37285509900","","https://ieeexplore.ieee.org/author/37283464100","2","K. Borner","37283464100","","https://ieeexplore.ieee.org/author/37939700500","3","L. Viswanath","37939700500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","0","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.45","r1","https://ieeexplore.ieee.org/document/1382934/","Citation analysis","co-author analysis","visualization","","","","","","","","Libraries","Data visualization","Citation analysis","Abstracts","Information science","Data analysis","Informatics","Web pages","Image analysis","Image resolution","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382934","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","28","r1","Major Information Visualization Authors, Papers and Topics in the ACM Library"
"Color is often used to convey information, and color compositing is often required while visualizing multiattribute information. This paper proposes an alternative method for color compositing. In order to present understandable color blending to the general public, several techniques are proposed. First, a paint-inspired RYB color space is used. In addition, noise patterns are employed to produce subregions of pure color within an overlapped region. We show examples to demonstrate the effectiveness of our technique for visualization","https://ieeexplore.ieee.org/document/1382898/","LOCKED","1382898","University of Minnesota at Twin Cities","https://ieeexplore.ieee.org/author/37938665000","1","N. Gossett","37938665000","Minnesota Univ., Minneapolis, MN","https://ieeexplore.ieee.org/author/37559619200","2","Baoquan Chen","37559619200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","3","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.52","118","https://ieeexplore.ieee.org/document/1382898/","RYB","Color Mixing","Perception","","","","","","","","Paints","Colored noise","Computer graphics","Color","Data visualization","Computer displays","Cities and towns","Printers","Art","Wheels","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382898","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","29","113","Paint Inspired Color Mixing and Compositing for Visualization"
"We present PaperLens, a visualization that reveals connections, trends, and activity throughout the InfoVis conference community for the last 8 years. It tightly couples views across papers, authors, and references. This paper describes how we analyzed the data, the strengths and weaknesses of PaperLens, and interesting patterns and relationships we have discovered using PaperLens.","https://ieeexplore.ieee.org/document/1382936/","LOCKED","1382936","University of Maryland and Microsoft Research","https://ieeexplore.ieee.org/author/37067270600","1","Bongshin Lee","37067270600","","https://ieeexplore.ieee.org/author/37563799500","2","M. Czerwinski","37563799500","","https://ieeexplore.ieee.org/author/37448060300","3","G. Robertson","37448060300","","https://ieeexplore.ieee.org/author/37279760100","4","B.B. Bederson","37279760100","","","","","","","","","","","","","","","","","","","","","","","","","2","5","10-12 Oct. 2004","Austin, TX, USA","Conferences","10.1109/INFVIS.2004.69","r3","https://ieeexplore.ieee.org/document/1382936/","","","","","","","","","","","Data visualization","Data analysis","Displays","Information analysis","Pattern analysis","Software libraries","Paper technology","Software maintenance","Tree graphs","Collaboration","30135","0-7803-8779-3","Print ISBN","Historical","0-7803-8779-3","1522-404X","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1382936","10-12 Oct. 2004","9496","IEEE Symposium on Information Visualization","2004","IEEE","30","r3","Understanding Eight Years of InfoVis Conferences Using PaperLens"
