"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_10_affiliation","articles_authors_authors_10_authorUrl","articles_authors_authors_10_author_order","articles_authors_authors_10_full_name","articles_authors_authors_10_id","articles_authors_authors_11_affiliation","articles_authors_authors_11_authorUrl","articles_authors_authors_11_author_order","articles_authors_authors_11_full_name","articles_authors_authors_11_id","articles_authors_authors_12_affiliation","articles_authors_authors_12_authorUrl","articles_authors_authors_12_author_order","articles_authors_authors_12_full_name","articles_authors_authors_12_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_affiliation","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_isbn_formats_isbns_1_format","articles_isbn_formats_isbns_1_isbnType","articles_isbn_formats_isbns_1_value","articles_partnum","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"We have developed a Pixel-oriented Treemap visualization intended for use on multiple displays with collaborating users. It visualizes the health and status of about a million devices with a Treemap layout. In this paper we describe how we found useful pieces of the VAST 2012 Challenge MC1dataset and discuss how users interacted with this visualization during the analysis.","https://ieeexplore.ieee.org/document/6400512/","LOCKED","6400512","Virginia Tech","https://ieeexplore.ieee.org/author/37597408500","1","Haeyong Chung","37597408500","","","","","","","","","","","","","","","","Virginia Tech","https://ieeexplore.ieee.org/author/37086655089","2","Yong Ju Cho","37086655089","Virginia Tech","https://ieeexplore.ieee.org/author/37072854700","3","Jessica Self","37072854700","Virginia Tech","https://ieeexplore.ieee.org/author/37419565900","4","Chris North","37419565900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400512","290","https://ieeexplore.ieee.org/document/6400512/","Large display","multiple displays","pixel-oriented visualization","treemap","physical navigation","","","","","","","","","","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400512","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","11","289","Pixel-oriented Treemap for multiple displays"
"Within the Visual Analytics research agenda there is an interest on studying the applicability of multimodal information representation and interaction techniques for the analytical reasoning process. The present study summarizes a pilot experiment conducted to understand the effects of augmenting visualizations of affectively-charged information using auditory graphs. We designed an audiovisual representation of social comments made to different news posted on a popular website, and their affective dimension using a sentiment analysis tool for short texts. Participants of the study were asked to create an assessment of the affective valence trend (positive or negative) of the news articles using for it, the visualizations and sonifications. The conditions were tested looking for speed/accuracy trade off comparing the visual representation with an audiovisual one. We discuss our preliminary findings regarding the design of augmented information-representation.","https://ieeexplore.ieee.org/document/6400547/","LOCKED","6400547","School of Interactive Arts and Technology Simon Fraser University","https://ieeexplore.ieee.org/author/37085643789","1","Nadya A. Calderon","37085643789","","","","","","","","","","","","","","","","School of Interactive Arts and Technology Simon Fraser University","https://ieeexplore.ieee.org/author/37294151500","2","Bernhard E. Riecke","37294151500","School of Interactive Arts and Technology Simon Fraser University","https://ieeexplore.ieee.org/author/37267458000","3","Brian Fisher","37267458000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400547","214","https://ieeexplore.ieee.org/document/6400547/","H.5.2 [Information Interfaces and Presentation]: User Interfaces(D.2.2, H.1.2, I.3.6) —","K.4.1 [Computers and Society]: Public Policy Issues — Human Safety","","","","","","Market research","Data visualization","Accuracy","Data mining","Visual analytics","Guidelines","","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400547","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","12","213","Augmenting visual representation of affectively charged information using sound graphs"
"This poster provides an analytical model for examining performances of IR systems, based on the discounted cumulative gain family of metrics, and visualization for interacting and exploring the performances of the system under examination. Moreover, we propose machine learning approach to learn the ranking model of the examined system in order to be able to conduct a “what-if” analysis and visually explore what can happen if you adopt a given solution before having to actually implement it.","https://ieeexplore.ieee.org/document/6400551/","LOCKED","6400551","Sapienza University of Roma, Italy","https://ieeexplore.ieee.org/author/37085708091","1","Marco Angelini","37085708091","","","","","","","","","","","","","","","","University of Padua, Italy","https://ieeexplore.ieee.org/author/37295403100","2","Nicola Ferro","37295403100","Sapienza University of Roma, Italy","https://ieeexplore.ieee.org/author/37086772995","3","Guido Granato","37086772995","Sapienza University of Roma, Italy","https://ieeexplore.ieee.org/author/37283308300","4","Guiseppe Santucci","37283308300","University of Padua, Italy","https://ieeexplore.ieee.org/author/38111489700","5","Gianmaria Silvello","38111489700","","","","","","","","","","","","","","","","","","","","","","","","","","2","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400551","206","https://ieeexplore.ieee.org/document/6400551/","","","","","","","","Analytical models","Visual analytics","Image color analysis","Educational institutions","Prototypes","Information retrieval","Failure analysis","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400551","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","13","204","Information retrieval failure analysis: Visual analytics as a support for interactive “what-if” investigation"
"SAS® Visual Analytics Explorer is an advanced data visualization and exploratory data analysis application that is a component of the SAS Visual Analytics solution. It excels at handling big data problems like the VAST challenge. With a wide range of visual analytics features and the ability to scale to massive datasets, SAS Visual Analytics Explorer enables analysts to find patt er n s and relationships quickly and easily, no matter the size of their data. In this summary paper, we explain how we used SAS Visual Analytics Explorer to solve the VAST Challenge 2012 minichallenge 1.","https://ieeexplore.ieee.org/document/6400514/","LOCKED","6400514","SAS Institute","https://ieeexplore.ieee.org/author/37085675127","1","Nascif A. Abousalh-Neto","37085675127","","","","","","","","","","","","","","","","SAS Institute","https://ieeexplore.ieee.org/author/37086734276","2","Sumeyye Kazgan","37086734276","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400514","286","https://ieeexplore.ieee.org/document/6400514/","Visual analytics","big data","data visualization","exploratory data analysis","","","","","","","","","","","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400514","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","14","285","Big data exploration through visual analytics"
"In recent years, the quantity of time series data generated in a wide variety of domains grown consistently. Thus, it is difficult for analysts to process and understand this overwhelming amount of data. In the specific case of time series data another problem arises: time series can be highly interrelated. This problem becomes even more challenging when a set of parameters influences the progression of a time series. However, while most visual analysis techniques support the analysis of short time periods, e.g. one day or one week, they fail to visualize large-scale time series, ranging over one year or more. In our approach we present a time series matrix visualization that tackles this problem. Its primary advantages are that it scales to a large number of time series with different start and end points and allows for the visual comparison / correlation analysis of a set of influencing factors. To evaluate our approach, we applied our technique to a real-world data set, showing the impact of local weather conditions on the efficiency of photovoltaic power plants.","https://ieeexplore.ieee.org/document/6400549/","LOCKED","6400549","Universität Konstanz","https://ieeexplore.ieee.org/author/38551542600","1","Michael Behrisch","38551542600","","","","","","","","","","","","","","","","Fraunhofer IGD","https://ieeexplore.ieee.org/author/37603822500","2","James Davey","37603822500","Universität Konstanz","https://ieeexplore.ieee.org/author/37282557600","3","Tobias Schreck","37282557600","Universität Konstanz","https://ieeexplore.ieee.org/author/37283138700","4","Daniel Keim","37283138700","Fraunhofer IGD","https://ieeexplore.ieee.org/author/37449689200","5","Jörn Kohlhammer","37449689200","","","","","","","","","","","","","","","","","","","","","","","","","","3","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400549","210","https://ieeexplore.ieee.org/document/6400549/","H.3.3 [Information Search and Retrieval Design Tools and Techniques]: Information filtering —","","","","","","","Time series analysis","Correlation","Temperature measurement","Meteorology","Substations","Visualization","Power generation","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400549","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","15","209","Matrix-based visual correlation analysis on large timeseries data"
"NetSecRadar is a visual analytics system to aid in monitoring the network security in real time and perceiving the overall view of the security situation using radial graph. At present, we use this tool mainly for IDS alerts to analyze the irregular behavioral patterns, and synthesize interactions, filtering and drill-down to detect the potential intrusions. In conclusion, we describe how this system was used to analyze the mini-challenges of the 2012 VAST challenge.","https://ieeexplore.ieee.org/document/6400516/","LOCKED","6400516","Central South University, Changsha, China","https://ieeexplore.ieee.org/author/37085336513","1","Ying Zhao","37085336513","","","","","","","","","","","","","","","","Central South University, Changsha, China","https://ieeexplore.ieee.org/author/37085399108","2","Fangfang Zhou","37085399108","Central South University, Changsha, China","https://ieeexplore.ieee.org/author/37086709872","3","Ronghua Shi","37086709872","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400516","282","https://ieeexplore.ieee.org/document/6400516/","Intrusion detection","security visualization","visual interfaces","real-time monitoring","","","","Security","Real-time systems","Visual analytics","Communication networks","Monitoring","Tools","Awards","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400516","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","16","281","NetSecRadar: A real-time visualization system for network security - VAST 2012 Mini Challenge. Award: Honorable mention for interesting use of radial visualization technique"
"VAST 2012 Mini Challenge 1 Award: Honorable mention for good situational awareness snapshot. We present SitaVis, a visualization and situational awareness tool for the analysis of the health of a computer network. Network datasets are large and therefore we have developed an interactive framework that enables the dynamic exploration and interactive analysis of the data using aggregation techniques and Microsoft's XNA framework. Machine health data is queried and analysed through visual and direct manipulation of our visualizations. SitaVis includes stacked area graphs, dense pixel plots and geographic representations of the data, and offers situational awareness of large geographically dispersed networks. This paper describes the development and use of the SitaVis that was applied to the VAST 2012 mini-challenge 1, cyber situation awareness data.","https://ieeexplore.ieee.org/document/6400520/","LOCKED","6400520","School of Computer Science Bangor University","https://ieeexplore.ieee.org/author/37086741869","1","Francis C. B. Williams","37086741869","","","","","","","","","","","","","","","","School of Computer Science Bangor University","https://ieeexplore.ieee.org/author/38548621700","2","William J. Faithfull","38548621700","School of Computer Science Bangor University","https://ieeexplore.ieee.org/author/37278794800","3","Jonathan C. Roberts","37278794800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400520","274","https://ieeexplore.ieee.org/document/6400520/","Visual Analytics","VAST 2012","XNA runtime environment","information visualization","Network Security data","","","Awards","Data visualization","Tools","Computer networks","","","","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400520","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","17","273","SitaVis — Interactive situation awareness visualization of large datasets"
"Extracting information from text is challenging. Most current practices treat text as a bag of words or word clusters, ignoring valuable linguistic information. Leveraging this linguistic information, we propose a novel approach to visualize textual information. The novelty lies in using state-of-the-art Natural Language Processing (NLP) tools to automatically annotate text which provides a basis for new and powerful interactive visualizations. Using NLP tools, we built a web-based interactive visual browser for human history articles from Wikipedia.","https://ieeexplore.ieee.org/document/6400530/","LOCKED","6400530","Simon Fraser University","https://ieeexplore.ieee.org/author/37086771936","1","Ravikiran Vadlapudi","37086771936","","","","","","","","","","","","","","","","Simon Fraser University","https://ieeexplore.ieee.org/author/37085491167","2","Maryam Siahbani","37085491167","Simon Fraser University","https://ieeexplore.ieee.org/author/37085492370","3","Anoop Sarkar","37085492370","Simon Fraser University","https://ieeexplore.ieee.org/author/37278563100","4","John Dill","37278563100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400530","248","https://ieeexplore.ieee.org/document/6400530/","","","","","","","","Encyclopedias","Electronic publishing","Internet","Semantics","Data mining","Pragmatics","","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400530","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","18","247","LensingWikipedia: Parsing text for the interactive visualization of human history"
"In this poster, we track the evolution of cosmic structures and higher level host structures in cosmological simulation as they interact with each other. The structures found in these simulations are made up of groups of dark matter tracer particles called satellite halos and groups of satellite halos called host halos. We implement a multilevel tracking model to track dark matter tracer particles, satellite halos and host halos to understand their behaviour and show how the different structures are formed over time. We also represent the evolution of halos in the form of merger trees for detailed analysis by cosmologists.","https://ieeexplore.ieee.org/document/6400532/","LOCKED","6400532","Department of Electrical & Computer Engineering, Rutgers University","","1","Jay Takle","","","","","","","","","","","","","","","","","Department of Electrical & Computer Engineering, Rutgers University","","2","Deborah Silver","","High Energy Physics Division, Argonne National Laboratory","","3","Katrin Heitmann","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400532","244","","Group tracking","multi-level tracking","merger tree","","","","","Satellites","Corporate acquisitions","Computational modeling","Physics","Merging","Silver","Visualization","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400532","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","19","243","A case study: Tracking and visualizing the evolution of dark matter halos and groups of satellite halos in cosmology simulations"
"Visual analysis of time series data is an important, yet challenging task with many application examples in fields such as financial or news stream data analysis. Many visual time series analysis approaches consider a global perspective on the time series. Fewer approaches consider visual analysis of local patterns in time series, and often rely on interactive specification of the local area of interest. We present initial results of an approach that is based on automatic detection of local interest points. We follow an overview-first approach to find useful parameters for the interest point detection, and details-on-demand to relate the found patterns. We present initial results and detail possible extensions of the approach.","https://ieeexplore.ieee.org/document/6400534/","LOCKED","6400534","University of Konstanz, Germany","https://ieeexplore.ieee.org/author/37282557600","1","Tobias Schreck","37282557600","","","","","","","","","","","","","","","","University of Konstanz, Germany","https://ieeexplore.ieee.org/author/37085758296","2","Lyubka Sharalieva","37085758296","University of Konstanz, Germany","https://ieeexplore.ieee.org/author/37086732811","3","Franz Wanner","37086732811","Fraunhofer IGD Darmstadt, Germany","https://ieeexplore.ieee.org/author/37606179600","4","Jürgen Bernard","37606179600","Fraunhofer IGD Darmstadt, Germany","https://ieeexplore.ieee.org/author/37593423500","5","Tobias Ruppert","37593423500","TU Darmstadt Germany","https://ieeexplore.ieee.org/author/37586276100","6","Tatiana von Landesberger","37586276100","Universidad de Chile Santiago de Chile","https://ieeexplore.ieee.org/author/37283138400","7","Benjamin Bustos","37283138400","","","","","","","","","","","","","","","","2","2","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400534","240","https://ieeexplore.ieee.org/document/6400534/","","","","","","","","Time series analysis","Visualization","Data visualization","Detectors","Educational institutions","Shape","Sorting","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400534","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","20","239","Visual exploration of local interest points in sets of time series"
"Event data can hold valuable decision making information, yet detecting interesting patterns in this type of data is not an easy task because the data is usually rich and contains spatial, temporal as well as multivariate dimensions. Research into visual analytics tools to support the discovery of patterns in event data often focuses on the spatiotemporal or spatiomultivariate dimension of the data only. Few research efforts focus on all three dimensions in one framework. An integral view on all three dimensions is, however, required to unlock the full potential of event datasets. In this poster, we present an event visualization, transition, and interaction framework that enables an integral view on all dimensions of spatiotemporal multivariate event data. The framework is built around the notion that the event data space can be considered a spatiotemporal multivariate hypercube. Results of a case study we performed suggest that a visual analytics tool based on the proposed framework is indeed capable to support users in the discovery of multidimensional spatiotemporal multivariate patterns in event data.","https://ieeexplore.ieee.org/document/6400536/","LOCKED","6400536","Intelligent Systems Lab Amsterdam, University of Amsterdam, The Netherlands","https://ieeexplore.ieee.org/author/37086738183","1","Fred Olislagers","37086738183","","","","","","","","","","","","","","","","Intelligent Systems Lab Amsterdam, University of Amsterdam, The Netherlands","https://ieeexplore.ieee.org/author/37267865600","2","Marcel Worring","37267865600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400536","236","https://ieeexplore.ieee.org/document/6400536/","Coordinated and multiple views","Visual knowledge discovery","Field studies","Multidimensional data","Visual analytics","","","Spatiotemporal phenomena","Data visualization","Visual analytics","Hypercubes","Intelligent systems","Educational institutions","Abstracts","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400536","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","21","235","The spatiotemporal multivariate hypercube for discovery of patterns in event data"
"Existing research suggests that individual personality differences can influence performance with visualizations. In addition to stable traits such as locus of control, research in psychology has found that temporary changes in affect (emotion) can significantly impact individual performance on cognitive tasks. We examine the relationship between fundamental visual judgement tasks and affect through a crowdsourced user study that combines affective-priming techniques from psychology with longstanding graphical perception experiments. Our results suggest that affective-priming can significantly influence accuracy in visual judgements, and that some chart types may be more affected than others.","https://ieeexplore.ieee.org/document/6400540/","LOCKED","6400540","UNC-Charlotte","https://ieeexplore.ieee.org/author/37546111900","1","Lane Harrison","37546111900","","","","","","","","","","","","","","","","Tufts University","https://ieeexplore.ieee.org/author/37592409400","2","Remco Chang","37592409400","UNC-Charlotte","https://ieeexplore.ieee.org/author/37545504600","3","Aidong Lu","37545504600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400540","228","https://ieeexplore.ieee.org/document/6400540/","","","","","","","","Psychology","Visual analytics","Human factors","Accuracy","Humans","Atmospheric measurements","","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400540","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","22","227","Exploring the impact of emotion on visual judgement"
"Our entry into the VAST 2012 Mini Challenge 2 is a streaming visual analytic system that scores events based on anomalousness and maliciousness and presents each event to the user in a user-defined groupings in animated small-multiple views. The anomaly detection algorithm identifies low probability events, supporting awareness regarding atypical traffic patterns on the network. The maliciousness classifier incorporates both situated knowledge of an environment (policy and machine roles) and domain knowledge (encoded in the IDS alerts). We discuss the visualization design and classification techniques, as well as provide examples of timely detection from the challenge dataset.","https://ieeexplore.ieee.org/document/6400503/","LOCKED","6400503","Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A.","https://ieeexplore.ieee.org/author/37546111900","1","Lane Harrison","37546111900","","","","","","","","","","","","","","","","Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A.","https://ieeexplore.ieee.org/author/37076683400","2","Jason Laska","37076683400","Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A.","https://ieeexplore.ieee.org/author/37086287914","3","Riley Spahn","37086287914","Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A.","https://ieeexplore.ieee.org/author/37086316915","4","Mike Iannacone","37086316915","Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A.","https://ieeexplore.ieee.org/author/37086668427","5","Evan Downing","37086668427","Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A.","https://ieeexplore.ieee.org/author/37704052800","6","Erik M. Ferragut","37704052800","Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A.","https://ieeexplore.ieee.org/author/37550746600","7","John R. Goodall","37550746600","","","","","","","","","","","","","","","","3","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400503","308","https://ieeexplore.ieee.org/document/6400503/","H.5.2 [Information Interfaces & Presentations]: User Interfaces - Graphical User Interfaces (GUI)","I.3.6 [Methodology and Techniques]","Interaction Techniques","","","","","","","","","","","","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400503","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","23","307","situ: Situational understanding and discovery for cyber attacks"
"Datasets that are collected for research often contain millions of records and may carry hidden pitfalls that are hard to detect. This work demonstrates how visual analytics can be used for identifying problems in the spatial distribution of crawled photographic data in different datasets: Picasa Web Albums, Panoramio, Flickr and Geograph, chosen to be potential data sources for ongoing doctoral research. This poster summary describes a number of problems found in the datasets using visual analytics and suggests that greater attention should be paid to assessing the quality of data gathered from user-generated photographic content. This work is the first part of a three-year PhD project aimed at producing a pedestrian-routing system that can suggest attractive pathways extracted from user-generated photographic content.","https://ieeexplore.ieee.org/document/6400538/","LOCKED","6400538","giCentre, City University London","https://ieeexplore.ieee.org/author/37077799700","1","Alexander Kachkaev","37077799700","","","","","","","","","","","","","","","","giCentre, City University London","https://ieeexplore.ieee.org/author/37399045100","2","Jo Wood","37399045100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400538","232","https://ieeexplore.ieee.org/document/6400538/","","","","","","","","Visual analytics","Cities and towns","Educational institutions","User-generated content","Semantics","Electronic mail","USA Councils","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400538","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","24","231","Using visual analytics to detect problems in datasets collected from photo-sharing services"
"In this paper, we present a case study where we incorporate GOMS (Goals, Operators, Methods, and Selectors) [2] task analysis into the design process of a visual analysis tool. We performed GOMS analysis on an Electroencephalography (EEG) analyst's current data analysis strategy to identify important user tasks and unnecessary user actions in his current workflow. We then designed an EEG data visual analysis tool based on the GOMS analysis result. Evaluation results show that the tool we have developed, EEGVis, allows the user to analyze EEG data with reduced subjective cognitive load, faster speed and increased confidence in the analysis quality. The positive evaluation results suggest that our design process demonstrates an effective application of GOMS analysis to discover opportunities for designing better tools to support the user's visual analysis process.","https://ieeexplore.ieee.org/document/6400542/","LOCKED","6400542","Department of Computer Science Brown University","https://ieeexplore.ieee.org/author/38489241200","1","Hua Guo","38489241200","","","","","","","","","","","","","","","","Department of Computer Science Brown University","https://ieeexplore.ieee.org/author/37086743819","2","Diem Tran","37086743819","Department of Computer Science Brown University","https://ieeexplore.ieee.org/author/37275712600","3","David H. Laidlaw","37275712600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","14-19 Oct. 2012","Seattle, WA, USA","Conferences","10.1109/VAST.2012.6400542","224","https://ieeexplore.ieee.org/document/6400542/","Human factors","user-centered design","","","","","","Electroencephalography","Data visualization","Visualization","Brain modeling","Standards","Electrodes","Mathematical model","6400483","978-1-4673-4752-5","Print ISBN","New-2005","978-1-4673-4752-5","Electronic ISBN","New-2005","978-1-4673-4753-2","12EX7700","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6400542","14-19 Oct. 2012","6381601","2012 IEEE Conference on Visual Analytics Science and Technology (VAST)","2012","IEEE","25","223","Incorporating GOMS analysis into the design of an EEG data visual analysis tool"
