"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_citing_paper_count","articles_citing_patent_count","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_author_terms_terms_7","articles_index_terms_author_terms_terms_8","articles_index_terms_author_terms_terms_9","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_is_number","articles_issn","articles_issue","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title","articles_volume" 
"Even though interaction is an important part of information visualization (Infovis), it has garnered a relatively low level of attention from the Infovis community. A few frameworks and taxonomies of Infovis interaction techniques exist, but they typically focus on low-level operations and do not address the variety of benefits interaction provides. After conducting an extensive review of Infovis systems and their interactive capabilities, we propose seven general categories of interaction techniques widely used in Infovis: 1) Select, 2) Explore, 3) Reconfigure, 4) Encode, 5) Abstract/Elaborate, 6) Filter, and 7) Connect. These categories are organized around a user's intent while interacting with a system rather than the low-level interaction techniques provided by a system. The categories can act as a framework to help discuss and evaluate interaction techniques and hopefully lay an initial foundation toward a deeper understanding and a science of interaction.","https://ieeexplore.ieee.org/document/4376144/","LOCKED","4376144","Health Systems Institute & H. Milton Stewart School of Industrial and Systems Engineering, Georgia Institute of Technology","https://ieeexplore.ieee.org/author/38254012600","1","Ji Soo Yi","38254012600","School of Interactive Computing & GVU Center, Georgia Institute of Technology","https://ieeexplore.ieee.org/author/37673524700","2","Youn ah Kang","37673524700","School of Interactive Computing & GVU Center, Georgia Institute of Technology","https://ieeexplore.ieee.org/author/37085483251","3","John Stasko","37085483251","Health Systems Institute, The Wallace H. CoulterDepartment of Biomedical Engineering, & College of Computing, GeorgiaInstitute of Technology & Emory University","https://ieeexplore.ieee.org/author/37428064500","4","J.A. Jacko","37428064500","","","","","","","","","","","","","","","","","","","","","","","","","","387","3","Journals","10.1109/TVCG.2007.70515","1231","https://ieeexplore.ieee.org/document/4376144/","Information visualization","interaction","interaction techniques","taxonomy","visual analytics","","","","","","Visual analytics","Taxonomy","Data visualization","Research and development","Filters","Computer graphics","Rendering (computer graphics)","Computer displays","Human computer interaction","Conference proceedings","4376125","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4376144","Nov.-Dec. 2007","2945","IEEE Transactions on Visualization and Computer Graphics","2007","IEEE","22","1224","Toward a Deeper Understanding of the Role of Interaction in Information Visualization","13"
"Topological methods give concise and expressive visual representations of flow fields. The present work suggests a comparable method for the visualization of human brain diffusion MRI data. We explore existing techniques for the topological analysis of generic tensor fields, but find them inappropriate for diffusion MRI data. Thus, we propose a novel approach that considers the asymptotic behavior of a probabilistic fiber tracking method and define analogs of the basic concepts of flow topology, like critical points, basins, and faces, with interpretations in terms of brain anatomy. The resulting features are fuzzy, reflecting the uncertainty inherent in any connectivity estimate from diffusion imaging. We describe an algorithm to extract the new type of features, demonstrate its robustness under noise, and present results for two regions in a diffusion MRI dataset to illustrate that the method allows a meaningful visual analysis of probabilistic fiber tracking results.","https://ieeexplore.ieee.org/document/4376179/","LOCKED","4376179","MPI Inf., Saarbrucken","https://ieeexplore.ieee.org/author/37606352800","1","Thomas Schultz","37606352800","","https://ieeexplore.ieee.org/author/37266875400","2","Holger Theisel","37266875400","","https://ieeexplore.ieee.org/author/37271851300","3","Hans-Peter Seidel","37271851300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","0","Journals","10.1109/TVCG.2007.70602","1503","https://ieeexplore.ieee.org/document/4376179/","Diffusion tensor","probabilistic fiber tracking","tensor topology","uncertainty visualization.","","","","","","","Data visualization","Magnetic resonance imaging","Humans","Tensile stress","Topology","Brain","Anatomy","Uncertainty","Noise robustness","Algorithm design and analysis","4376125","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4376179","Nov.-Dec. 2007","2945","IEEE Transactions on Visualization and Computer Graphics","2007","IEEE","23","1496","Topological Visualization of Brain Diffusion MRI Data","13"
"We present a method for extracting boundary surfaces from segmented cross-section image data. We use a constrained Potts model to interpolate an arbitrary number of region boundaries between segmented images. This produces a segmented volume from which we extract a triangulated boundary surface using well-known marching tetrahedra methods. This surface contains staircase-like artifacts and an abundance of unnecessary triangles. We describe an approach that addresses these problems with a voxel-accurate simplification algorithm that reduces surface complexity by an order of magnitude. Our boundary interpolation and simplification methods are novel contributions to the study of surface extraction from segmented cross-sections. We have applied our method to construct polycrystal grain boundary surfaces from micrographs of a sample of the metal tantalum.","https://ieeexplore.ieee.org/document/4376183/","LOCKED","4376183","Institute for Data Analysis and Visualization (IDAV), University of California, Davis","https://ieeexplore.ieee.org/author/37945275200","1","Scott Dillard","37945275200","Materials Science and Technology Division, Los Alamos National Laboratory","https://ieeexplore.ieee.org/author/37377270300","2","John Bingert","37377270300","Materials Design Institute, Los Alamos National Laboratory","https://ieeexplore.ieee.org/author/37305284400","3","Dan Thoma","37305284400","Institute for Data Analysis and Visualization (IDAV), and the Department of Computer Science, University of California, Davis","https://ieeexplore.ieee.org/author/37282068700","4","Bernd Hamann","37282068700","","","","","","","","","","","","","","","","","","","","","","","","","","17","0","Journals","10.1109/TVCG.2007.70543","1535","https://ieeexplore.ieee.org/document/4376183/","Surface extraction","Polygonal meshes","Visualization in Physical Sciences","Life Sciences and Engineering","","","","","","","Surface morphology","Grain boundaries","Image segmentation","Data mining","Data visualization","Crystalline materials","Computer graphics","Application software","Materials science and technology","Data analysis","4376125","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4376183","Nov.-Dec. 2007","2945","IEEE Transactions on Visualization and Computer Graphics","2007","IEEE","24","1528","Construction of Simplified Boundary Surfaces from Serial-sectioned Metal Micrographs","13"
"In this paper we investigate the effectiveness of animated transitions between common statistical data graphics such as bar charts, pie charts, and scatter plots. We extend theoretical models of data graphics to include such transitions, introducing a taxonomy of transition types. We then propose design principles for creating effective transitions and illustrate the application of these principles in DynaVis, a visualization system featuring animated data graphics. Two controlled experiments were conducted to assess the efficacy of various transition types, finding that animated transitions can significantly improve graphical perception.","https://ieeexplore.ieee.org/document/4376146/","LOCKED","4376146","Computer Science Division at the University of California, Berkeley","https://ieeexplore.ieee.org/author/37550791300","1","Jeffrey Heer","37550791300","Microsoft Research","https://ieeexplore.ieee.org/author/37448060300","2","George Robertson","37448060300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","178","22","Journals","10.1109/TVCG.2007.70539","1247","https://ieeexplore.ieee.org/document/4376146/","Statistical data graphics","animation","transitions","information visualization","design","experiment","","","","","Animation","Graphics","Data visualization","Marketing and sales","Scattering","Taxonomy","Guidelines","Information analysis","Drilling","Collaboration","4376125","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4376146","Nov.-Dec. 2007","2945","IEEE Transactions on Visualization and Computer Graphics","2007","IEEE","25","1240","Animated Transitions in Statistical Data Graphics","13"
"In many applications, it is important to understand the individual values of, and relationships between, multiple related scalar variables defined across a common domain. Several approaches have been proposed for representing data in these situations. In this paper we focus on strategies for the visualization of multivariate data that rely on color mixing. In particular, through a series of controlled observer experiments, we seek to establish a fundamental understanding of the information-carrying capacities of two alternative methods for encoding multivariate information using color: color blending and color weaving. We begin with a baseline experiment in which we assess participants' abilities to accurately read numerical data encoded in six different basic color scales defined in the L*a*b* color space. We then assess participants' abilities to read combinations of 2, 3, 4 and 6 different data values represented in a common region of the domain, encoded using either color blending or color weaving. In color blending a single mixed color is formed via linear combination of the individual values in L*a*b* space, and in color weaving the original individual colors are displayed side-by-side in a high frequency texture that fills the region. A third experiment was conducted to clarify some of the trends regarding the color contrast and its effect on the magnitude of the error that was observed in the second experiment. The results indicate that when the component colors are represented side-by-side in a high frequency texture, most participants' abilities to infer the values of individual components are significantly improved, relative to when the colors are blended. Participants' performance was significantly better with color weaving particularly when more than 2 colors were used, and even when the individual colors subtended only 3 minutes of visual angle in the texture. However, the information-carrying capacity of the color weaving approach has its limits. We found that participants' abilities to accurately interpret each of the individual components in a high frequency color texture typically falls off as the number of components increases from 4 to 6. We found no significant advantages, in either color blending or color weaving, to using color scales based on component hues thatare more widely separated in the L*a*b* color space. Furthermore, we found some indications that extra difficulties may arise when opponent hues are employed.","https://ieeexplore.ieee.org/document/4376150/","LOCKED","4376150","Boston Scientific","https://ieeexplore.ieee.org/author/38335711400","1","Haleh Hagh-Shenas","38335711400","Gettysburg College","https://ieeexplore.ieee.org/author/38307086000","2","Sunghee Kim","38307086000","University of Minnesota","https://ieeexplore.ieee.org/author/37282637800","3","Victoria Interrante","37282637800","North Carolina State University","https://ieeexplore.ieee.org/author/37298406100","4","Christopher Healey","37298406100","","","","","","","","","","","","","","","","","","","","","","","","","","40","0","Journals","10.1109/TVCG.2007.70623","1277","https://ieeexplore.ieee.org/document/4376150/","Color","perception","visualization","color weaving","color blending.","","","","","","Weaving","Data visualization","Frequency","Color","Encoding","Meteorology","Geology","Astronomy","Displays","","4376125","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4376150","Nov.-Dec. 2007","2945","IEEE Transactions on Visualization and Computer Graphics","2007","IEEE","26","1270","Weaving Versus Blending: a quantitative assessment of the information carrying capacities of two alternative methods for conveying multivariate data with color.","13"
"Although real-time interactive volume rendering is available even for very large data sets, this visualization method is used quite rarely in the clinical practice. We suspect this is because it is very complicated and time consuming to adjust the parameters to achieve meaningful results. The clinician has to take care of the appropriate viewpoint, zooming, transfer function setup, clipping planes and other parameters. Because of this, most often only 2D slices of the data set are examined. Our work introduces LiveSync, a new concept to synchronize 2D slice views and volumetric views of medical data sets. Through intuitive picking actions on the slice, the users define the anatomical structures they are interested in. The 3D volumetric view is updated automatically with the goal that the users are provided with expressive result images. To achieve this live synchronization we use a minimal set of derived information without the need for segmented data sets or data-specific pre-computations. The components we consider are the picked point, slice view zoom, patient orientation, viewpoint history, local object shape and visibility. We introduce deformed viewing spheres which encode the viewpoint quality for the components. A combination of these deformed viewing spheres is used to estimate a good viewpoint. Our system provides the physician with synchronized views which help to gain deeper insight into the medical data with minimal user interaction.","https://ieeexplore.ieee.org/document/4376185/","LOCKED","4376185","Vienna Univ. of Technol., Vienna","https://ieeexplore.ieee.org/author/37623778100","1","Peter Kohlmann","37623778100","Vienna Univ. of Technol., Vienna","https://ieeexplore.ieee.org/author/37265895700","2","Stefan Bruckner","37265895700","","https://ieeexplore.ieee.org/author/37282727500","3","Armin Kanitsar","37282727500","IEEE Computer Society","https://ieeexplore.ieee.org/author/37282552200","4","Eduard Gröller","37282552200","","","","","","","","","","","","","","","","","","","","","","","","","","23","5","Journals","10.1109/TVCG.2007.70576","1551","https://ieeexplore.ieee.org/document/4376185/","Navigation","interaction","linked views","medical visualization","viewpoint selection.","","","","","","Navigation","Biomedical imaging","Displays","Data visualization","Medical diagnostic imaging","Transfer functions","Anatomical structure","Computed tomography","Image segmentation","History","4376125","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4376185","Nov.-Dec. 2007","2945","IEEE Transactions on Visualization and Computer Graphics","2007","IEEE","27","1544","LiveSync: Deformed Viewing Spheres for Knowledge-Based Navigation","13"
"Michotte's theory of ampliation suggests that causal relationships are perceived by objects animated under appropriate spatiotemporal conditions. We extend the theory of ampliation and propose that the immediate perception of complex causal relations is also dependent on a set of structural and temporal rules. We designed animated representations, based on Michotte's rules, for showing complex causal relationships or causal semantics. In this paper we describe a set of animations for showing semantics such as causal amplification, causal strength, causal dampening, and causal multiplicity. In a two part study we compared the effectiveness of both the static and animated representations. The first study (N=44) asked participants to recall passages that were previously displayed using both types of representations. Participants were 8% more accurate in recalling causal semantics when they were presented using animations instead of static graphs. In the second study (N=112) we evaluated the intuitiveness of the representations. Our results showed that while users were as accurate with the static graphs as with the animations, they were 9% faster in matching the correct causal statements in the animated condition. Overall our results show that animated diagrams that are designed based on perceptual rules such as those proposed by Michotte have the potential to facilitate comprehension of complex causal relations.","https://ieeexplore.ieee.org/document/4376148/","LOCKED","4376148","Department of Computer Science, University of Manitoba","https://ieeexplore.ieee.org/author/37567251500","1","Nivedita R. Kadaba","37567251500","Department of Computer Science, University of Manitoba","https://ieeexplore.ieee.org/author/37283481700","2","Pourang P. Irani","37283481700","Department of Psychology, University of Manitoba","https://ieeexplore.ieee.org/author/37945332900","3","Jason Leboe","37945332900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","0","Journals","10.1109/TVCG.2007.70528","1261","https://ieeexplore.ieee.org/document/4376148/","Causality","visualization","semantics","animated graphs","perception","visualizing cause and effect","graph semantics.","","","","Visualization","Animation","Tires","Spatiotemporal phenomena","Humans","Iron","Fires","Motion pictures","Physics","Uncertainty","4376125","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4376148","Nov.-Dec. 2007","2945","IEEE Transactions on Visualization and Computer Graphics","2007","IEEE","28","1254","Visualizing Causal Semantics Using Animations","13"
"While the treemap is a popular method for visualizing hierarchical data, it is often difficult for users to track layout and attribute changes when the data evolve over time. When viewing the treemaps side by side or back and forth, there exist several problems that can prevent viewers from performing effective comparisons. Those problems include abrupt layout changes, a lack of prominent visual patterns to represent layouts, and a lack of direct contrast to highlight differences. In this paper, we present strategies to visualize changes of hierarchical data using treemaps. A new treemap layout algorithm is presented to reduce abrupt layout changes and produce consistent visual patterns. Techniques are proposed to effectively visualize the difference and contrast between two treemap snapshots in terms of the map items' colors, sizes, and positions. Experimental data show that our algorithm can achieve a good balance in maintaining a treemap's stability, continuity, readability, and average aspect ratio. A software tool is created to compare treemaps and generate the visualizations. User studies show that the users can better understand the changes in the hierarchy and layout, and more quickly notice the color and size differences using our method.","https://ieeexplore.ieee.org/document/4376152/","LOCKED","4376152","Computer Science and Engineering Department at the Ohio State University","https://ieeexplore.ieee.org/author/37875062100","1","Ying Tu","37875062100","Computer Science and Engineering Department at the Ohio State University","https://ieeexplore.ieee.org/author/37279493500","2","Han-Wei Shen","37279493500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69","6","Journals","10.1109/TVCG.2007.70529","1293","https://ieeexplore.ieee.org/document/4376152/","Treemap","tree comparison","visualize changes","treemap layout algorithm.","","","","","","","Data visualization","Displays","File systems","Switches","Computer science","Data engineering","Stability","Software tools","Data analysis","Spirals","4376125","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4376152","Nov.-Dec. 2007","2945","IEEE Transactions on Visualization and Computer Graphics","2007","IEEE","29","1286","Visualizing Changes of Hierarchical Data using Treemaps","13"
"While there have been advances in visualization systems, particularly in multi-view visualizations and visual exploration, the process of building visualizations remains a major bottleneck in data exploration. We show that provenance metadata collected during the creation of pipelines can be reused to suggest similar content in related visualizations and guide semi-automated changes. We introduce the idea of query-by-example in the context of an ensemble of visualizations, and the use of analogies as first-class operations in a system to guide scalable interactions. We describe an implementation of these techniques in VisTrails, a publicly-available, open-source system.","https://ieeexplore.ieee.org/document/4376187/","LOCKED","4376187","Scientific Computing and Imaging (SCI) Institute at the University of Utah","https://ieeexplore.ieee.org/author/37550809300","1","Carlos Scheidegger","37550809300","Scientific Computing and Imaging (SCI) Institute at the University of Utah","https://ieeexplore.ieee.org/author/37549893300","2","Huy Vo","37549893300","Scientific Computing and Imaging (SCI) Institute at the University of Utah","https://ieeexplore.ieee.org/author/37647314800","3","David Koop","37647314800","School of Computing at the University of Utah","https://ieeexplore.ieee.org/author/37283149600","4","Juliana Freire","37283149600","Scientific Computing and Imaging (SCI) Institute at the University of Utah","https://ieeexplore.ieee.org/author/37275249200","5","Claudio Silva","37275249200","","","","","","","","","","","","","","","","","","","","","57","2","Journals","10.1109/TVCG.2007.70584","1567","https://ieeexplore.ieee.org/document/4376187/","visualization systems","query-by-example","analogy","","","","","","","","Data visualization","Pipelines","Isosurfaces","Open source software","Data engineering","Data mining","Software systems","Application software","User interfaces","Programming profession","4376125","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4376187","Nov.-Dec. 2007","2945","IEEE Transactions on Visualization and Computer Graphics","2007","IEEE","30","1560","Querying and Creating Visualizations by Analogy","13"
"This paper presents a scalable framework for real-time raycasting of large unstructured volumes that employs a hybrid bricking approach. It adaptively combines original unstructured bricks in important (focus) regions, with structured bricks that are resampled on demand in less important (context) regions. The basis of this focus+context approach is interactive specification of a scalar degree of interest (DOI) function. Thus, rendering always considers two volumes simultaneously: a scalar data volume, and the current DOI volume. The crucial problem of visibility sorting is solved by raycasting individual bricks and compositing in visibility order from front to back. In order to minimize visual errors at the grid boundary, it is always rendered accurately, even for resampled bricks. A variety of different rendering modes can be combined, including contour enhancement. A very important property of our approach is that it supports a variety of cell types natively, i.e., it is not constrained to tetrahedral grids, even when interpolation within cells is used. Moreover, our framework can handle multi-variate data, e.g., multiple scalar channels such as temperature or pressure, as well as time-dependent data. The combination of unstructured and structured bricks with different quality characteristics such as the type of interpolation or resampling resolution in conjunction with custom texture memory management yields a very scalable system.","https://ieeexplore.ieee.org/document/4376191/","LOCKED","4376191","VRVis Research Center, Austria","https://ieeexplore.ieee.org/author/37546620600","1","Philipp Muigg","37546620600","VRVis Research Center, Austria","https://ieeexplore.ieee.org/author/37394809600","2","Markus Hadwiger","37394809600","VRVis Research Center, Austria","https://ieeexplore.ieee.org/author/37546620400","3","Helmut Doleisch","37546620400","University of Bergen, Norway","https://ieeexplore.ieee.org/author/37274158800","4","Helwig Hauser","37274158800","","","","","","","","","","","","","","","","","","","","","","","","","","16","0","Journals","10.1109/TVCG.2007.70588","1599","https://ieeexplore.ieee.org/document/4376191/","Volume Rendering of Unstructured Grids","Focus+Context Techniques","Hardware-Assisted Volume Rendering","","","","","","","","Interpolation","Sorting","Computational fluid dynamics","Computational modeling","Grid computing","Temperature","Memory management","Quality management","Finite volume methods","Data visualization","4376125","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4376191","Nov.-Dec. 2007","2945","IEEE Transactions on Visualization and Computer Graphics","2007","IEEE","31","1592","Scalable Hybrid Unstructured and Structured Grid Raycasting","13"
"The need to visualize large social networks is growing as hardware capabilities make analyzing large networks feasible and many new data sets become available. Unfortunately, the visualizations in existing systems do not satisfactorily resolve the basic dilemma of being readable both for the global structure of the network and also for detailed analysis of local communities. To address this problem, we present NodeTrix, a hybrid representation for networks that combines the advantages of two traditional representations: node-link diagrams are used to show the global structure of a network, while arbitrary portions of the network can be shown as adjacency matrices to better support the analysis of communities. A key contribution is a set of interaction techniques. These allow analysts to create a NodeTrix visualization by dragging selections to and from node-link and matrix forms, and to flexibly manipulate the NodeTrix representation to explore the dataset and create meaningful summary visualizations of their findings. Finally, we present a case study applying NodeTrix to the analysis of the InfoVis 2004 coauthorship dataset to illustrate the capabilities of NodeTrix as both an exploration tool and an effective means of communicating results.","https://ieeexplore.ieee.org/document/4376154/","LOCKED","4376154","INRIA Futurs/University Paris-Sud, France and University of Sydney, Australia","https://ieeexplore.ieee.org/author/37839948300","1","Nathalie Henry","37839948300","INRIA Futurs, France","https://ieeexplore.ieee.org/author/37407972900","2","Jean-Daniel Fekete","37407972900","Ontario Cancer Institute and University of Toronto, Canada","https://ieeexplore.ieee.org/author/38526446600","3","Michael J. McGuffin","38526446600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","267","4","Journals","10.1109/TVCG.2007.70582","1309","https://ieeexplore.ieee.org/document/4376154/","Network visualization","Matrix visualization","Hybrid visualization","Aggregation","Interaction.","","","","","","Layout","Color","Animation","Matrix converters","Sparse matrices","Aggregates","","","","","4376125","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4376154","Nov.-Dec. 2007","2945","IEEE Transactions on Visualization and Computer Graphics","2007","IEEE","32","1302","NodeTrix: a Hybrid Visualization of Social Networks","13"
"We describe a novel volumetric global illumination framework based on the face-centered cubic (FCC) lattice. An FCC lattice has important advantages over a Cartesian lattice. It has higher packing density in the frequency domain, which translates to better sampling efficiency. Furthermore, it has the maximal possible kissing number (equivalent to the number of nearest neighbors of each site), which provides optimal 3D angular discretization among all lattices. We employ a new two-pass (illumination and rendering) global illumination scheme on an FCC lattice. This scheme exploits the angular discretization to greatly simplify the computation in multiple scattering and to minimize illumination information storage. The GPU has been utilized to further accelerate the rendering stage. We demonstrate our new framework with participating media and volume rendering with multiple scattering, where both are significantly faster than traditional techniques with comparable quality.","https://ieeexplore.ieee.org/document/4376189/","LOCKED","4376189","Department of Computer Science, Stony Brook University, Stony Brook, NY 11794-4400","https://ieeexplore.ieee.org/author/37416126400","1","Feng Qiu","37416126400","Department of Computer Science, Stony Brook University, Stony Brook, NY 11794-4400","https://ieeexplore.ieee.org/author/37275296400","2","Fang Xu","37275296400","Department of Computer Science, Stony Brook University, Stony Brook, NY 11794-4400","https://ieeexplore.ieee.org/author/37273608100","3","Zhe Fan","37273608100","Department of Computer Science, Stony Brook University, Stony Brook, NY 11794-4400","https://ieeexplore.ieee.org/author/37945247700","4","Neophytou Neophytos","37945247700","Department of Computer Science, Stony Brook University, Stony Brook, NY 11794-4400","https://ieeexplore.ieee.org/author/37268052800","5","Arie Kaufman","37268052800","Department of Computer Science, Stony Brook University, Stony Brook, NY 11794-4400","https://ieeexplore.ieee.org/author/37273119700","6","Klaus Mueller","37273119700","","","","","","","","","","","","","","","","24","0","Journals","10.1109/TVCG.2007.70573","1583","https://ieeexplore.ieee.org/document/4376189/","Volume visualization","volume rendering","participating media","lattice","FCC lattice","sampling","multiple scattering","GPU.","","","Lighting","Lattices","Rendering (computer graphics)","Optical scattering","FCC","Light scattering","Particle scattering","Visualization","Vectors","Sampling methods","4376125","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4376189","Nov.-Dec. 2007","2945","IEEE Transactions on Visualization and Computer Graphics","2007","IEEE","33","1576","Lattice-Based Volumetric Global Illumination","13"
"In this paper we introduce a visualization technique that provides an abstracted view of the shape and spatio-physico-chemical properties of complex molecules. Unlike existing molecular viewing methods, our approach suppresses small details to facilitate rapid comprehension, yet marks the location of significant features so they remain visible. Our approach uses a combination of filters and mesh restructuring to generate a simplified representation that conveys the overall shape and spatio-physico-chemical properties (e.g. electrostatic charge). Surface markings are then used in the place of important removed details, as well as to supply additional information. These simplified representations are amenable to display using stylized rendering algorithms to further enhance comprehension. Our initial experience suggests that our approach is particularly useful in browsing collections of large molecules and in readily making comparisons between them.","https://ieeexplore.ieee.org/document/4376193/","LOCKED","4376193","Department of Computer Sciences, University of Wisconsin, Madison","https://ieeexplore.ieee.org/author/37882969500","1","Gregory Cipriano","37882969500","Department of Computer Sciences, University of Wisconsin, Madison","https://ieeexplore.ieee.org/author/37282585700","2","Michael Gleicher","37282585700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26","0","Journals","10.1109/TVCG.2007.70578","1615","https://ieeexplore.ieee.org/document/4376193/","molecular surfaces","molecular visualization","surfaces","textures","cartographic labeling","","","","","","Shape","Visualization","Displays","Proteins","Electrostatics","Surface texture","Chemical processes","Filters","Mesh generation","Labeling","4376125","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4376193","Nov.-Dec. 2007","2945","IEEE Transactions on Visualization and Computer Graphics","2007","IEEE","34","1608","Molecular Surface Abstraction","13"
"Volumetric data commonly has high depth complexity which makes it difficult to judge spatial relationships accurately. There are many different ways to enhance depth perception, such as shading, contours, and shadows. Artists and illustrators frequently employ halos for this purpose. In this technique, regions surrounding the edges of certain structures are darkened or brightened which makes it easier to judge occlusion. Based on this concept, we present a flexible method for enhancing and highlighting structures of interest using GPU-based direct volume rendering. Our approach uses an interactively defined halo transfer function to classify structures of interest based on data value, direction, and position. A feature-preserving spreading algorithm is applied to distribute seed values to neighboring locations, generating a controllably smooth field of halo intensities. These halo intensities are then mapped to colors and opacities using a halo profile function. Our method can be used to annotate features at interactive frame rates.","https://ieeexplore.ieee.org/document/4376160/","LOCKED","4376160","Institute of Computer Graphics and Algorithms, Vienna University of Technology, Austria","https://ieeexplore.ieee.org/author/37265895700","1","Stefan Bruckner","37265895700","Institute of Computer Graphics and Algorithms, Vienna University of Technology, Austria","https://ieeexplore.ieee.org/author/37282552200","2","Eduard Gröller","37282552200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59","1","Journals","10.1109/TVCG.2007.70555","1351","https://ieeexplore.ieee.org/document/4376160/","Volume rendering","illustrative visualization","halos","","","","","","","","Data visualization","Rendering (computer graphics)","Humans","Lighting","Optical attenuators","Biomedical imaging","Transfer functions","Spatial resolution","Image resolution","Computed tomography","4376125","2160-9306","6","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4376160","Nov.-Dec. 2007","2945","IEEE Transactions on Visualization and Computer Graphics","2007","IEEE","35","1344","Enhancing Depth-Perception with Flexible Volumetric Halos","13"
