"articles_abstract","articles_abstract_url","articles_access_type","articles_article_number","articles_authors_authors_0_affiliation","articles_authors_authors_0_authorUrl","articles_authors_authors_0_author_order","articles_authors_authors_0_full_name","articles_authors_authors_0_id","articles_authors_authors_1_affiliation","articles_authors_authors_1_authorUrl","articles_authors_authors_1_author_order","articles_authors_authors_1_full_name","articles_authors_authors_1_id","articles_authors_authors_2_affiliation","articles_authors_authors_2_authorUrl","articles_authors_authors_2_author_order","articles_authors_authors_2_full_name","articles_authors_authors_2_id","articles_authors_authors_3_affiliation","articles_authors_authors_3_authorUrl","articles_authors_authors_3_author_order","articles_authors_authors_3_full_name","articles_authors_authors_3_id","articles_authors_authors_4_affiliation","articles_authors_authors_4_authorUrl","articles_authors_authors_4_author_order","articles_authors_authors_4_full_name","articles_authors_authors_4_id","articles_authors_authors_5_affiliation","articles_authors_authors_5_authorUrl","articles_authors_authors_5_author_order","articles_authors_authors_5_full_name","articles_authors_authors_5_id","articles_authors_authors_6_affiliation","articles_authors_authors_6_authorUrl","articles_authors_authors_6_author_order","articles_authors_authors_6_full_name","articles_authors_authors_6_id","articles_authors_authors_7_affiliation","articles_authors_authors_7_authorUrl","articles_authors_authors_7_author_order","articles_authors_authors_7_full_name","articles_authors_authors_7_id","articles_authors_authors_8_affiliation","articles_authors_authors_8_authorUrl","articles_authors_authors_8_author_order","articles_authors_authors_8_full_name","articles_authors_authors_8_id","articles_authors_authors_9_affiliation","articles_authors_authors_9_authorUrl","articles_authors_authors_9_author_order","articles_authors_authors_9_full_name","articles_authors_authors_9_id","articles_citing_paper_count","articles_citing_patent_count","articles_conference_dates","articles_conference_location","articles_content_type","articles_doi","articles_end_page","articles_html_url","articles_index_terms_author_terms_terms_0","articles_index_terms_author_terms_terms_1","articles_index_terms_author_terms_terms_2","articles_index_terms_author_terms_terms_3","articles_index_terms_author_terms_terms_4","articles_index_terms_author_terms_terms_5","articles_index_terms_author_terms_terms_6","articles_index_terms_ieee_terms_terms_0","articles_index_terms_ieee_terms_terms_1","articles_index_terms_ieee_terms_terms_2","articles_index_terms_ieee_terms_terms_3","articles_index_terms_ieee_terms_terms_4","articles_index_terms_ieee_terms_terms_5","articles_index_terms_ieee_terms_terms_6","articles_index_terms_ieee_terms_terms_7","articles_index_terms_ieee_terms_terms_8","articles_index_terms_ieee_terms_terms_9","articles_is_number","articles_isbn","articles_isbn_formats_isbns_0_format","articles_isbn_formats_isbns_0_isbnType","articles_isbn_formats_isbns_0_value","articles_partnum","articles_pdf_url","articles_publication_date","articles_publication_number","articles_publication_title","articles_publication_year","articles_publisher","articles_rank","articles_start_page","articles_title"
"ATS intelligent discovery analyzed the VAST 2007 contest data set using two of its proprietary applications, NdCore and REGGAE (relationship generating graph analysis engine). The paper describes these tools and how they were used to discover the contest's scenarios of wildlife law enforcement, endangered species issues, and ecoterrorism.","https://ieeexplore.ieee.org/document/4389016/","LOCKED","4389016","ATS Intelligent Discovery, 3505 NW Anderson Hill Road, Suite 200, Silverdale, WA 98383. lynn.schwendiman@atsid.com","https://ieeexplore.ieee.org/author/37946768100","1","Lynn Schwendiman","37946768100","ATS Intelligent Discovery, 3505 NW Anderson Hill Road, Suite 200, Silverdale, WA 98383. jonathan.mclean@atsid.com","https://ieeexplore.ieee.org/author/37957250200","2","Jonathan McLean","37957250200","ATS Intelligent Discovery, 3505 NW Anderson Hill Road, Suite 200, Silverdale, WA 98383. jonathan.larson@atsid.com","https://ieeexplore.ieee.org/author/37970751200","3","Jonathan Larson","37970751200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4389016","200","https://ieeexplore.ieee.org/document/4389016/","visualization","visual analytics","text analysis","data discovery","","","","Data analysis","Text analysis","Relational databases","Engines","Performance analysis","Prototypes","Multidimensional systems","Application software","Wildlife","User interfaces","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4389016","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","11","199","VAST 2007 Contest Interactive Poster: Data Analysis Using NdCore and REGGAE"
"This abstract presents a bricolage approach to the 2007 VAST contest. The analytical process we used is presented across four stages of sensemaking. Several tools were used throughout our approach, and we present their strengths and weaknesses for specific aspects of the analytical process. In addition, we review the details of both individual and collaborative techniques for solving visual analytics problems.","https://ieeexplore.ieee.org/document/4389020/","LOCKED","4389020","Simon Fraser University, SIAT; University of British Columbia, MAGIC","https://ieeexplore.ieee.org/author/37955194300","1","William Chao","37955194300","Simon Fraser University, SIAT; University of British Columbia, MAGIC","https://ieeexplore.ieee.org/author/37958326000","2","Daniel Ha","37958326000","Simon Fraser University, SIAT; University of British Columbia, MAGIC","https://ieeexplore.ieee.org/author/37959707800","3","Kevin Ho","37959707800","Simon Fraser University, SIAT; University of British Columbia, MAGIC","https://ieeexplore.ieee.org/author/37946773000","4","Linda Kaastra","37946773000","Simon Fraser University, SIAT; University of British Columbia, MAGIC","https://ieeexplore.ieee.org/author/37962435000","5","Minjung Kim","37962435000","Simon Fraser University, SIAT; University of British Columbia, MAGIC. e-mail: andrewwade@ubcviscog.com","https://ieeexplore.ieee.org/author/38181511600","6","Andrew Wade","38181511600","Faculty Sponsor, Simon Fraser University, SIAT; University of British Columbia, MAGIC","https://ieeexplore.ieee.org/author/37267458000","7","Brian Fisher","37267458000","","","","","","","","","","","","","","","","0","0","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4389020","208","https://ieeexplore.ieee.org/document/4389020/","bricolage","collaboration","theory building","meta-analysis","evaluation","","","Collaborative work","Animals","Gas insulated transmission lines","Information analysis","Performance analysis","Computer interfaces","Collaboration","Decision making","Africa","Chaos","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4389020","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","12","207","University of British Columbia & Simon Fraser University - The Bricolage"
"GeoTime and nSpace are two interactive visual analytics tools that support the process of analyzing massive and complex datasets. The two tools were used to examine and interpret the 2007 VAST contest dataset. This poster paper describes how the capabilities of the tools were used to facilitate and expedite every stage of an analyst workflow.","https://ieeexplore.ieee.org/document/4389018/","LOCKED","4389018","Oculus Info Inc.","https://ieeexplore.ieee.org/author/37721458000","1","Lynn Chien","37721458000","Oculus Info Inc.","https://ieeexplore.ieee.org/author/37326091400","2","Annie Tat","37326091400","Oculus Info Inc.","https://ieeexplore.ieee.org/author/37654961400","3","William Wright","37654961400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4389018","204","https://ieeexplore.ieee.org/document/4389018/","visual analytics","human information interaction","sense making","geo-spatial information systems","temporal analysis","","","Information analysis","Visual analytics","Space technology","Graphical user interfaces","Data visualization","Cognition","Chromium","User interfaces","Humans","Information systems","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4389018","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","13","203","Something's ""Fishy"" at Global Ways and Gill Breeders - Analysis with nSpace and GeoTime"
"C-GROUP is a tool for analyzing dynamic group membership in social networks over time. Unlike most network visualization tools, which show the group structure within an entire network, or the group membership for a single actor, C-GROUP allows users to focus their analysis on a pair of individuals of interest. And unlike most dynamic social network visualization tools, which focus on the addition and deletion of nodes (actors) and edges (relationships) over time, C-GROUP focuses on changing group memberships over time. C-GROUP provides users with a flexible interface for defining (and redefining) groups interactively, and allows users to view the changing group memberships for the pair over time. This helps to highlight the similarities and differences between the individuals and their evolving group memberships. C-GROUP allows users to dynamically select the time granularity of the temporal evolution and supports two novel visual representations of the evolving group memberships. This flexibility gives users alternate views that are appropriate for different network sizes and provides users with different insights into the grouping behavior.","https://ieeexplore.ieee.org/document/4389022/","LOCKED","4389022","University of Maryland, College Park, MD 20742. kang@cs.umd.edu","https://ieeexplore.ieee.org/author/37291403000","1","Hyunmo Kang","37291403000","University of Maryland, College Park, MD 20742. getoor@cs.umd.edu","https://ieeexplore.ieee.org/author/37829614900","2","Lise Getoor","37829614900","Georgetown University, Washington, DC 20052. singh@cs.georgetown.edu","https://ieeexplore.ieee.org/author/37691176100","3","Lisa Singh","37691176100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","0","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4389022","212","https://ieeexplore.ieee.org/document/4389022/","","","","","","","","Visual analytics","Social network services","Navigation","Data visualization","Educational institutions","Data analysis","Information analysis","Bipartite graph","Communication networks","Electronic mail","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4389022","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","14","211","C-GROUP: A Visual Analytic Tool for Pairwise Analysis of Dynamic Group Membership"
"The presence of highly tangled patterns in spectra and other serial data exacerbates the difficulty of performing visual comparison between a test model for a particular pattern and the data. The use of a simple map that plants peaks in the data directly onto their corresponding position in a residual plot with respect to a chosen test model not only retrieves the advantages of dynamic regression plotting, but in practical cases also causes patterns in the data to congregate in meaningful ways with respect to more than one reference curve in the plane. The technique is demonstrated on a polyphonic music signal.","https://ieeexplore.ieee.org/document/4389024/","LOCKED","4389024","ECE Department, Union College, Schenectady, NY. e-mail: catravap@union.edu","https://ieeexplore.ieee.org/author/37062416800","1","Palmyra Catravas","37062416800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4389024","216","https://ieeexplore.ieee.org/document/4389024/","I.5.5 [Pattern recognition]: Implementation¿Interactive systems","","","","","","","Data visualization","Testing","Frequency","Animation","Spirals","Image segmentation","Educational institutions","Performance evaluation","Music information retrieval","Multiple signal classification","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4389024","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","15","215","Spectra transformed for model-testing and visual exploration"
"Computational and experimental sciences produce and collect ever- larger and complex datasets, often in large-scale, multi-institution projects. The inability to gain insight into complex scientific phenomena using current software tools is a bottleneck facing virtually all endeavors of science. In this paper, we introduce Sunfall, a collaborative visual analytics system developed for the Nearby Supernova Factory, an international astrophysics experiment and the largest data volume supernova search currently in operation. Sunfall utilizes novel interactive visualization and analysis techniques to facilitate deeper scientific insight into complex, noisy, high-dimensional, high-volume, time-critical data. The system combines novel image processing algorithms, statistical analysis, and machine learning with highly interactive visual interfaces to enable collaborative, user-driven scientific exploration of supernova image and spectral data. Sunfall is currently in operation at the Nearby Supernova Factory; it is the first visual analytics system in production use at a major astrophysics project.","https://ieeexplore.ieee.org/document/4389026/","LOCKED","4389026","Lawrence Berkeley National Laboratory. E-Mail: aragon@hpcrd.lbl.gov","https://ieeexplore.ieee.org/author/37564069800","1","Cecilia R. Aragon","37564069800","Lawrence Berkeley National Laboratory. E-Mail: sjbailey@lbl.gov","https://ieeexplore.ieee.org/author/37272122100","2","Stephen J. Bailey","37272122100","Space Sciences Laboratory. E-Mail: sspoon@lbl.gov","https://ieeexplore.ieee.org/author/37868031100","3","Sarah Poon","37868031100","Space Sciences Laboratory. E-Mail: kjrunge@lbl.gov","https://ieeexplore.ieee.org/author/37948511900","4","Karl J. Runge","37948511900","Lawrence Berkeley National Laboratory. E-Mail: rcthomas@lbl.gov","https://ieeexplore.ieee.org/author/37874439800","5","Rollin C. Thomas","37874439800","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4389026","220","https://ieeexplore.ieee.org/document/4389026/","Data and knowledge visualization","scientific visualization","visual analytics","visual exploration","astrophysics","","","Visual analytics","Astrophysics","Production facilities","Large-scale systems","Software tools","International collaboration","Data visualization","Time factors","Image processing","Machine learning algorithms","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4389026","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","16","219","Sunfall: A Collaborative Visual Analytics System for Astrophysics"
"Visual Analytics has become a rapidly growing field of study. It is also a field that is addressing very significant real world problems in homeland security, business analytics, emergency management, genetics and bioinformatics, investigative analysis, medical analytics, and other areas. For both these reasons, it is attracting new funding and will continue to do so in the future. Visual analytics has also become an international field, with significant research efforts in Canada, Europe, and Australia, as well as the U.S. There is significant new research funding in Canada and Germany with other efforts being discussed, including a major program sponsored by the European Union. The contributors to this panel are some of the primary thought leaders providing research funding or involved in setting up the funding apparatus. We have asked them to present their needs, funding programs, and expectations from the research community. They all come from different perspectives, different missions, and different expectations. They will present their views of the range of activity in both the U.S. and internationally and discuss what is coming. Come learn about these programs, initiatives, and plans, and how you can contribute.","https://ieeexplore.ieee.org/document/4389030/","LOCKED","4389030","Pacific Northwest National Laboratory","https://ieeexplore.ieee.org/author/37273308900","1","Jim Thomas","37273308900","University of Konstanz","https://ieeexplore.ieee.org/author/37283138700","2","Daniel Keim","37283138700","Department of Homeland Security","https://ieeexplore.ieee.org/author/37829627200","3","Joe Kielman","37829627200","National Science Foundation","https://ieeexplore.ieee.org/author/37371985200","4","Larry Rosenblum","37371985200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4389030","227","","","","","","","","","Visual analytics","Terrorism","Disaster management","Genetics","Bioinformatics","Europe","Australia","Laboratories","","","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4389030","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","17","227","Outlook for Visual Analytics Research Funding"
"This poster presents an exploratory field study of a VAST 2007 contest entry. We applied cognitive task analysis (CTA), grounded theory (GT), and activity theory (AT), to analysis of field notes and interviews from participants. Our results are described in the context of activity theory and sensemaking, two theoretical perspectives that we have found to be particularly useful in understanding analytic tasks.","https://ieeexplore.ieee.org/document/4389028/","LOCKED","4389028","Simon Fraser University, SIAT; University of British Columbia, MAGIC. email: dhal@sfu.ca","https://ieeexplore.ieee.org/author/37958326000","1","Daniel Ha","37958326000","Simon Fraser University, SIAT; University of British Columbia, MAGIC","https://ieeexplore.ieee.org/author/37962435000","2","Minjung Kim","37962435000","Simon Fraser University, SIAT; University of British Columbia, MAGIC","https://ieeexplore.ieee.org/author/38181511600","3","Andrew Wade","38181511600","Simon Fraser University, SIAT; University of British Columbia, MAGIC","https://ieeexplore.ieee.org/author/37955194300","4","William O. Chao","37955194300","Simon Fraser University, SIAT; University of British Columbia, MAGIC","https://ieeexplore.ieee.org/author/37959707800","5","Kevin Ho","37959707800","Simon Fraser University, SIAT; University of British Columbia, MAGIC","https://ieeexplore.ieee.org/author/37946773000","6","Linda Kaastra","37946773000","Simon Fraser University, SIAT; University of British Columbia, MAGIC","https://ieeexplore.ieee.org/author/37267458000","7","Brian Fisher","37267458000","Simon Fraser University, SIAT; University of British Columbia, MAGIC","https://ieeexplore.ieee.org/author/37278563100","8","John Dill","37278563100","","","","","","","","","","","0","0","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4389028","224","https://ieeexplore.ieee.org/document/4389028/","field methods","collaboration","theory building","meta-analysis","evaluation","","","Collaborative tools","Visual analytics","Collaborative work","Computer security","Cognition","Space technology","Information analysis","Computer interfaces","Cognitive science","Chaos","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4389028","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","18","223","From Tasks to Tools: A Field Study in Collaborative Visual Analytics"
"Visual analytics experts realize that one effective way to push the field forward and to develop metrics for measuring the performance of various visual analytics components is to hold an annual competition. The second visual analytics science and technology (VAST) contest was held in conjunction with the 2007 IEEE VAST symposium. In this contest participants were to use visual analytic tools to explore a large heterogeneous data collection to construct a scenario and find evidence buried in the data of illegal and terrorist activities that were occurring. A synthetic data set was made available as well as tasks. In this paper we describe some of the advances we have made from the first competition held in 2006.","https://ieeexplore.ieee.org/document/4389032/","LOCKED","4389032","University of Massachusetts, Lowell. grinstein@cs.uml.edu","https://ieeexplore.ieee.org/author/37360588500","1","Georges Grinstein","37360588500","University of Maryland. plaisant@cs.umd.edu","https://ieeexplore.ieee.org/author/37283026800","2","Catherine Plaisant","37283026800","National Institute of Standards and Technology. sharon.laskowski@nist.gov","https://ieeexplore.ieee.org/author/37837224000","3","Sharon Laskowski","37837224000","National Institute of Standards and Technology. toconnell@nist.gov","https://ieeexplore.ieee.org/author/37948663500","4","Theresa O'Connell","37948663500","Pacific Northwest National Laboratory. jean.scholtz@pnl.com","https://ieeexplore.ieee.org/author/37268671300","5","Jean Scholtz","37268671300","Pacific Northwest National Laboratory. mark.a.whiting@pnl.gov","https://ieeexplore.ieee.org/author/37357067600","6","Mark Whiting","37357067600","","","","","","","","","","","","","","","","","","","","","7","0","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4389032","232","https://ieeexplore.ieee.org/document/4389032/","visual analytics","human information interaction","sense making","evaluation","metrics","contest","","Visual analytics","Laboratories","Graphical user interfaces","Data mining","Data analysis","Data visualization","Information services","Web sites","Internet","NIST","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4389032","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","19","231","VAST 2007 Contest - Blue Iguanodon"
"","https://ieeexplore.ieee.org/document/4470207/","LOCKED","4470207","","https://ieeexplore.ieee.org/author/37955194300","1","William Chao","37955194300","","https://ieeexplore.ieee.org/author/37958326000","2","Daniel Ha","37958326000","","https://ieeexplore.ieee.org/author/37959707800","3","Kevin Ho","37959707800","","https://ieeexplore.ieee.org/author/37946773000","4","Linda Kaastra","37946773000","","https://ieeexplore.ieee.org/author/37962435000","5","Minjung Kim","37962435000","","https://ieeexplore.ieee.org/author/38181511600","6","Andrew Wade","38181511600","","https://ieeexplore.ieee.org/author/37267458000","7","Brian Fisher","37267458000","","","","","","","","","","","","","","","","0","0","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4470207","240","https://ieeexplore.ieee.org/document/4470207/","","","","","","","","Collaborative work","Animals","Gas insulated transmission lines","Information analysis","Performance analysis","Computer interfaces","Collaboration","Decision making","Africa","Chaos","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4470207","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","20","239","University of British Columbia & Simon Fraser University - The Bricolage"
"This article describes our use of the Jigsaw system in working on the VAST 2007 contest. Jigsaw provides multiple views of a document collection and the individual entities within those documents, with a particular focus on exposing connections between entities. We describe how we refined the identified entities in order to better facilitate Jigsaw's use and how the different views helped us to uncover key parts of the underlying plot.","https://ieeexplore.ieee.org/document/4389034/","LOCKED","4389034","School of Interactive Computing & GVU Center, Georgia Institute of Technology. e-mail: goerg@cc.gatech.edu","https://ieeexplore.ieee.org/author/37428446300","1","Carsten Gorg","37428446300","School of Interactive Computing & GVU Center, Georgia Institute of Technology. e-mail: zcliu@cc.gatech.edu","https://ieeexplore.ieee.org/author/37592993600","2","Zhicheng Liu","37592993600","School of Interactive Computing & GVU Center, Georgia Institute of Technology. e-mail: justneel@gmail.com","https://ieeexplore.ieee.org/author/37949736600","3","Neel Parekh","37949736600","School of Interactive Computing & GVU Center, Georgia Institute of Technology. e-mail: ksinghal@cc.gatech.edu","https://ieeexplore.ieee.org/author/37968367000","4","Kanupriya Singhal","37968367000","School of Interactive Computing & GVU Center, Georgia Institute of Technology. e-mail: stasko@cc.gatech.edu","https://ieeexplore.ieee.org/author/37267736900","5","John Stasko","37267736900","","","","","","","","","","","","","","","","","","","","","","","","","","10","0","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4389034","236","https://ieeexplore.ieee.org/document/4389034/","Visual analytics","investigative analysis","intelligence analysis","information visualization","multiple views","","","Visual analytics","Information analysis","Visualization","Information systems","Java","Radio access networks","USA Councils","Gas insulated transmission lines","Filters","Yarn","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4389034","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","21","235","Jigsaw meets Blue Iguanodon - The VAST 2007 Contest"
"The open source Titan informatics toolkit project, which extends the visualization toolkit (VTK) to include information visualization capabilities, is being developed by Sandia National Laboratories in collaboration with Kitware. The VAST Contest provided us with an opportunity to explore various ideas for constructing an analysis tool, while allowing us to exercise our architecture in the solution of a complex problem. As amateur analysts, we found the experience both enlightening and fun.","https://ieeexplore.ieee.org/document/4389036/","LOCKED","4389036","Sandia National Laboratories. Email: pjcross@sandia.gov","https://ieeexplore.ieee.org/author/37282576500","1","Patricia Crossno","37282576500","Sandia National Laboratories. Email: bnwylie@sandia.gov","https://ieeexplore.ieee.org/author/38180014300","2","Brian Wylie","38180014300","Sandia National Laboratories. Email: atwilso@sandia.gov","https://ieeexplore.ieee.org/author/37554778300","3","Andrew Wilson","37554778300","Sandia National Laboratories. Email: jagreen@sandia.gov","https://ieeexplore.ieee.org/author/37944468900","4","John Greenfield","37944468900","Sandia National Laboratories. Email: etstant@sandia.gov","https://ieeexplore.ieee.org/author/37931637200","5","Eric Stanton","37931637200","Sandia National Laboratories. Email: tshead@sandia.gov","https://ieeexplore.ieee.org/author/37681611000","6","Timothy Shead","37681611000","Sandia National Laboratories. Email: lgice@sandia.gov","https://ieeexplore.ieee.org/author/37570533600","7","Lisa Ice","37570533600","Sandia National Laboratories. Email: kmorel@sandia.gov","https://ieeexplore.ieee.org/author/37284250900","8","Kenneth Moreland","37284250900","Kitware Inc. jeff.baumes@kitware.com","https://ieeexplore.ieee.org/author/37698159600","9","Jeffrey Baumes","37698159600","Kitware Inc. berk.geveci@kitware.com","https://ieeexplore.ieee.org/author/37282729500","10","Berk Geveci","37282729500","3","0","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4389036","242","https://ieeexplore.ieee.org/document/4389036/","visual analytics","information visualization","","","","","","Image databases","Informatics","Visualization","Visual databases","Laboratories","Graphical user interfaces","Joining processes","Information analysis","Ice","Collaborative tools","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4389036","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","22","241","Intelligence Analysis Using Titan"
"ATS Intelligent Discovery analyzed the VAST 2007 contest data set using two of its proprietary applications, NdCore and REGGAE (Relationship Generating Graph Analysis Engine). The paper describes these tools and how they were used to discover the contest's scenarios of wildlife law enforcement, endangered species issues, and ecoterrorism.","https://ieeexplore.ieee.org/document/4389038/","LOCKED","4389038","ATS Intelligent Discovery, 3505 NW Anderson Hill Road, Suite 200, Silverdale, WA 98383. lynn.schwendiman@atsid.com","https://ieeexplore.ieee.org/author/37946768100","1","Lynn Schwendiman","37946768100","ATS Intelligent Discovery, 3505 NW Anderson Hill Road, Suite 200, Silverdale, WA 98383. jonathan.mclean@atsid.com","https://ieeexplore.ieee.org/author/37957250200","2","Jonathan McLean","37957250200","ATS Intelligent Discovery, 3505 NW Anderson Hill Road, Suite 200, Silverdale, WA 98383. jonathan.larson@atsid.com","https://ieeexplore.ieee.org/author/37970751200","3","Jonathan Larson","37970751200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4389038","246","https://ieeexplore.ieee.org/document/4389038/","visualization","visual analytics","text analysis","data discovery","","","","Data analysis","Text analysis","Engines","Relational databases","Performance analysis","Wildlife","User interfaces","Visual analytics","Prototypes","Multidimensional systems","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4389038","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","23","245","VAST 2007 Contest Data Analysis Using NdCore and REGGAE"
"How we as insiders see and understand InfoVis is quite different from how it is seen by most people in the world out there. Most people get only glimpses of what we do, and those glimpses rarely tell the story clearly. Think about the view of InfoVis that has been created in 2007 through marketing, blogs, and articles. This view is peppered with misperception. In this presentation, I'll take you on a tour of InfoVis' exposure in 2007: the highlights and the failures that have shaped the world's perception of our beloved and important work. The world needs what we do, but this need remains largely unsatisfied.","https://ieeexplore.ieee.org/document/4388989/","LOCKED","4388989","Perceptual Edge, University of California, Berkeley","https://ieeexplore.ieee.org/author/37956021200","1","Stephen Few","37956021200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","30 Oct.-1 Nov. 2007","Sacramento, CA, USA","Conferences","10.1109/VAST.2007.4388989","x","","","","","","","","","Blogs","Books","Computer science","Education","Writing","Visual communication","Data analysis","","","","4388977","978-1-4244-1659-2","Print ISBN","New-2005","978-1-4244-1659-2","07EX2042","https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4388989","30 Oct.-1 Nov. 2007","4388976","2007 IEEE Symposium on Visual Analytics Science and Technology","2007","IEEE","24","x","InfoVis as Seen by the World Out There: 2007 in Review"
